time_str,time_seconds,wban_id,name,state,knots,gust_knots,near_any_wind_reports,near_hurricane_or_tropical_storm
2012-08-04 00:08:00 UTC,1344038880,23190,SANTA BARBARA MUNICIPAL AP,CA,28,70,false,false
2012-08-04 00:29:00 UTC,1344040140,94950,MITCHELL MUNICIPAL AP,SD,31,69,true,false
2012-08-12 03:07:00 UTC,1344740820,24032,VALENTINE MILLER FIELD,NE,51,65,true,false
2012-08-13 00:01:00 UTC,1344816060,13961,FORT WORTH MEACHAM FIELD,TX,44,66,true,false
2012-09-07 20:08:00 UTC,1347048480,93967,COFFEYVILLE MUNICIPAL AP,KS,49,68,true,false
2012-12-04 22:07:00 UTC,1354658820,12926,CORPUS CHRISTI NAS,TX,28,95,false,false
2012-12-14 18:01:00 UTC,1355508060,23055,PINE SPRINGS GUADALUPE MOUNTAINS NP,TX,63,72,false,false
2013-01-12 16:53:00 UTC,1358009580,13957,SHREVEPORT REGIONAL AP,LA,26,75,false,false
2013-01-13 04:30:00 UTC,1358051400,13809,LAWRENCEVILLE VINCENNES INTL AP,IL,28,65,true,false
2013-01-30 00:21:00 UTC,1359505260,94889,ANN ARBOR MUNICIPAL AP,MI,13,78,false,false
2013-02-21 15:48:00 UTC,1361461680,53879,LEES SUMMIT MUNICIPAL AP,MO,25,66,false,false
2013-02-26 09:23:00 UTC,1361870580,12832,APALACHICOLA AP,FL,48,67,true,false
2013-03-24 18:40:00 UTC,1364150400,12815,ORLANDO INTL AP,FL,49,75,true,false
2013-04-09 01:54:00 UTC,1365472440,24015,AKRON WASHINGTON COUNTY AP,CO,40,69,true,false
2013-04-10 06:45:00 UTC,1365576300,94908,DUBUQUE REGIONAL AP,IA,25,68,false,false
2013-04-17 23:58:00 UTC,1366243080,93989,QUINCY REGIONAL AP,IL,43,67,true,false
2013-04-24 18:56:00 UTC,1366829760,12916,NEW ORLEANS INTL AP,LA,13,72,false,false
2013-05-22 01:44:00 UTC,1369187040,13939,GREENVILLE ASOS,MS,36,106,false,false
2013-05-30 21:00:00 UTC,1369947600,14931,BURLINGTON MUNICIPAL AP,IA,47,70,true,false
2013-06-04 02:27:00 UTC,1370312820,13975,GAGE AIRPORT,OK,48,66,true,false
2013-06-04 22:41:00 UTC,1370385660,73805,NORTHWEST FLORIDA BEACHES INTL AP,FL,11,66,false,false
2013-06-05 00:56:00 UTC,1370393760,03028,SPRINGFIELD COMANCHE NATIONAL GRASSLAND,CO,53,78,true,false
2013-06-06 04:29:00 UTC,1370492940,23042,LUBBOCK INTL AP,TX,51,67,true,false
2013-06-20 01:54:00 UTC,1371693240,24036,LEWISTOWN MUNICIPAL AP,MT,46,70,true,false
2013-06-20 02:22:00 UTC,1371694920,03028,SPRINGFIELD COMANCHE NATIONAL GRASSLAND,CO,55,76,false,false
2013-06-28 00:01:00 UTC,1372377660,03928,WICHITA MID-CONTINENT AP,KS,61,72,true,false
2013-06-28 10:13:00 UTC,1372414380,53869,BLYTHEVILLE MUNICIPAL AP,AR,48,67,true,false
2013-06-29 01:32:00 UTC,1372469520,13942,MONROE REGIONAL AP,LA,51,67,true,false
2013-07-07 23:54:00 UTC,1373241240,13882,CHATTANOOGA LOVELL FIELD AP,TN,11,74,false,false
2013-07-09 02:52:00 UTC,1373338320,94037,BUFFALO (ASOS),SD,57,74,true,false
2013-07-10 00:14:00 UTC,1373415240,13970,BATON ROUGE RYAN AP,LA,67,112,false,false
2013-07-24 04:42:00 UTC,1374640920,13968,TULSA INTL AP,OK,46,66,true,false
2013-07-27 01:36:00 UTC,1374888960,23050,ALBUQUERQUE INTL AP,NM,54,77,true,false
2013-07-27 20:28:00 UTC,1374956880,12854,ORLANDO SANFORD AP,FL,24,66,true,false
2013-09-30 22:21:00 UTC,1380579660,94037,BUFFALO (ASOS),SD,53,74,true,false
2014-01-11 18:57:00 UTC,1389466620,13722,RALEIGH DURHAM INTL AP,NC,52,75,true,false
2014-04-03 22:58:00 UTC,1396565880,03991,DENTON MUNICPAL AP,TX,43,71,false,false
2014-04-13 01:12:00 UTC,1397351520,03027,CLINES CORNERS,NM,49,67,true,false
2014-05-12 00:51:00 UTC,1399855860,14942,OMAHA EPPLEY AIRFIELD,NE,54,71,true,false
2014-05-27 02:24:00 UTC,1401157440,24033,BILLINGS LOGAN INTL AP,MT,41,66,true,false
2014-05-28 22:42:00 UTC,1401316920,24029,SHERIDAN COUNTY AP,WY,45,65,true,false
2014-06-03 23:38:00 UTC,1401838680,94958,ORD EVELYN SHARP FIELD,NE,49,69,true,false
2014-06-05 17:59:00 UTC,1401991140,03953,JONESBORO MUNICIPAL AP,AR,48,75,true,false
2014-06-06 22:16:00 UTC,1402092960,24023,NORTH PLATTE REGIONAL AP,NE,50,74,true,false
2014-06-07 06:20:00 UTC,1402122000,13967,OKLAHOMA CITY WILL ROGERS WORLD AP,OK,35,76,true,false
2014-06-15 03:51:00 UTC,1402804260,93990,HILL CITY MUNICIPAL AP,KS,49,72,true,false
2014-06-15 04:49:00 UTC,1402807740,94949,HASTINGS MUNICIPAL AP,NE,50,69,true,false
2014-06-16 19:59:00 UTC,1402948740,14944,SIOUX FALLS FOSS FIELD,SD,41,76,true,false
2014-06-16 22:12:00 UTC,1402956720,94971,ESTHERVILLE MUNICIPAL AP,IA,53,69,true,false
2014-06-19 02:17:00 UTC,1403144220,24015,AKRON WASHINGTON COUNTY AP,CO,46,68,true,false
2014-06-24 21:40:00 UTC,1403646000,23064,GARDEN CITY REGIONAL AP,KS,56,74,true,false
2014-07-01 02:17:00 UTC,1404181020,03030,GUYMON MUNICIPAL AP,OK,52,67,true,false
2014-07-19 19:02:00 UTC,1405796520,73805,NORTHWEST FLORIDA BEACHES INTL AP,FL,23,72,false,false
2014-08-10 21:26:00 UTC,1407705960,13966,WICHITA FALLS MUNICIPAL AP,TX,43,67,true,false
2014-08-18 01:40:00 UTC,1408326000,94949,HASTINGS MUNICIPAL AP,NE,42,72,true,false
2014-08-19 03:22:00 UTC,1408418520,04134,GRANITE PEAK DUGWAY PROVING GROUND,UT,37,70,false,false
2014-08-20 21:23:00 UTC,1408569780,03894,CLARKSVILLE OUTLAW AP,TN,44,65,true,false
2014-09-09 22:12:00 UTC,1410300720,93997,RUSSELL MUNICIPAL AP,KS,44,65,true,false
2015-04-26 01:00:00 UTC,1430010000,03822,SAVANNAH INTL AP,GA,43,70,true,false
2015-05-24 02:29:00 UTC,1432434540,13904,AUSTIN BERGSTROM INTL AP,TX,38,65,true,false
2015-06-02 01:57:00 UTC,1433210220,94023,GILLETTE CAMPBELL COUNTY AP,WY,44,65,false,false
2015-06-06 22:58:00 UTC,1433631480,23067,LA JUNTA MUNICIPAL AP,CO,54,66,false,false
2015-06-12 23:48:00 UTC,1434152880,23023,MIDLAND INTERNATIONAL AP,TX,91,94,false,false
2015-06-13 00:04:00 UTC,1434153840,23023,MIDLAND INTERNATIONAL AP,TX,79,80,false,false
2015-06-20 02:01:00 UTC,1434765660,24011,BISMARCK MUNICIPAL AP,ND,44,72,true,false
2015-06-30 09:25:00 UTC,1435656300,03031,ODESSA SCHLEMEYER FIELD,TX,46,65,true,false
2015-07-15 01:08:00 UTC,1436922480,03013,LAMAR MUNICIPAL AP,CO,54,66,true,false
2015-07-17 21:26:00 UTC,1437168360,13838,MOBILE DOWNTOWN AP,AL,49,66,true,false
2015-07-28 01:36:00 UTC,1438047360,24037,MILES CITY AP,MT,49,65,true,false
2015-08-27 05:45:00 UTC,1440654300,24024,PHILIP AIRPORT,SD,46,66,true,false
2016-01-17 10:25:00 UTC,1453026300,12897,NAPLES MUNICIPAL AP,FL,43,71,true,false
2016-02-19 09:04:00 UTC,1455872640,24025,PIERRE REGIONAL AP,SD,50,68,false,false
2016-02-25 07:44:00 UTC,1456386240,14753,BLUE HILL LCD,MA,34,72,true,false
2016-05-02 04:32:00 UTC,1462163520,93819,INDIANAPOLIS INTL AP,IN,40,70,false,false
2016-05-11 00:57:00 UTC,1462928220,13959,WACO REGIONAL AP,TX,46,65,true,false
2016-05-26 05:56:00 UTC,1464242160,94971,ESTHERVILLE MUNICIPAL AP,IA,52,67,true,false
2016-05-26 09:04:00 UTC,1464253440,94988,MARSHALLTOWN MUNICIPAL AP,IA,51,68,true,false
2016-05-30 23:20:00 UTC,1464650400,23055,PINE SPRINGS GUADALUPE MOUNTAINS NP,TX,56,67,false,false
2016-06-10 22:25:00 UTC,1465597500,94971,ESTHERVILLE MUNICIPAL AP,IA,38,66,true,false
2016-06-13 22:49:00 UTC,1465858140,24090,RAPID CITY REGIONAL AP,SD,43,66,true,false
2016-06-16 00:40:00 UTC,1466037600,23042,LUBBOCK INTL AP,TX,45,68,true,false
2016-06-18 02:59:00 UTC,1466218740,94958,ORD EVELYN SHARP FIELD,NE,100,112,false,false
2016-06-18 03:53:00 UTC,1466221980,94958,ORD EVELYN SHARP FIELD,NE,110,124,false,false
2016-06-18 04:02:00 UTC,1466222520,94958,ORD EVELYN SHARP FIELD,NE,111,123,false,false
2016-06-25 01:11:00 UTC,1466817060,94053,TORRINGTON MUNICIPAL AP,WY,55,78,false,false
2016-06-28 23:07:00 UTC,1467155220,24017,CHADRON MUNICIPAL AP,NE,49,73,true,false
2016-07-07 01:21:00 UTC,1467854460,23007,CHILDRESS MUNICIPAL AP,TX,55,67,true,false
2016-07-10 06:36:00 UTC,1468132560,94993,SISSETON MUNICIPAL AP,SD,52,72,true,false
2016-07-13 11:23:00 UTC,1468408980,93997,RUSSELL MUNICIPAL AP,KS,46,67,true,false
2016-07-14 13:20:00 UTC,1468502400,03928,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,KS,50,70,true,false
2016-07-21 09:29:00 UTC,1469093340,94929,ASHLAND KENNEDY MEMORIAL AP,WI,42,65,true,false
2016-07-31 10:40:00 UTC,1469961600,13750,NORFOLK NAS,VA,30,73,false,false
2016-08-01 00:23:00 UTC,1470010980,03027,CLINES CORNERS,NM,46,66,false,false
2016-08-01 02:36:00 UTC,1470018960,03027,CLINES CORNERS,NM,50,71,false,false
2016-08-01 03:04:00 UTC,1470020640,03027,CLINES CORNERS,NM,31,67,false,false
2016-08-04 08:22:00 UTC,1470298920,94938,BRAINERD CROW WING COUNTY AP,MN,52,68,true,false
2016-08-09 00:30:00 UTC,1470702600,24090,RAPID CITY REGIONAL AP,SD,38,72,true,false
2016-08-18 11:57:00 UTC,1471521420,14919,JAMESTOWN MUNICIPAL AP,ND,52,67,false,false
2016-08-24 02:59:00 UTC,1472007540,14942,OMAHA EPPLEY AIRFIELD,NE,56,83,true,false
2016-08-24 03:00:00 UTC,1472007600,14942,OMAHA EPPLEY AIRFIELD,NE,59,71,true,false
2016-08-25 00:48:00 UTC,1472086080,03997,LAWRENCE MUNICIPAL AP,KS,71,92,true,false
2016-08-25 01:23:00 UTC,1472088180,03997,LAWRENCE MUNICIPAL AP,KS,68,91,true,false
2016-08-27 04:43:00 UTC,1472272980,23179,NEEDLES AP,CA,50,75,true,false
2016-08-27 05:40:00 UTC,1472276400,23179,NEEDLES AP,CA,66,115,true,false
2016-08-27 06:08:00 UTC,1472278080,23179,NEEDLES AP,CA,61,102,false,false
2016-08-27 07:42:00 UTC,1472283720,23179,NEEDLES AP,CA,70,85,false,false
2016-08-27 18:43:00 UTC,1472323380,23179,NEEDLES AP,CA,39,80,false,false
2016-11-19 00:11:00 UTC,1479514260,14833,JACKSON REYNOLDS FIELD,MI,39,69,true,false
2017-01-21 23:25:00 UTC,1485041100,23055,PINE SPRINGS GUADALUPE MOUNTAINS NP,TX,54,71,false,false
2017-01-22 07:14:00 UTC,1485069240,13876,BIRMINGHAM AP,AL,44,65,true,false
2017-03-01 11:13:00 UTC,1488366780,03816,PADUCAH BARKLEY REGIONAL AP,KY,33,66,true,false
2017-03-01 18:40:00 UTC,1488393600,13773,QUANTICO MCAS,VA,36,68,true,false
2017-03-24 07:03:00 UTC,1490338980,93058,PUEBLO MEMORIAL AP,CO,50,65,false,false
2017-04-28 22:07:00 UTC,1493417220,13809,LAWRENCEVILLE VINCENNES INTL AP,IL,49,74,true,false
2017-04-29 09:09:00 UTC,1493456940,93986,HOBART MUNICIPAL AP,OK,47,67,true,false
2017-06-14 09:59:00 UTC,1497434340,94949,HASTINGS MUNICIPAL AP,NE,81,99,false,false
2017-06-14 10:03:00 UTC,1497434580,94949,HASTINGS MUNICIPAL AP,NE,84,120,false,false
2017-06-17 01:37:00 UTC,1497663420,14939,LINCOLN AIRPORT,NE,55,76,true,false
2017-06-17 02:48:00 UTC,1497667680,94910,WATERLOO MUNICIPAL AP,IA,40,65,false,false
2017-06-17 03:47:00 UTC,1497671220,13993,ST JOSEPH ROSECRANS MEMORIAL AP,MO,34,66,true,false
2017-06-24 00:56:00 UTC,1498265760,23034,SAN ANGELO MATHIS FIELD AP,TX,55,68,true,false
2017-06-24 01:07:00 UTC,1498266420,23034,SAN ANGELO MATHIS FIELD AP,TX,49,67,true,false
2017-06-27 23:15:00 UTC,1498605300,24022,LARAMIE AP,WY,49,78,true,false
2017-06-27 23:41:00 UTC,1498606860,24090,RAPID CITY REGIONAL AP,SD,47,65,true,false
2017-06-28 01:19:00 UTC,1498612740,24028,SCOTTSBLUFF W B HEILIG FIELD AP,NE,43,68,true,false
2017-07-12 00:45:00 UTC,1499820300,14946,WATERTOWN REGIONAL AP,SD,41,65,false,false
2017-07-12 04:55:00 UTC,1499835300,14946,WATERTOWN REGIONAL AP,SD,62,68,true,false
2017-07-12 05:08:00 UTC,1499836080,14946,WATERTOWN REGIONAL AP,SD,58,70,false,false
2017-07-12 05:41:00 UTC,1499838060,94908,DUBUQUE REGIONAL AP,IA,40,65,true,false
2017-07-27 23:59:00 UTC,1501199940,24044,ALLIANCE MUNICIPAL AIRPORT ASOS,NE,52,68,true,false
2017-08-03 00:40:00 UTC,1501720800,24091,IMPERIAL MUNICIPAL AP,NE,44,66,true,false
2017-09-10 18:00:00 UTC,1505066400,12897,NAPLES MUNICIPAL AP,FL,46,71,false,false
2017-10-07 03:07:00 UTC,1507345620,03957,MEDICINE LODGE,KS,40,67,true,false
2018-01-22 14:50:00 UTC,1516632600,14941,NORFOLK KARL STEFAN MEMORIAL AP,NE,29,66,false,false
2018-04-14 07:15:00 UTC,1523690100,12935,PALACIOS MUNICIPAL AP,TX,44,65,true,false
2018-05-11 03:38:00 UTC,1526009880,24032,VALENTINE MILLER FIELD,NE,49,67,true,false
2018-05-14 23:32:00 UTC,1526340720,23007,CHILDRESS MUNICIPAL AP,TX,49,65,true,false
2018-05-27 23:37:00 UTC,1527464220,24048,GREYBULL SOUTH BIG HORN COUNTY AP,WY,53,65,true,false
2018-06-07 05:48:00 UTC,1528350480,23064,GARDEN CITY REGIONAL AP,KS,41,70,true,false
2018-06-09 06:54:00 UTC,1528527240,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,37,65,true,false
2018-06-09 20:52:00 UTC,1528577520,14940,MASON CITY MUNICIPAL AP,IA,36,72,true,false
2018-06-21 03:14:00 UTC,1529550840,13920,TOPEKA FORBES FIELD,KS,48,68,true,false
2018-06-23 00:02:00 UTC,1529712120,13985,DODGE CITY REGIONAL AP,KS,45,69,true,false
2018-06-25 04:26:00 UTC,1529900760,13975,GAGE AIRPORT,OK,51,65,true,false
2018-06-28 14:36:00 UTC,1530196560,94978,TEKAMAH MUNICIPAL AP,NE,49,66,true,false
2018-06-29 09:12:00 UTC,1530263520,14916,GRAND FORKS INTL AP,ND,40,66,true,false
2018-07-02 23:21:00 UTC,1530573660,03013,LAMAR MUNICIPAL AP,CO,41,67,false,false
2018-07-04 01:36:00 UTC,1530668160,94051,JORDAN AP,MT,50,82,true,false
2018-07-14 01:20:00 UTC,1531531200,23044,EL PASO INTL AP,TX,53,71,true,false
2018-07-17 03:05:00 UTC,1531796700,04134,GRANITE PEAK DUGWAY PROVING GROUND,UT,40,66,false,false
2018-07-19 20:30:00 UTC,1532032200,13920,TOPEKA FORBES FIELD,KS,46,68,true,false
2018-07-23 23:50:00 UTC,1532389800,93058,PUEBLO MEMORIAL AP,CO,35,68,true,false
2018-07-26 02:50:00 UTC,1532573400,23064,GARDEN CITY REGIONAL AP,KS,46,65,true,false
2018-07-27 01:23:00 UTC,1532654580,24048,GREYBULL SOUTH BIG HORN COUNTY AP,WY,45,69,true,false
2018-07-29 03:49:00 UTC,1532836140,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,47,77,true,false
2018-08-04 03:17:00 UTC,1533352620,94037,BUFFALO (ASOS),SD,51,70,true,false
2018-08-09 22:28:00 UTC,1533853680,23081,GALLUP MUNICIPAL AP,NM,41,65,true,false
2018-08-21 00:38:00 UTC,1534811880,13942,MONROE REGIONAL AP,LA,35,66,true,false
2018-08-25 05:38:00 UTC,1535175480,13986,HUTCHINSON MUNICIPAL AP,KS,41,69,true,false
2018-08-28 23:30:00 UTC,1535499000,14937,IOWA CITY MUNICIPAL AP,IA,44,73,true,false
2018-09-20 22:32:00 UTC,1537482720,94971,ESTHERVILLE MUNICIPAL AP,IA,41,65,true,false
2018-10-10 18:00:00 UTC,1539194400,73805,NORTHWEST FLORIDA BEACHES INTL AP,FL,49,69,false,false
2019-05-05 22:46:00 UTC,1557096360,14939,LINCOLN AIRPORT,NE,45,76,true,false
2019-05-18 03:07:00 UTC,1558148820,93997,RUSSELL MUNICIPAL AP,KS,37,66,true,false
2019-05-18 16:51:00 UTC,1558198260,13989,EMPORIA ASOS,KS,48,75,true,false
2019-05-20 23:47:00 UTC,1558396020,03932,CLINTON-SHERMAN AIRPORT,OK,37,67,true,false
2019-05-25 00:16:00 UTC,1558743360,93986,HOBART MUNICIPAL AP,OK,47,66,true,false
2019-05-26 22:33:00 UTC,1558909980,03027,CLINES CORNERS,NM,42,69,true,false
2019-05-26 23:12:00 UTC,1558912320,23061,ALAMOSA SAN LUIS VALLEY REGIONAL AP,CO,33,70,false,false
2019-05-27 06:30:00 UTC,1558938600,03919,SALINA MUNICIPAL AP,KS,46,66,true,false
2019-06-07 00:34:00 UTC,1559867640,12928,KINGSVILLE NAAS,TX,52,67,true,false
2019-06-08 18:35:00 UTC,1560018900,12844,WEST PALM BEACH INTERNATIONAL AP,FL,37,71,true,false
2019-06-08 19:08:00 UTC,1560020880,14914,FARGO HECTOR INTL AP,ND,47,65,true,false
2019-06-16 00:57:00 UTC,1560646620,23007,CHILDRESS MUNICIPAL AP,TX,54,70,true,false
2019-06-25 06:35:00 UTC,1561444500,94958,ORD EVELYN SHARP FIELD,NE,45,65,true,false
2019-06-29 18:02:00 UTC,1561831320,14914,FARGO HECTOR INTL AP,ND,47,70,true,false
2019-07-01 03:41:00 UTC,1561952460,14992,REDWOOD FALLS MUNICIPAL AIRPORT,MN,33,68,false,false
2019-07-05 04:45:00 UTC,1562301900,24024,PHILIP AIRPORT,SD,43,69,true,false
2019-07-10 21:44:00 UTC,1562795040,23042,LUBBOCK INTL AP,TX,49,68,true,false
2019-07-13 23:38:00 UTC,1563061080,14936,HURON REGIONAL AP,SD,48,66,true,false
2019-07-14 22:28:00 UTC,1563143280,94870,CHAMPAIGN URBANA WILLARD AP,IL,43,66,true,false
2019-07-15 06:02:00 UTC,1563170520,24012,DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT,ND,41,67,true,false
2019-07-19 13:47:00 UTC,1563544020,14929,ABERDEEN REGIONAL AP,SD,48,68,true,false
2019-07-22 01:58:00 UTC,1563760680,03998,PARSONS TRI CITY AP,KS,37,67,true,false
2019-07-22 21:04:00 UTC,1563829440,13781,WILMINGTON NEW CASTLE CO AP,DE,45,68,true,false
2019-07-30 23:34:00 UTC,1564529640,53912,CORSICANA CAMPBELL FIELD,TX,36,65,false,false
2019-08-07 07:49:00 UTC,1565164140,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,44,65,true,false
2019-08-11 00:10:00 UTC,1565482200,93058,PUEBLO MEMORIAL AP,CO,45,66,true,false
2019-08-16 07:31:00 UTC,1565940660,24044,ALLIANCE MUNICIPAL AIRPORT ASOS,NE,49,67,true,false
2019-08-23 07:59:00 UTC,1566547140,94949,HASTINGS MUNICIPAL AP,NE,47,66,true,false
2019-08-26 04:18:00 UTC,1566793080,94039,PINE RIDGE AIRPORT,SD,51,75,true,false
2019-08-30 01:42:00 UTC,1567129320,93990,HILL CITY MUNICIPAL AP,KS,44,67,true,false
2019-09-10 23:22:00 UTC,1568157720,24032,VALENTINE MILLER FIELD,NE,49,71,true,false
2019-09-22 01:24:00 UTC,1569115440,93997,RUSSELL MUNICIPAL AP,KS,38,65,true,false
2019-10-21 04:36:00 UTC,1571632560,93985,MINERAL WELLS AP,TX,34,65,true,false
2020-02-07 03:23:00 UTC,1581045780,93837,JACKSONVILLE NAS,FL,40,66,true,false
2020-04-08 05:06:00 UTC,1586322360,94823,PITTSBURGH ASOS,PA,52,65,true,false
2020-04-28 01:35:00 UTC,1588037700,22010,DEL RIO INTERNATIONAL AP,TX,43,67,true,false
2020-05-08 00:25:00 UTC,1588897500,13962,ABILENE REGIONAL AP,TX,42,68,false,false
2020-05-10 17:37:00 UTC,1589132220,14827,FORT WAYNE INTL AP,IN,36,67,true,false
2020-05-24 00:39:00 UTC,1590280740,24030,SIDNEY MUNICIPAL AP,NE,30,65,true,false
2020-05-24 04:30:00 UTC,1590294600,94946,BROKEN BOW MUNICIPAL AP,NE,33,75,true,false
2020-06-03 15:35:00 UTC,1591198500,14712,READING REGIONAL AIRPORT,PA,44,72,true,false
2020-06-05 00:03:00 UTC,1591315380,14929,ABERDEEN REGIONAL AP,SD,42,70,true,false
2020-06-05 02:20:00 UTC,1591323600,23042,LUBBOCK INTL AP,TX,48,67,true,false
2020-06-06 22:01:00 UTC,1591480860,03017,DENVER INTL AP,CO,41,68,true,false
2020-06-06 22:55:00 UTC,1591484100,93067,DENVER CENTENNIAL AP,CO,39,66,true,false
2020-06-07 00:37:00 UTC,1591490220,24017,CHADRON MUNICIPAL AP,NE,36,65,true,false
2020-06-07 00:55:00 UTC,1591491300,24015,AKRON WASHINGTON COUNTY AP,CO,46,66,true,false
2020-06-07 01:33:00 UTC,1591493580,94037,BUFFALO (ASOS),SD,48,68,true,false
2020-06-07 02:25:00 UTC,1591496700,94056,FAITH MUNICIPAL AP,SD,40,65,true,false
2020-06-29 01:29:00 UTC,1593394140,94056,FAITH MUNICIPAL AP,SD,48,71,true,false
2020-07-03 00:59:00 UTC,1593737940,93990,HILL CITY MUNICIPAL AP,KS,54,68,true,false
2020-07-03 01:01:00 UTC,1593738060,93990,HILL CITY MUNICIPAL AP,KS,47,65,true,false
2020-07-08 01:11:00 UTC,1594170660,24037,MILES CITY AIRPORT,MT,43,65,true,false
2020-07-08 23:07:00 UTC,1594249620,24030,SIDNEY MUNICIPAL AP,NE,46,82,true,false
2020-07-10 05:24:00 UTC,1594358640,24023,NORTH PLATTE REGIONAL AP,NE,51,76,true,false
2020-07-10 21:40:00 UTC,1594417200,94946,BROKEN BOW MUNICIPAL AP,NE,46,65,true,false
2020-07-12 00:12:00 UTC,1594512720,14923,MOLINE QUAD CITY INTL AP,IL,39,70,true,false
2020-07-14 01:42:00 UTC,1594690920,24023,NORTH PLATTE REGIONAL AP,NE,53,76,true,false
2020-07-14 03:25:00 UTC,1594697100,94040,MCCOOK MUNICIPAL AP,NE,52,69,true,false
2020-07-18 05:26:00 UTC,1595049960,14946,WATERTOWN REGIONAL AP,SD,40,66,true,false
2020-07-20 17:14:00 UTC,1595265240,94056,FAITH MUNICIPAL AP,SD,58,73,true,false
2020-08-03 01:07:00 UTC,1596416820,12912,VICTORIA REGIONAL AP,TX,41,66,true,false
2020-08-04 00:55:00 UTC,1596502500,24150,LIVINGSTON AIRPORT,MT,46,66,true,false
2020-08-08 23:57:00 UTC,1596931020,24017,CHADRON MUNICIPAL AP,NE,46,72,true,false
2020-08-10 15:59:00 UTC,1597075140,14933,DES MOINES INTL AP,IA,43,65,true,false
2020-08-10 18:48:00 UTC,1597085280,14923,MOLINE QUAD CITY INTL AP,IL,47,69,true,false
2020-08-22 07:01:00 UTC,1598079660,23034,SAN ANGELO MATHIS FIELD AP,TX,43,75,true,false
2020-08-27 06:00:00 UTC,1598508000,03937,LAKE CHARLES REGIONAL AP,LA,57,75,false,false
2020-08-28 05:58:00 UTC,1598594280,14936,HURON REGIONAL AP,SD,37,73,true,false
2020-08-29 20:23:00 UTC,1598732580,23052,RATON MUNICIPAL CREWS FIELD AP,NM,46,68,true,false
2020-10-12 02:35:00 UTC,1602470100,14939,LINCOLN AIRPORT,NE,37,66,true,false
2020-11-10 22:51:00 UTC,1605048660,14839,MILWAUKEE MITCHELL AIRPORT,WI,33,69,true,false
2021-01-14 01:29:00 UTC,1610587740,94057,CONVERSE COUNTY AIRPORT ASOS,WY,47,71,false,false
2021-05-02 22:55:00 UTC,1619996100,03013,LAMAR MUNICIPAL AP,CO,52,80,true,false
2021-05-22 03:16:00 UTC,1621653360,23048,TUCUMCARI MUNICIPAL AP,NM,41,70,true,false
2021-05-29 02:33:00 UTC,1622255580,12921,SAN ANTONIO INTL AP,TX,39,67,true,false
2021-06-11 03:56:00 UTC,1623383760,94099,WILLISTON AIRPORT,ND,43,71,true,false
2021-06-11 04:24:00 UTC,1623385440,94099,WILLISTON AIRPORT,ND,53,81,true,false
2021-06-11 04:33:00 UTC,1623385980,24012,DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT,ND,46,68,true,false
2021-06-11 05:09:00 UTC,1623388140,94099,WILLISTON AIRPORT,ND,43,65,false,false
2021-06-19 21:51:00 UTC,1624139460,93010,LIMON,CO,40,71,true,false
2021-06-19 22:28:00 UTC,1624141680,03966,ST LOUIS SPIRIT OF ST LOUIS AP,MO,51,67,true,false
2021-06-20 02:23:00 UTC,1624155780,93990,HILL CITY MUNICIPAL AP,KS,34,69,true,false
2021-06-25 08:44:00 UTC,1624610640,13920,TOPEKA FORBES FIELD,KS,30,67,true,false
2021-07-10 03:30:00 UTC,1625887800,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,56,73,true,false
2021-07-10 04:07:00 UTC,1625890020,24044,ALLIANCE MUNICIPAL AIRPORT ASOS,NE,57,76,true,false
2021-07-10 05:20:00 UTC,1625894400,14942,OMAHA EPPLEY AIRFIELD,NE,54,83,true,false
2021-07-10 06:36:00 UTC,1625898960,94957,FALLS CITY BRENNER FIELD,NE,39,67,true,false
2021-07-11 00:21:00 UTC,1625962860,53146,FT HUACHUCA PIONEER AIRFIELD,AZ,57,79,true,false
2021-07-11 23:20:00 UTC,1626045600,23184,PRESCOTT LOVE FIELD,AZ,47,77,true,false
2021-07-13 13:45:00 UTC,1626183900,93167,KINGMAN AIRPORT,AZ,50,73,true,false
2021-08-06 23:40:00 UTC,1628293200,24017,CHADRON MUNICIPAL AP,NE,34,65,false,false
2021-08-12 22:14:00 UTC,1628806440,53879,LEES SUMMIT MUNICIPAL AP,MO,41,68,true,false
2021-08-15 17:57:00 UTC,1629050220,24021,LANDER AIRPORT,WY,41,69,true,false
2021-08-17 22:45:00 UTC,1629240300,04134,GRANITE PEAK DUGWAY PROVING GROUND,UT,53,71,true,false
2021-08-26 14:59:00 UTC,1629989940,14946,WATERTOWN REGIONAL AP,SD,47,65,true,false
2021-08-26 22:40:00 UTC,1630017600,03026,BURLINGTON CARSON AP,CO,35,66,true,false
2021-08-29 03:42:00 UTC,1630208520,14972,SPENCER MUNICIPAL AP,IA,49,65,true,false
2021-09-11 23:20:00 UTC,1631402400,94050,MEEKER AIRPORT,CO,36,65,true,false
2021-10-13 00:25:00 UTC,1634084700,03932,CLINTON-SHERMAN AIRPORT,OK,49,67,true,false
2021-10-27 07:48:00 UTC,1635320880,03991,DENTON MUNICPAL AP,TX,41,74,true,false
