time_str,time_seconds,wban_id,name,state,knots,gust_knots,near_any_wind_reports,near_hurricane_or_tropical_storm,reasons
2004-08-14 01:17:00 UTC,1092446220,12815,ORLANDO INTL AP,FL,67,79,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:18:00 UTC,1092446280,12815,ORLANDO INTL AP,FL,64,78,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:19:00 UTC,1092446340,12815,ORLANDO INTL AP,FL,65,80,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:20:00 UTC,1092446400,12815,ORLANDO INTL AP,FL,64,78,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:21:00 UTC,1092446460,12815,ORLANDO INTL AP,FL,62,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:22:00 UTC,1092446520,12815,ORLANDO INTL AP,FL,58,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:23:00 UTC,1092446580,12815,ORLANDO INTL AP,FL,58,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:24:00 UTC,1092446640,12815,ORLANDO INTL AP,FL,57,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:26:00 UTC,1092446760,12815,ORLANDO INTL AP,FL,59,68,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:27:00 UTC,1092446820,12815,ORLANDO INTL AP,FL,60,65,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:28:00 UTC,1092446880,12815,ORLANDO INTL AP,FL,59,73,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:32:00 UTC,1092447120,12815,ORLANDO INTL AP,FL,58,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-08-14 01:37:00 UTC,1092447420,12815,ORLANDO INTL AP,FL,54,70,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 03:48:00 UTC,1095306480,13899,PENSACOLA REGIONAL AP,FL,47,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 04:12:00 UTC,1095307920,13899,PENSACOLA REGIONAL AP,FL,47,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 04:31:00 UTC,1095309060,13899,PENSACOLA REGIONAL AP,FL,45,65,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:12:00 UTC,1095311520,13899,PENSACOLA REGIONAL AP,FL,49,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:13:00 UTC,1095311580,13899,PENSACOLA REGIONAL AP,FL,54,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:14:00 UTC,1095311640,13899,PENSACOLA REGIONAL AP,FL,53,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:21:00 UTC,1095312060,13899,PENSACOLA REGIONAL AP,FL,50,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:24:00 UTC,1095312240,13899,PENSACOLA REGIONAL AP,FL,50,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 05:25:00 UTC,1095312300,13899,PENSACOLA REGIONAL AP,FL,53,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 06:26:00 UTC,1095315960,13894,MOBILE REGIONAL AP,AL,45,65,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:06:00 UTC,1095318360,13894,MOBILE REGIONAL AP,AL,49,65,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:37:00 UTC,1095320220,13899,PENSACOLA REGIONAL AP,FL,64,74,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:38:00 UTC,1095320280,13899,PENSACOLA REGIONAL AP,FL,59,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:39:00 UTC,1095320340,13899,PENSACOLA REGIONAL AP,FL,57,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:40:00 UTC,1095320400,13899,PENSACOLA REGIONAL AP,FL,58,71,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:41:00 UTC,1095320460,13899,PENSACOLA REGIONAL AP,FL,61,75,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:42:00 UTC,1095320520,13899,PENSACOLA REGIONAL AP,FL,60,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:43:00 UTC,1095320580,13899,PENSACOLA REGIONAL AP,FL,61,75,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:44:00 UTC,1095320640,13899,PENSACOLA REGIONAL AP,FL,65,76,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:45:00 UTC,1095320700,13899,PENSACOLA REGIONAL AP,FL,63,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:46:00 UTC,1095320760,13899,PENSACOLA REGIONAL AP,FL,62,73,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:47:00 UTC,1095320820,13899,PENSACOLA REGIONAL AP,FL,64,76,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:49:00 UTC,1095320940,13899,PENSACOLA REGIONAL AP,FL,60,71,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:50:00 UTC,1095321000,13899,PENSACOLA REGIONAL AP,FL,62,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:51:00 UTC,1095321060,13899,PENSACOLA REGIONAL AP,FL,62,75,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:52:00 UTC,1095321120,13899,PENSACOLA REGIONAL AP,FL,60,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:53:00 UTC,1095321180,13899,PENSACOLA REGIONAL AP,FL,59,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:54:00 UTC,1095321240,13899,PENSACOLA REGIONAL AP,FL,63,75,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:55:00 UTC,1095321300,13899,PENSACOLA REGIONAL AP,FL,62,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:56:00 UTC,1095321360,13899,PENSACOLA REGIONAL AP,FL,60,71,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:57:00 UTC,1095321420,13899,PENSACOLA REGIONAL AP,FL,59,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:58:00 UTC,1095321480,13899,PENSACOLA REGIONAL AP,FL,60,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 07:59:00 UTC,1095321540,13899,PENSACOLA REGIONAL AP,FL,66,79,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:00:00 UTC,1095321600,13899,PENSACOLA REGIONAL AP,FL,65,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:01:00 UTC,1095321660,13899,PENSACOLA REGIONAL AP,FL,60,73,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:02:00 UTC,1095321720,13899,PENSACOLA REGIONAL AP,FL,58,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:03:00 UTC,1095321780,13899,PENSACOLA REGIONAL AP,FL,60,76,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:04:00 UTC,1095321840,13899,PENSACOLA REGIONAL AP,FL,58,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:05:00 UTC,1095321900,13899,PENSACOLA REGIONAL AP,FL,57,74,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:08:00 UTC,1095322080,13899,PENSACOLA REGIONAL AP,FL,57,68,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:09:00 UTC,1095322140,13899,PENSACOLA REGIONAL AP,FL,54,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:10:00 UTC,1095322200,13899,PENSACOLA REGIONAL AP,FL,58,77,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:11:00 UTC,1095322260,13899,PENSACOLA REGIONAL AP,FL,62,74,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:13:00 UTC,1095322380,13899,PENSACOLA REGIONAL AP,FL,59,78,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:14:00 UTC,1095322440,13899,PENSACOLA REGIONAL AP,FL,63,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:15:00 UTC,1095322500,13899,PENSACOLA REGIONAL AP,FL,63,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:16:00 UTC,1095322560,13899,PENSACOLA REGIONAL AP,FL,62,66,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:17:00 UTC,1095322620,13899,PENSACOLA REGIONAL AP,FL,60,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:20:00 UTC,1095322800,13899,PENSACOLA REGIONAL AP,FL,54,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:21:00 UTC,1095322860,13899,PENSACOLA REGIONAL AP,FL,56,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:23:00 UTC,1095322980,13899,PENSACOLA REGIONAL AP,FL,60,73,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:24:00 UTC,1095323040,13899,PENSACOLA REGIONAL AP,FL,61,70,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:25:00 UTC,1095323100,13899,PENSACOLA REGIONAL AP,FL,56,74,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:26:00 UTC,1095323160,13899,PENSACOLA REGIONAL AP,FL,58,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:28:00 UTC,1095323280,13899,PENSACOLA REGIONAL AP,FL,58,74,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:29:00 UTC,1095323340,13899,PENSACOLA REGIONAL AP,FL,61,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:30:00 UTC,1095323400,13899,PENSACOLA REGIONAL AP,FL,61,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:31:00 UTC,1095323460,13899,PENSACOLA REGIONAL AP,FL,58,71,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:32:00 UTC,1095323520,13899,PENSACOLA REGIONAL AP,FL,59,75,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:34:00 UTC,1095323640,13899,PENSACOLA REGIONAL AP,FL,55,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:36:00 UTC,1095323760,13899,PENSACOLA REGIONAL AP,FL,55,73,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:42:00 UTC,1095324120,13899,PENSACOLA REGIONAL AP,FL,52,76,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:43:00 UTC,1095324180,13899,PENSACOLA REGIONAL AP,FL,55,71,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:44:00 UTC,1095324240,13899,PENSACOLA REGIONAL AP,FL,56,70,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:45:00 UTC,1095324300,13899,PENSACOLA REGIONAL AP,FL,55,70,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:46:00 UTC,1095324360,13899,PENSACOLA REGIONAL AP,FL,54,69,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:51:00 UTC,1095324660,13899,PENSACOLA REGIONAL AP,FL,57,65,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:53:00 UTC,1095324780,13899,PENSACOLA REGIONAL AP,FL,52,72,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
2004-09-16 08:55:00 UTC,1095324900,13899,PENSACOLA REGIONAL AP,FL,49,67,false,true,no_lightning;near_hurricane_or_tropical_storm_but_no_wind_reports
