lat,lon,estimated_sig_report_fourhours_per_year_grid_130_cropped_blurred
21.543,-124.78299999999999,0.0
21.569,-124.655,0.0
21.595,-124.52699999999999,0.0
21.622,-124.4,0.0
21.648,-124.27199999999999,0.0
21.674,-124.144,0.0
21.7,-124.01599999999999,0.0
21.725,-123.888,0.0
21.751,-123.75999999999999,0.0
21.776,-123.632,0.0
21.802,-123.50399999999999,0.0
21.827,-123.376,0.0
21.852,-123.24799999999999,0.0
21.878,-123.12,0.0
21.903,-122.99100000000001,0.0
21.927,-122.863,0.0
21.952,-122.73500000000001,0.0
21.977,-122.606,0.0
22.001,-122.47800000000001,0.0
22.026,-122.34899999999999,0.0
22.05,-122.221,0.0
22.074,-122.09200000000001,0.0
22.098,-121.963,0.0
22.122,-121.83500000000001,0.0
22.146,-121.70599999999999,0.0
22.17,-121.577,0.0
22.194,-121.44800000000001,0.0
22.217,-121.31899999999999,0.0
22.241,-121.19,0.0
22.264,-121.061,0.0
22.287,-120.93199999999999,0.0
22.31,-120.803,0.0
22.333,-120.674,0.0
22.356,-120.54499999999999,0.0
22.379,-120.41499999999999,0.0
22.401,-120.286,0.0
22.424,-120.15700000000001,0.0
22.446,-120.02699999999999,0.0
22.469,-119.898,0.0
22.491,-119.768,0.0
22.513,-119.63900000000001,0.0
22.535,-119.50899999999999,0.0
22.557,-119.37899999999999,0.0
22.578,-119.25,0.0
22.6,-119.12,0.0
22.621,-118.99000000000001,0.0
22.643,-118.86000000000001,0.0
22.664,-118.731,0.0
22.685,-118.601,0.0
22.706,-118.471,0.0
22.727,-118.34100000000001,0.0
22.748,-118.21100000000001,0.0
22.768,-118.08099999999999,0.0
22.789,-117.951,0.0
22.809,-117.82,0.0
22.83,-117.69,0.0
22.85,-117.56,0.0
22.87,-117.43,0.0
22.89,-117.299,0.0
22.91,-117.16900000000001,0.0
22.93,-117.03899999999999,0.0
22.949,-116.90799999999999,0.0
22.969,-116.77799999999999,0.0
22.988,-116.64699999999999,0.0
23.008,-116.517,0.0
23.027,-116.386,0.0
23.046,-116.255,0.0
23.065,-116.125,0.0
23.084,-115.994,0.0
23.102,-115.863,0.0
23.121,-115.732,0.0
23.139,-115.601,0.0
23.158,-115.471,0.0
23.176,-115.34,0.0
23.194,-115.209,0.0
23.212,-115.078,0.0
23.23,-114.947,0.0
23.248,-114.815,0.0
23.266,-114.684,0.0
23.283,-114.553,0.0
23.301,-114.422,0.0
23.318,-114.291,0.0
23.335,-114.16,0.0
23.352,-114.02799999999999,0.0
23.369,-113.89699999999999,0.0
23.386,-113.76599999999999,0.0
23.403,-113.63399999999999,0.0
23.419,-113.50299999999999,0.0
23.436,-113.37100000000001,0.0
23.452,-113.24000000000001,0.0
23.469,-113.108,0.0
23.485,-112.977,0.0
23.501,-112.845,0.0
23.517,-112.713,0.0
23.533,-112.582,0.0
23.548,-112.44999999999999,0.0
23.564,-112.31800000000001,0.0
23.579,-112.186,0.0
23.595,-112.055,0.0
23.61,-111.923,0.0
23.625,-111.791,0.0
23.64,-111.65899999999999,0.0
23.655,-111.52699999999999,0.0
23.67,-111.39500000000001,0.0
23.684,-111.263,0.0
23.699,-111.131,0.0
23.713,-110.999,0.0
23.727,-110.86699999999999,0.0
23.742,-110.73500000000001,0.0
23.756,-110.60300000000001,0.0
23.769,-110.47,0.0
23.783,-110.338,0.0
23.797,-110.20599999999999,0.0
23.811,-110.07400000000001,0.0
23.824,-109.941,0.0
23.837,-109.809,0.0
23.851,-109.67699999999999,0.0
23.864,-109.54400000000001,0.0
23.877,-109.412,0.0
23.89,-109.279,0.0
23.902,-109.14699999999999,0.0
23.915,-109.01400000000001,0.0
23.927,-108.882,0.0
23.94,-108.749,0.0
23.952,-108.61699999999999,0.0
23.964,-108.48400000000001,0.0
23.976,-108.351,0.0
23.988,-108.219,0.0
24.0,-108.08600000000001,0.0
24.012,-107.953,0.0
24.023,-107.821,0.0
24.035,-107.68799999999999,0.0
24.046,-107.555,0.0
24.057,-107.422,0.0
24.068,-107.28899999999999,0.0
24.079,-107.15700000000001,0.0
24.09,-107.024,0.0
24.101,-106.89099999999999,0.0
24.111,-106.75800000000001,0.0
24.122,-106.625,0.0
24.132,-106.49199999999999,0.0
24.143,-106.35900000000001,0.0
24.153,-106.226,0.0
24.163,-106.09299999999999,0.0
24.173,-105.96000000000001,0.0
24.182,-105.827,0.0
24.192,-105.69399999999999,0.0
24.202,-105.561,0.0
24.211,-105.428,0.0
24.22,-105.29400000000001,0.0
24.229,-105.161,0.0
24.238,-105.02799999999999,0.0
24.247,-104.89500000000001,0.0
24.256,-104.762,0.0
24.265,-104.62799999999999,0.0
24.274,-104.495,0.0
24.282,-104.362,0.0
24.29,-104.22800000000001,0.0
24.299,-104.095,0.0
24.307,-103.96199999999999,0.0
24.315,-103.82799999999997,0.0
24.323,-103.695,0.0
24.33,-103.56200000000001,0.0
24.338,-103.428,0.0
24.345,-103.29500000000002,0.0
24.353,-103.161,0.0
24.36,-103.02800000000002,0.0
24.367,-102.894,0.0
24.374,-102.76100000000002,0.0
24.381,-102.62700000000001,0.0
24.388,-102.49400000000003,0.0
24.395,-102.36000000000001,0.0
24.401,-102.22699999999998,0.0
24.408,-102.09300000000002,0.0
24.414,-101.95999999999998,0.0
24.42,-101.82600000000002,0.0
24.426,-101.69200000000001,0.0
24.432,-101.55900000000003,0.0
24.438,-101.42500000000001,0.0
24.444,-101.291,0.0
24.449,-101.15800000000002,0.0
24.455,-101.024,0.0
24.46,-100.88999999999999,0.0
24.465,-100.757,0.0
24.47,-100.62299999999999,0.0
24.475,-100.48899999999998,0.0
24.48,-100.356,0.0
24.485,-100.22199999999998,0.0
24.49,-100.08800000000002,0.0
24.494,-99.95400000000001,0.0
24.499,-99.82100000000003,0.0
24.503,-99.68700000000001,0.0
24.507,-99.553,0.0
24.511,-99.41899999999998,0.0
24.515,-99.28500000000003,0.0
24.519,-99.15199999999999,0.0
24.522,-99.01799999999997,0.0
24.526,-98.88400000000001,0.0
24.529,-98.75,0.0
24.533,-98.61599999999999,0.0
24.536,-98.483,0.0
24.539,-98.34899999999999,0.0
24.542,-98.21499999999997,0.0
24.545,-98.08100000000002,0.0
24.547,-97.947,0.0
24.55,-97.81299999999999,0.0
24.552,-97.67899999999997,0.0
24.555,-97.54500000000002,0.0
24.557,-97.411,0.0
24.559,-97.27800000000002,0.0
24.561,-97.144,0.0
24.563,-97.00999999999999,0.0
24.565,-96.87599999999998,0.0
24.566,-96.74200000000002,0.0
24.568,-96.608,0.0
24.569,-96.47399999999999,0.0
24.57,-96.33999999999997,0.0
24.572,-96.20600000000002,0.0
24.573,-96.072,0.0
24.574,-95.93799999999999,0.0
24.574,-95.80399999999997,0.0
24.575,-95.67099999999999,0.0
24.576,-95.53699999999998,0.0
24.576,-95.40300000000002,0.0
24.576,-95.269,0.0
24.576,-95.13499999999999,0.0
24.577,-95.00099999999998,0.0
24.576,-94.86700000000002,0.0
24.576,-94.733,0.0
24.576,-94.59899999999999,0.0
24.576,-94.46499999999997,0.0
24.575,-94.33100000000002,0.0
24.574,-94.197,0.0
24.574,-94.06299999999999,0.0
24.573,-93.92899999999997,0.0
24.572,-93.79500000000002,0.0
24.57,-93.661,0.0
24.569,-93.52800000000002,0.0
24.568,-93.394,0.0
24.566,-93.25999999999999,0.0
24.565,-93.12599999999998,0.0
24.563,-92.99200000000002,0.0
24.561,-92.858,0.0
24.559,-92.72399999999999,0.0
24.557,-92.58999999999997,0.0
24.555,-92.45600000000002,0.0
24.552,-92.322,0.0
24.55,-92.18900000000002,0.0
24.547,-92.055,0.0
24.545,-91.92099999999999,0.0
24.542,-91.78699999999998,0.0
24.539,-91.65300000000002,0.0
24.536,-91.519,0.0
24.533,-91.38499999999999,0.0
24.529,-91.25099999999998,0.0
24.526,-91.118,0.0
24.522,-90.98399999999998,0.0
24.519,-90.85000000000002,0.0
24.515,-90.71600000000001,0.0
24.511,-90.582,0.0
24.507,-90.44900000000001,0.0
24.503,-90.315,0.0
24.499,-90.18099999999998,0.0
24.494,-90.04700000000003,0.0
24.49,-89.91399999999999,0.0
24.485,-89.77999999999997,0.0
24.48,-89.64600000000002,0.0
24.475,-89.512,0.0
24.47,-89.37900000000002,0.0
24.465,-89.245,0.0
24.46,-89.11099999999999,0.0
24.455,-88.97800000000001,0.0
24.449,-88.844,0.0
24.444,-88.70999999999998,0.0
24.438,-88.577,0.0
24.432,-88.44299999999998,0.0
24.426,-88.30900000000003,0.0
24.42,-88.17599999999999,0.0
24.414,-88.04199999999997,0.0
24.408,-87.90899999999999,0.0
24.401,-87.77499999999998,0.0
24.395,-87.64100000000002,0.0
24.388,-87.50799999999998,0.0
24.381,-87.37400000000002,0.0
24.374,-87.24099999999999,0.0
24.367,-87.10700000000003,0.0
24.36,-86.97399999999999,0.0
24.353,-86.83999999999997,0.0
24.345,-86.707,0.0
24.338,-86.57400000000001,0.0
24.33,-86.44,0.0
24.323,-86.30700000000002,0.0
24.315,-86.173,0.0
24.307,-86.04000000000002,0.0
24.299,-85.90699999999998,0.0
24.29,-85.77300000000002,0.0
24.282,-85.63999999999999,0.0
24.274,-85.507,0.0
24.265,-85.37299999999999,0.0
24.256,-85.24000000000001,0.0
24.248,-85.10700000000003,0.0
24.239,-84.97399999999999,0.0
24.23,-84.84100000000001,0.0
24.22,-84.707,0.0
24.211,-84.57400000000001,0.0
24.202,-84.44099999999997,0.0
24.192,-84.30799999999999,0.0
24.182,-84.17500000000001,0.0
24.173,-84.04199999999997,0.0
24.163,-83.90899999999999,0.0
24.153,-83.77600000000001,0.0
24.143,-83.64299999999997,0.0
24.132,-83.50999999999999,0.0
24.122,-83.37700000000001,0.0
24.112,-83.24400000000003,0.0
24.101,-83.11099999999999,0.0
24.09,-82.97800000000001,0.0
24.079,-82.84500000000003,0.0
24.068,-82.71199999999999,0.0
24.057,-82.57900000000001,0.0
24.046,-82.447,0.0
24.035,-82.31400000000002,0.0
24.023,-82.18099999999998,0.0
24.012,-82.048,0.0
24.0,-81.916,0.0
23.988,-81.78300000000002,0.0
23.976,-81.64999999999998,0.0
23.964,-81.51799999999997,0.0
23.952,-81.38499999999999,0.0
23.94,-81.25200000000001,0.0
23.928,-81.12,0.0
23.915,-80.98700000000002,0.0
23.902,-80.85500000000002,0.0
23.89,-80.72199999999998,0.0
23.877,-80.58999999999997,0.0
23.864,-80.457,0.0
23.851,-80.32499999999999,0.0
23.838,-80.19299999999998,0.0
23.824,-80.06,0.0
23.811,-79.928,0.0
23.797,-79.79599999999999,0.0
23.783,-79.66399999999999,0.0
23.77,-79.531,0.0
23.756,-79.399,0.0
23.742,-79.267,0.0
23.728,-79.13499999999999,0.0
23.713,-79.00299999999999,0.0
23.699,-78.87099999999998,0.0
23.684,-78.73899999999998,0.0
23.67,-78.60700000000003,0.0
23.655,-78.47500000000002,0.0
23.64,-78.34300000000002,0.0
23.625,-78.21100000000001,0.0
23.61,-78.07900000000001,0.0
23.595,-77.947,0.0
23.579,-77.815,0.0
23.564,-77.68400000000003,0.0
23.548,-77.55200000000002,0.0
23.533,-77.42000000000002,0.0
23.517,-77.28800000000001,0.0
23.501,-77.15699999999998,0.0
23.485,-77.02499999999998,0.0
23.469,-76.894,0.0
23.453,-76.762,0.0
23.436,-76.63,0.0
23.42,-76.49900000000002,0.0
23.403,-76.368,0.0
23.386,-76.23599999999999,0.0
23.369,-76.10500000000002,0.0
23.352,-75.97300000000001,0.0
23.335,-75.84199999999998,0.0
23.318,-75.71100000000001,0.0
23.301,-75.57999999999998,0.0
23.283,-75.44799999999998,0.0
23.266,-75.31700000000001,0.0
23.248,-75.18599999999998,0.0
23.23,-75.055,0.0
23.213,-74.92399999999998,0.0
23.194,-74.793,0.0
23.176,-74.66199999999998,0.0
23.158,-74.531,0.0
23.14,-74.39999999999998,0.0
23.121,-74.269,0.0
23.103,-74.13900000000001,0.0
23.084,-74.00799999999998,0.0
23.065,-73.87700000000001,0.0
23.046,-73.74599999999998,0.0
23.027,-73.61599999999999,0.0
23.008,-73.48500000000001,0.0
22.989,-73.35500000000002,0.0
22.969,-73.22399999999999,0.0
22.95,-73.094,0.0
22.93,-72.96300000000002,0.0
22.91,-72.83300000000003,0.0
22.89,-72.702,0.0
22.87,-72.572,0.0
22.85,-72.44200000000001,0.0
22.83,-72.31099999999998,0.0
22.81,-72.18099999999998,0.0
22.789,-72.05099999999999,0.0
22.769,-71.92099999999999,0.0
22.748,-71.791,0.0
22.727,-71.661,0.0
22.706,-71.531,0.0
22.685,-71.40100000000001,0.0
22.664,-71.27100000000002,0.0
22.643,-71.14100000000002,0.0
22.622,-71.01100000000002,0.0
22.6,-70.882,0.0
22.579,-70.75200000000001,0.0
22.557,-70.62200000000001,0.0
22.535,-70.493,0.0
22.513,-70.363,0.0
22.491,-70.233,0.0
22.469,-70.10399999999998,0.0
22.447,-69.97399999999999,0.0
22.424,-69.84500000000003,0.0
22.402,-69.71600000000001,0.0
22.379,-69.58600000000001,0.0
22.356,-69.457,0.0
22.333,-69.32799999999997,0.0
22.31,-69.19900000000001,0.0
22.287,-69.07,0.0
22.264,-68.94099999999997,0.0
22.241,-68.81200000000001,0.0
22.218,-68.68299999999999,0.0
22.194,-68.55399999999997,0.0
22.17,-68.42500000000001,0.0
22.147,-68.29599999999999,0.0
22.123,-68.16699999999997,0.0
22.099,-68.03800000000001,0.0
21.5,-125.576,0.0
21.527,-125.44900000000001,0.0
21.554,-125.321,0.0
21.581,-125.19399999999999,0.0
21.608,-125.066,0.0
21.635,-124.939,0.0
21.661,-124.811,0.0
21.688,-124.68299999999999,0.0
21.714,-124.55600000000001,0.0
21.74,-124.428,0.0
21.766,-124.30000000000001,0.0
21.792,-124.172,0.0
21.818,-124.04400000000001,0.0
21.844,-123.916,0.0
21.87,-123.78800000000001,0.0
21.895,-123.66,0.0
21.921,-123.53200000000001,0.0
21.946,-123.40299999999999,0.0
21.971,-123.275,0.0
21.997,-123.14699999999999,0.0
22.022,-123.018,0.0
22.047,-122.88999999999999,0.0
22.071,-122.761,0.0
22.096,-122.63300000000001,0.0
22.121,-122.50399999999999,0.0
22.145,-122.375,0.0
22.169,-122.24700000000001,0.0
22.194,-122.118,0.0
22.218,-121.989,0.0
22.242,-121.86000000000001,0.0
22.266,-121.731,0.0
22.289,-121.60300000000001,0.0
22.313,-121.47399999999999,0.0
22.337,-121.344,0.0
22.36,-121.215,0.0
22.383,-121.08600000000001,0.0
22.407,-120.957,0.0
22.43,-120.828,0.0
22.453,-120.69900000000001,0.0
22.476,-120.56899999999999,0.0
22.498,-120.44,0.0
22.521,-120.31,0.0
22.543,-120.18100000000001,0.0
22.566,-120.05099999999999,0.0
22.588,-119.922,0.0
22.61,-119.792,0.0
22.632,-119.66300000000001,0.0
22.654,-119.53299999999999,0.0
22.676,-119.40299999999999,0.0
22.698,-119.273,0.0
22.72,-119.143,0.0
22.741,-119.01400000000001,0.0
22.763,-118.88399999999999,0.0
22.784,-118.75399999999999,0.0
22.805,-118.624,0.0
22.826,-118.494,0.0
22.847,-118.363,0.0
22.868,-118.233,0.0
22.888,-118.10300000000001,0.0
22.909,-117.97300000000001,0.0
22.929,-117.84299999999999,0.0
22.95,-117.71199999999999,0.0
22.97,-117.582,0.0
22.99,-117.451,0.0
23.01,-117.321,0.0
23.03,-117.191,0.0
23.05,-117.06,0.0
23.07,-116.929,0.0
23.089,-116.799,0.0
23.109,-116.668,0.0
23.128,-116.537,0.0
23.147,-116.40700000000001,0.0
23.166,-116.27600000000001,0.0
23.185,-116.14500000000001,0.0
23.204,-116.01400000000001,0.0
23.223,-115.88300000000001,0.0
23.241,-115.75200000000001,0.0
23.26,-115.62100000000001,0.0
23.278,-115.49000000000001,0.0
23.297,-115.35900000000001,0.0
23.315,-115.22800000000001,0.0
23.333,-115.09700000000001,0.0
23.351,-114.96600000000001,0.0
23.368,-114.83500000000001,0.0
23.386,-114.70400000000001,0.0
23.404,-114.572,0.0
23.421,-114.441,0.0
23.439,-114.31,0.0
23.456,-114.178,0.0
23.473,-114.047,0.0
23.49,-113.91499999999999,0.0
23.507,-113.78399999999999,0.0
23.523,-113.65199999999999,0.0
23.54,-113.52099999999999,0.0
23.557,-113.38900000000001,0.0
23.573,-113.25800000000001,0.0
23.589,-113.126,0.0
23.606,-112.994,0.0
23.622,-112.862,0.0
23.637,-112.731,0.0
23.653,-112.59899999999999,0.0
23.669,-112.46700000000001,0.0
23.685,-112.33500000000001,0.0
23.7,-112.203,0.0
23.715,-112.071,0.0
23.731,-111.939,0.0
23.746,-111.80699999999999,0.0
23.761,-111.67500000000001,0.0
23.776,-111.543,0.0
23.79,-111.411,0.0
23.805,-111.279,0.0
23.82,-111.14699999999999,0.0
23.834,-111.01499999999999,0.0
23.848,-110.882,0.0
23.862,-110.75,0.0
23.877,-110.618,0.0
23.89,-110.48500000000001,0.0
23.904,-110.35300000000001,0.0
23.918,-110.221,0.0
23.932,-110.088,0.0
23.945,-109.95599999999999,0.0
23.958,-109.82300000000001,0.0
23.972,-109.691,0.0
23.985,-109.55799999999999,0.0
23.998,-109.42599999999999,0.0
24.011,-109.293,0.0
24.023,-109.161,0.0
24.036,-109.02799999999999,0.0
24.049,-108.89500000000001,0.0
24.061,-108.763,0.0
24.073,-108.63,0.0
24.085,-108.49700000000001,0.0
24.097,-108.36500000000001,0.0
24.109,-108.232,0.0
24.121,-108.09899999999999,0.0
24.133,-107.96600000000001,0.0
24.144,-107.833,0.0
24.156,-107.69999999999999,0.0
24.167,-107.56700000000001,0.0
24.178,-107.435,0.0
24.19,-107.30199999999999,0.0
24.201,-107.16900000000001,0.0
24.211,-107.036,0.0
24.222,-106.90299999999999,0.0
24.233,-106.77000000000001,0.0
24.243,-106.636,0.0
24.254,-106.50299999999999,0.0
24.264,-106.37,0.0
24.274,-106.237,0.0
24.284,-106.10400000000001,0.0
24.294,-105.971,0.0
24.304,-105.838,0.0
24.313,-105.70400000000001,0.0
24.323,-105.571,0.0
24.332,-105.43799999999999,0.0
24.342,-105.304,0.0
24.351,-105.17099999999999,0.0
24.36,-105.03800000000001,0.0
24.369,-104.905,0.0
24.378,-104.77099999999999,0.0
24.386,-104.638,0.0
24.395,-104.50399999999999,0.0
24.403,-104.37100000000001,0.0
24.412,-104.237,0.0
24.42,-104.10400000000001,0.0
24.428,-103.971,0.0
24.436,-103.83699999999999,0.0
24.444,-103.70400000000001,0.0
24.452,-103.57,0.0
24.459,-103.43599999999998,0.0
24.467,-103.303,0.0
24.474,-103.16899999999998,0.0
24.482,-103.036,0.0
24.489,-102.90199999999999,0.0
24.496,-102.76799999999997,0.0
24.503,-102.63499999999999,0.0
24.51,-102.50099999999998,0.0
24.516,-102.368,0.0
24.523,-102.23399999999998,0.0
24.529,-102.10000000000002,0.0
24.536,-101.96600000000001,0.0
24.542,-101.83300000000003,0.0
24.548,-101.69900000000001,0.0
24.554,-101.565,0.0
24.56,-101.43099999999998,0.0
24.565,-101.298,0.0
24.571,-101.16399999999999,0.0
24.576,-101.02999999999997,0.0
24.582,-100.89600000000002,0.0
24.587,-100.762,0.0
24.592,-100.62900000000002,0.0
24.597,-100.495,0.0
24.602,-100.36099999999999,0.0
24.607,-100.22699999999998,0.0
24.611,-100.09300000000002,0.0
24.616,-99.959,0.0
24.62,-99.82499999999999,0.0
24.625,-99.69099999999997,0.0
24.629,-99.55799999999999,0.0
24.633,-99.42399999999998,0.0
24.637,-99.29000000000002,0.0
24.64,-99.156,0.0
24.644,-99.02199999999999,0.0
24.648,-98.88799999999998,0.0
24.651,-98.75400000000002,0.0
24.654,-98.62,0.0
24.658,-98.48599999999999,0.0
24.661,-98.35199999999998,0.0
24.664,-98.21800000000002,0.0
24.666,-98.084,0.0
24.669,-97.94999999999999,0.0
24.672,-97.81599999999997,0.0
24.674,-97.68200000000002,0.0
24.677,-97.548,0.0
24.679,-97.41399999999999,0.0
24.681,-97.27999999999997,0.0
24.683,-97.14600000000002,0.0
24.685,-97.012,0.0
24.686,-96.87799999999999,0.0
24.688,-96.74400000000003,0.0
24.69,-96.61000000000001,0.0
24.691,-96.476,0.0
24.692,-96.34199999999998,0.0
24.693,-96.207,0.0
24.694,-96.07299999999998,0.0
24.695,-95.93900000000002,0.0
24.696,-95.805,0.0
24.697,-95.67099999999999,0.0
24.697,-95.53699999999998,0.0
24.698,-95.40300000000002,0.0
24.698,-95.269,0.0
24.698,-95.13499999999999,0.0
24.698,-95.00099999999998,0.0
24.698,-94.86700000000002,0.0
24.698,-94.733,0.0
24.698,-94.59899999999999,0.0
24.697,-94.46499999999997,0.0
24.697,-94.32999999999998,0.0
24.696,-94.19600000000003,0.0
24.695,-94.06200000000001,0.0
24.694,-93.928,0.0
24.693,-93.79399999999998,0.0
24.692,-93.66000000000003,0.0
24.691,-93.52600000000001,0.0
24.69,-93.392,0.0
24.688,-93.25799999999998,0.0
24.687,-93.12400000000002,0.0
24.685,-92.99000000000001,0.0
24.683,-92.856,0.0
24.681,-92.72199999999998,0.0
24.679,-92.58800000000002,0.0
24.677,-92.45400000000001,0.0
24.674,-92.32,0.0
24.672,-92.18599999999998,0.0
24.669,-92.05200000000002,0.0
24.666,-91.918,0.0
24.664,-91.78399999999999,0.0
24.661,-91.64999999999998,0.0
24.658,-91.51600000000002,0.0
24.654,-91.382,0.0
24.651,-91.24799999999999,0.0
24.648,-91.11399999999998,0.0
24.644,-90.98000000000002,0.0
24.64,-90.846,0.0
24.637,-90.71199999999999,0.0
24.633,-90.57799999999997,0.0
24.629,-90.44400000000002,0.0
24.625,-90.31,0.0
24.62,-90.17599999999999,0.0
24.616,-90.04199999999997,0.0
24.611,-89.90899999999999,0.0
24.607,-89.77499999999998,0.0
24.602,-89.64100000000002,0.0
24.597,-89.507,0.0
24.592,-89.37299999999999,0.0
24.587,-89.23899999999998,0.0
24.582,-89.10500000000002,0.0
24.576,-88.97199999999998,0.0
24.571,-88.83800000000002,0.0
24.565,-88.70400000000001,0.0
24.56,-88.57,0.0
24.554,-88.43599999999998,0.0
24.548,-88.303,0.0
24.542,-88.16899999999998,0.0
24.536,-88.03500000000003,0.0
24.529,-87.90199999999999,0.0
24.523,-87.76799999999997,0.0
24.516,-87.63400000000001,0.0
24.51,-87.5,0.0
24.503,-87.36700000000002,0.0
24.496,-87.233,0.0
24.489,-87.10000000000002,0.0
24.482,-86.96600000000001,0.0
24.474,-86.832,0.0
24.467,-86.69900000000001,0.0
24.46,-86.565,0.0
24.452,-86.43200000000002,0.0
24.444,-86.298,0.0
24.436,-86.16500000000002,0.0
24.428,-86.031,0.0
24.42,-85.89800000000002,0.0
24.412,-85.76400000000001,0.0
24.404,-85.63099999999997,0.0
24.395,-85.49700000000001,0.0
24.387,-85.36399999999998,0.0
24.378,-85.231,0.0
24.369,-85.09699999999998,0.0
24.36,-84.964,0.0
24.351,-84.82999999999998,0.0
24.342,-84.697,0.0
24.332,-84.56400000000002,0.0
24.323,-84.43099999999998,0.0
24.314,-84.29700000000003,0.0
24.304,-84.16399999999999,0.0
24.294,-84.031,0.0
24.284,-83.89800000000002,0.0
24.274,-83.76499999999999,0.0
24.264,-83.63099999999997,0.0
24.254,-83.49799999999999,0.0
24.243,-83.36500000000001,0.0
24.233,-83.23200000000003,0.0
24.222,-83.09899999999999,0.0
24.212,-82.96600000000001,0.0
24.201,-82.83300000000003,0.0
24.19,-82.69999999999999,0.0
24.179,-82.56700000000001,0.0
24.167,-82.43400000000003,0.0
24.156,-82.30099999999999,0.0
24.145,-82.168,0.0
24.133,-82.036,0.0
24.121,-81.90300000000002,0.0
24.11,-81.76999999999998,0.0
24.098,-81.637,0.0
24.086,-81.50400000000002,0.0
24.073,-81.37200000000001,0.0
24.061,-81.23899999999998,0.0
24.049,-81.106,0.0
24.036,-80.97399999999999,0.0
24.024,-80.84100000000001,0.0
24.011,-80.70800000000003,0.0
23.998,-80.57600000000002,0.0
23.985,-80.44299999999998,0.0
23.972,-80.31099999999998,0.0
23.959,-80.178,0.0
23.945,-80.04599999999999,0.0
23.932,-79.91300000000001,0.0
23.918,-79.781,0.0
23.904,-79.649,0.0
23.891,-79.51600000000002,0.0
23.877,-79.38400000000001,0.0
23.863,-79.25200000000001,0.0
23.848,-79.11900000000003,0.0
23.834,-78.98700000000002,0.0
23.82,-78.85500000000002,0.0
23.805,-78.72300000000001,0.0
23.791,-78.59100000000001,0.0
23.776,-78.459,0.0
23.761,-78.32600000000002,0.0
23.746,-78.19400000000002,0.0
23.731,-78.06200000000001,0.0
23.716,-77.93,0.0
23.7,-77.798,0.0
23.685,-77.66699999999997,0.0
23.669,-77.53500000000003,0.0
23.654,-77.40300000000002,0.0
23.638,-77.27100000000002,0.0
23.622,-77.13900000000001,0.0
23.606,-77.00799999999998,0.0
23.59,-76.87599999999998,0.0
23.573,-76.74400000000003,0.0
23.557,-76.613,0.0
23.54,-76.481,0.0
23.524,-76.34899999999999,0.0
23.507,-76.21800000000002,0.0
23.49,-76.08600000000001,0.0
23.473,-75.95499999999998,0.0
23.456,-75.82299999999998,0.0
23.439,-75.69200000000001,0.0
23.421,-75.56099999999998,0.0
23.404,-75.42899999999997,0.0
23.386,-75.298,0.0
23.369,-75.16699999999997,0.0
23.351,-75.036,0.0
23.333,-74.904,0.0
23.315,-74.77300000000002,0.0
23.297,-74.642,0.0
23.278,-74.51100000000002,0.0
23.26,-74.38,0.0
23.242,-74.24900000000002,0.0
23.223,-74.118,0.0
23.204,-73.98700000000002,0.0
23.185,-73.85700000000003,0.0
23.166,-73.726,0.0
23.147,-73.59500000000003,0.0
23.128,-73.464,0.0
23.109,-73.33300000000003,0.0
23.089,-73.20299999999997,0.0
23.07,-73.072,0.0
23.05,-72.94200000000001,0.0
23.03,-72.81099999999998,0.0
23.01,-72.68099999999998,0.0
22.99,-72.55000000000001,0.0
22.97,-72.42000000000002,0.0
22.95,-72.28899999999999,0.0
22.93,-72.15899999999999,0.0
22.909,-72.029,0.0
22.889,-71.899,0.0
22.868,-71.76799999999997,0.0
22.847,-71.63799999999998,0.0
22.826,-71.50799999999998,0.0
22.805,-71.37799999999999,0.0
22.784,-71.24799999999999,0.0
22.763,-71.118,0.0
22.741,-70.988,0.0
22.72,-70.858,0.0
22.698,-70.72800000000001,0.0
22.677,-70.59899999999999,0.0
22.655,-70.469,0.0
22.633,-70.339,0.0
22.611,-70.209,0.0
22.588,-70.07999999999998,0.0
22.566,-69.94999999999999,0.0
22.544,-69.82100000000003,0.0
22.521,-69.69099999999997,0.0
22.499,-69.56200000000001,0.0
22.476,-69.43200000000002,0.0
22.453,-69.303,0.0
22.43,-69.17399999999998,0.0
22.407,-69.04500000000002,0.0
22.384,-68.91500000000002,0.0
22.36,-68.786,0.0
22.337,-68.65699999999998,0.0
22.313,-68.52800000000002,0.0
22.29,-68.399,0.0
22.266,-68.26999999999998,0.0
22.242,-68.14100000000002,0.0
22.218,-68.012,0.0
21.619,-125.606,0.0
21.646,-125.47800000000001,0.0
21.673,-125.351,0.0
21.7,-125.22300000000001,0.0
21.727,-125.095,0.0
21.753,-124.96700000000001,0.0
21.78,-124.84,0.0
21.806,-124.71199999999999,0.0
21.833,-124.584,0.0
21.859,-124.45599999999999,0.0
21.885,-124.328,0.0
21.911,-124.19999999999999,0.0
21.937,-124.072,0.0
21.963,-123.94399999999999,0.0
21.989,-123.816,0.0
22.014,-123.68700000000001,0.0
22.04,-123.559,0.0
22.065,-123.43100000000001,0.0
22.09,-123.30199999999999,0.0
22.116,-123.174,0.0
22.141,-123.04499999999999,0.0
22.166,-122.917,0.0
22.19,-122.78800000000001,0.0
22.215,-122.65899999999999,0.0
22.24,-122.531,0.0
22.264,-122.40199999999999,0.0
22.289,-122.273,0.0
22.313,-122.144,0.0
