lat,lon,estimated_x1_reweighted_plus_measured_sig_report_days_per_year_grid_130_cropped_blurred
25.38,-115.436,0.0
25.398,-115.30199999999999,0.0
25.416,-115.16900000000001,0.0
25.434,-115.036,0.0
25.452,-114.90199999999999,0.0
25.47,-114.769,0.0
25.488,-114.63499999999999,0.0
25.505,-114.50200000000001,0.0
25.523,-114.368,0.0
25.54,-114.23500000000001,0.0
25.557,-114.101,0.0
25.574,-113.96700000000001,0.0
25.591,-113.833,0.0
25.608,-113.69999999999999,0.0
25.625,-113.566,0.0
25.641,-113.43199999999999,0.0
25.658,-113.298,0.0
25.674,-113.16399999999999,0.0
25.69,-113.03,0.0
25.706,-112.89599999999999,0.0
25.722,-112.762,0.0
25.738,-112.62799999999999,0.0
25.754,-112.494,0.0
25.769,-112.36000000000001,0.0
25.785,-112.226,0.0
25.8,-112.09200000000001,0.0
25.816,-111.957,0.0
25.831,-111.82300000000001,0.0
25.846,-111.689,0.0
25.861,-111.555,0.0
25.875,-111.41999999999999,0.0
25.89,-111.286,0.0
25.905,-111.15100000000001,0.0
25.919,-111.017,0.0
25.933,-110.882,0.0
25.947,-110.74799999999999,0.0
25.961,-110.613,0.0
25.975,-110.47900000000001,0.0
25.989,-110.344,0.0
26.003,-110.21000000000001,0.0
26.016,-110.07499999999999,0.0
26.03,-109.94,0.0
26.043,-109.805,0.0
26.056,-109.67099999999999,0.0
26.07,-109.536,0.0
26.083,-109.40100000000001,0.0
26.095,-109.26599999999999,0.0
26.108,-109.131,0.0
26.121,-108.99600000000001,0.0
26.133,-108.862,0.0
26.146,-108.727,0.0
26.158,-108.59200000000001,0.0
26.17,-108.457,0.0
26.182,-108.322,0.0
26.194,-108.186,0.0
26.206,-108.05099999999999,0.0
26.217,-107.916,0.0
26.229,-107.781,0.0
26.24,-107.64599999999999,0.0
26.251,-107.511,0.0
26.263,-107.376,0.0
26.274,-107.24000000000001,0.0
26.285,-107.10499999999999,0.0
26.295,-106.97,0.0
26.306,-106.834,0.0
26.317,-106.69900000000001,0.0
26.327,-106.564,0.0
26.337,-106.428,0.0
26.348,-106.293,0.0
26.358,-106.15700000000001,0.0
26.368,-106.02199999999999,0.0
26.377,-105.887,0.0
26.387,-105.751,0.0
26.397,-105.61600000000001,0.0
26.406,-105.47999999999999,0.0
26.416,-105.344,0.0
26.425,-105.209,0.0
26.434,-105.07300000000001,0.0
26.443,-104.93799999999999,0.0
26.452,-104.80199999999999,0.0
26.46,-104.666,0.0
26.469,-104.531,0.0
26.478,-104.39500000000001,0.0
26.486,-104.25899999999999,0.0
26.494,-104.12299999999999,0.0
26.502,-103.988,0.0
26.51,-103.85199999999998,0.0
26.518,-103.71600000000001,0.0
26.526,-103.57999999999998,0.0
26.534,-103.445,0.0
26.541,-103.30900000000003,0.0
26.548,-103.173,0.0
26.556,-103.03699999999998,0.0
26.563,-102.90100000000001,0.0
26.57,-102.76499999999999,0.0
26.577,-102.62900000000002,0.0
26.584,-102.493,0.0
26.59,-102.35700000000003,0.0
26.597,-102.221,0.0
26.603,-102.08499999999998,0.0
26.61,-101.94900000000001,0.0
26.616,-101.81299999999999,0.0
26.622,-101.67700000000002,0.0
26.628,-101.541,0.0
26.634,-101.40499999999997,0.0
26.639,-101.269,0.0
26.645,-101.13299999999998,0.0
26.65,-100.99700000000001,0.0
26.656,-100.86099999999999,0.0
26.661,-100.72500000000002,0.0
26.666,-100.589,0.0
26.671,-100.452,0.15340299904174742
26.676,-100.31599999999997,0.06186781192951304
26.68,-100.18,0.05366802820460348
26.685,-100.04399999999998,0.04803518553481398
26.689,-99.90800000000002,0.04369923951604589
26.694,-99.77199999999999,0.03969192097618497
26.698,-99.63499999999999,0.03558925006875618
26.702,-99.49900000000002,0.031391564742170884
26.706,-99.363,0.027063167370143547
26.71,-99.22699999999998,0.022693848598716686
26.714,-99.09100000000001,0.018612847148414925
26.717,-98.95400000000001,0.015628883107720502
26.721,-98.81799999999998,0.01542279006725742
26.724,-98.68200000000002,0.019742366542064037
26.727,-98.54599999999999,0.0291394481683026
26.73,-98.40899999999999,0.04176710580238038
26.733,-98.27300000000002,0.05378784997849115
26.736,-98.137,0.06212183398868172
26.739,-98.0,0.06540944937929999
26.742,-97.86399999999998,0.06405712220817103
26.744,-97.72800000000001,0.060016713756128354
26.747,-97.59100000000001,0.05487305362226741
26.749,-97.45499999999998,0.05040177749177788
26.751,-97.31900000000002,0.04673234480071315
26.753,-97.18299999999999,0.04363326963334038
26.755,-97.04599999999999,0.040731246403262665
26.757,-96.91000000000003,0.037854012267489
26.758,-96.77300000000002,0.03503332770395357
26.76,-96.637,0.03218620110195318
26.761,-96.50099999999998,0.029535887845246002
26.763,-96.36399999999998,0.01894804157012908
26.764,-96.22800000000001,0.5789576766707125
26.765,-96.09199999999998,0.0
26.766,-95.95499999999998,0.0
26.767,-95.81900000000002,0.0
26.767,-95.68299999999999,0.0
26.768,-95.54599999999999,0.0
26.768,-95.41000000000003,0.0
26.769,-95.274,0.0
26.769,-95.137,0.0
26.769,-95.00099999999998,0.0
26.769,-94.86399999999998,0.0
26.769,-94.72800000000001,0.0
26.768,-94.59199999999998,0.0
26.768,-94.45499999999998,0.0
26.767,-94.31900000000002,0.0
26.767,-94.18299999999999,0.0
26.766,-94.04599999999999,0.0
26.765,-93.91000000000003,0.0
26.764,-93.774,0.0
26.763,-93.637,0.0
26.761,-93.50099999999998,0.0
26.76,-93.36500000000001,0.0
26.758,-93.22800000000001,0.0
26.757,-93.09199999999998,0.0
26.755,-92.95600000000002,0.0
26.753,-92.81900000000002,0.0
26.751,-92.68299999999999,0.0
26.749,-92.54700000000003,0.0
26.747,-92.41000000000003,0.0
26.744,-92.274,0.0
26.742,-92.13799999999998,0.0
26.739,-92.00099999999998,0.0
26.736,-91.86500000000001,0.0
26.734,-91.72899999999998,0.0
26.731,-91.59199999999998,0.0
26.727,-91.45600000000002,0.0
26.724,-91.32,0.0
26.721,-91.18400000000003,0.0
26.717,-91.04700000000003,0.0
26.714,-90.911,0.0
26.71,-90.77499999999998,0.0
26.706,-90.63900000000001,0.0
26.702,-90.50200000000001,0.0
26.698,-90.36599999999999,0.0
26.694,-90.23000000000002,0.0
26.689,-90.094,0.0
26.685,-89.95800000000003,0.0
26.68,-89.822,0.0
26.676,-89.685,0.0
26.671,-89.54899999999998,0.0
26.666,-89.41300000000001,0.0
26.661,-89.27699999999999,0.0
26.656,-89.14100000000002,0.0
26.65,-89.005,0.0
26.645,-88.86900000000003,0.0
26.639,-88.733,0.0
26.634,-88.596,0.0
26.628,-88.45999999999998,0.0
26.622,-88.32400000000001,0.0
26.616,-88.18799999999999,0.0
26.61,-88.05200000000002,0.0
26.603,-87.916,0.0
26.597,-87.77999999999997,0.0
26.59,-87.644,0.0
26.584,-87.50799999999998,0.0
26.577,-87.37299999999999,0.0
26.57,-87.23700000000002,0.0
26.563,-87.101,0.0
26.556,-86.96499999999997,0.0
26.549,-86.82900000000001,0.0
26.541,-86.69299999999998,0.0
26.534,-86.55700000000002,0.0
26.526,-86.42099999999999,0.0
26.518,-86.286,0.0
26.51,-86.14999999999998,0.0
26.502,-86.01400000000001,0.0
26.494,-85.87799999999999,0.0
26.486,-85.74200000000002,0.0
26.478,-85.60700000000003,0.0
26.469,-85.471,0.0
26.461,-85.33499999999998,0.0
26.452,-85.19999999999999,0.0
26.443,-85.06400000000002,0.0
26.434,-84.928,0.0
26.425,-84.793,0.0
26.416,-84.65699999999998,0.0
26.406,-84.52199999999999,0.0
26.397,-84.38600000000002,0.0
26.387,-84.25099999999998,0.0
26.378,-84.11500000000001,0.0
26.368,-83.98000000000002,0.0
26.358,-83.844,0.0
26.348,-83.709,0.0
26.338,-83.57299999999998,0.0
26.327,-83.43799999999999,0.0
26.317,-83.303,0.0
26.306,-83.16699999999997,0.0
26.296,-83.03199999999998,0.0048152003801099465
26.285,-82.89699999999999,0.012141184690217152
26.274,-82.76100000000002,0.025579957310425804
26.263,-82.62599999999998,0.040836066088606196
26.252,-82.49099999999999,0.06030333169663279
26.24,-82.356,0.08413833652988055
26.229,-82.221,0.10844381290830886
26.217,-82.08499999999998,0.12860487017204716
26.206,-81.94999999999999,0.13978601713907582
26.194,-81.815,0.14082522536156145
26.182,-81.68,0.13143340188066088
26.17,-81.54500000000002,0.11251796111505251
26.158,-81.41000000000003,0.08670349867010581
26.146,-81.27499999999998,0.0589610428493612
26.133,-81.13999999999999,0.03489401820981796
26.121,-81.005,0.018128733911624288
26.108,-80.87,0.008946159237296233
26.096,-80.73500000000001,0.005774766516484849
26.083,-80.601,0.006339487423475846
26.07,-80.46600000000001,0.00868263552113879
26.057,-80.33100000000002,0.011412939158794292
26.043,-80.19600000000003,0.01381464658417264
26.03,-80.06200000000001,0.015664454869103426
26.017,-79.92700000000002,0.01702901686782328
26.003,-79.79199999999997,0.018003075789866933
25.989,-79.65800000000002,0.018698176692984427
25.976,-79.52300000000002,0.01922571613906034
25.962,-79.38799999999998,0.019709055369205117
25.948,-79.25400000000002,0.02048399763737466
25.933,-79.11900000000003,0.0
25.919,-78.98500000000001,0.0
25.905,-78.85000000000002,0.0
25.89,-78.71600000000001,0.0
25.876,-78.582,0.0
25.861,-78.447,0.0
25.846,-78.31299999999999,0.0
25.831,-78.17899999999997,0.0
25.816,-78.04399999999998,0.0
25.8,-77.91000000000003,0.0
25.785,-77.77600000000001,0.0
25.77,-77.642,0.0
25.754,-77.50799999999998,0.0
25.738,-77.37299999999999,0.0
25.722,-77.23899999999998,0.0
25.706,-77.10500000000002,0.0
25.69,-76.971,0.0
25.674,-76.83699999999999,0.0
25.658,-76.70400000000001,0.0
25.641,-76.57,0.0
25.625,-76.43599999999998,0.0
25.608,-76.30200000000002,0.0
25.591,-76.168,0.0
25.574,-76.03500000000003,0.0
25.557,-75.90100000000001,0.0
25.54,-75.767,0.0
25.523,-75.63400000000001,0.0
25.505,-75.5,0.0
25.488,-75.36599999999999,0.0
25.47,-75.233,0.0
25.453,-75.09899999999999,0.0
25.435,-74.96600000000001,0.0
25.417,-74.83300000000003,0.0
25.399,-74.69900000000001,0.0
25.38,-74.56599999999997,0.0
25.362,-74.43299999999999,0.0
25.344,-74.29899999999998,0.0
25.325,-74.166,0.0
25.306,-74.03300000000002,0.0
25.287,-73.89999999999998,0.0
25.268,-73.767,0.0
25.249,-73.63400000000001,0.0
25.23,-73.50099999999998,0.0
25.211,-73.368,0.0
25.192,-73.23500000000001,0.0
25.172,-73.10199999999998,0.0
25.152,-72.969,0.0
25.133,-72.83699999999999,0.0
25.113,-72.70400000000001,0.0
25.093,-72.57100000000003,0.0
25.073,-72.43900000000002,0.0
25.052,-72.30599999999998,0.0
25.032,-72.173,0.0
25.012,-72.041,0.0
24.991,-71.90800000000002,0.0
24.97,-71.77600000000001,0.0
24.949,-71.644,0.0
24.928,-71.51100000000002,0.0
24.907,-71.37900000000002,0.0
24.886,-71.24700000000001,0.0
24.865,-71.11500000000001,0.0
24.844,-70.98200000000003,0.0
24.822,-70.85000000000002,0.0
24.8,-70.71800000000002,0.0
24.779,-70.58600000000001,0.0
24.757,-70.45400000000001,0.0
24.735,-70.322,0.0
24.713,-70.19099999999997,0.0
24.69,-70.05900000000003,0.0
24.668,-69.92700000000002,0.0
24.646,-69.79500000000002,0.0
24.623,-69.66300000000001,0.0
24.6,-69.53199999999998,0.0
24.578,-69.39999999999998,0.0
24.555,-69.269,0.0
24.532,-69.137,0.0
24.508,-69.00599999999997,0.0
24.485,-68.87400000000002,0.0
24.462,-68.743,0.0
24.438,-68.61200000000002,0.0
24.415,-68.481,0.0
24.391,-68.34899999999999,0.0
24.367,-68.21800000000002,0.0
24.343,-68.08699999999999,0.0
24.319,-67.95600000000002,0.0
24.295,-67.82499999999999,0.0
24.271,-67.69400000000002,0.0
24.246,-67.56299999999999,0.0
23.634,-126.11099999999999,0.0
23.662,-125.982,0.0
23.689,-125.852,0.0
23.717,-125.72300000000001,0.0
23.744,-125.59299999999999,0.0
23.771,-125.463,0.0
23.798,-125.334,0.0
23.825,-125.20400000000001,0.0
23.852,-125.07400000000001,0.0
23.879,-124.94399999999999,0.0
23.905,-124.814,0.0
23.932,-124.684,0.0
23.958,-124.554,0.0
23.985,-124.424,0.0
24.011,-124.29400000000001,0.0
24.037,-124.16300000000001,0.0
24.063,-124.03299999999999,0.0
24.089,-123.90299999999999,0.0
24.114,-123.77199999999999,0.0
24.14,-123.642,0.0
24.165,-123.511,0.0
24.191,-123.381,0.0
24.216,-123.25,0.0
24.241,-123.119,0.0
24.266,-122.989,0.0
24.291,-122.858,0.0
24.316,-122.727,0.0
24.341,-122.596,0.0
24.365,-122.465,0.0
24.39,-122.334,0.0
24.414,-122.203,0.0
24.438,-122.072,0.0
24.462,-121.941,0.0
24.486,-121.81,0.0
24.51,-121.678,0.0
24.534,-121.547,0.0
24.557,-121.416,0.0
24.581,-121.28399999999999,0.0
24.604,-121.15299999999999,0.0
24.628,-121.02099999999999,0.0
24.651,-120.88999999999999,0.0
24.674,-120.75800000000001,0.0
24.697,-120.62700000000001,0.0
24.72,-120.495,0.0
24.742,-120.363,0.0
24.765,-120.231,0.0
24.788,-120.09899999999999,0.0
24.81,-119.96799999999999,0.0
24.832,-119.83600000000001,0.0
24.854,-119.70400000000001,0.0
24.876,-119.572,0.0
24.898,-119.439,0.0
24.92,-119.30699999999999,0.0
24.942,-119.17500000000001,0.0
24.963,-119.043,0.0
24.985,-118.911,0.0
25.006,-118.77799999999999,0.0
25.027,-118.64599999999999,0.0
25.048,-118.51400000000001,0.0
25.069,-118.381,0.0
25.09,-118.249,0.0
25.111,-118.11600000000001,0.0
25.131,-117.983,0.0
25.152,-117.851,0.0
25.172,-117.71799999999999,0.0
25.192,-117.58500000000001,0.0
25.213,-117.453,0.0
25.233,-117.32,0.0
25.253,-117.18700000000001,0.0
25.272,-117.054,0.0
25.292,-116.92099999999999,0.0
25.312,-116.78800000000001,0.0
25.331,-116.655,0.0
25.35,-116.52199999999999,0.0
25.369,-116.38900000000001,0.0
25.389,-116.256,0.0
25.408,-116.12299999999999,0.0
25.426,-115.989,0.0
25.445,-115.856,0.0
25.464,-115.72300000000001,0.0
25.482,-115.589,0.0
25.501,-115.45599999999999,0.0
25.519,-115.32300000000001,0.0
25.537,-115.189,0.0
25.555,-115.05600000000001,0.0
25.573,-114.922,0.0
25.591,-114.78800000000001,0.0
25.608,-114.655,0.0
25.626,-114.52099999999999,0.0
25.643,-114.387,0.0
25.661,-114.25399999999999,0.0
25.678,-114.12,0.0
25.695,-113.98599999999999,0.0
25.712,-113.852,0.0
25.729,-113.71799999999999,0.0
25.745,-113.584,0.0
25.762,-113.44999999999999,0.0
25.778,-113.316,0.0
25.795,-113.18199999999999,0.0
25.811,-113.048,0.0
25.827,-112.91399999999999,0.0
25.843,-112.78,0.0
25.859,-112.64599999999999,0.0
25.875,-112.512,0.0
25.89,-112.37700000000001,0.0
25.906,-112.243,0.0
25.921,-112.10900000000001,0.0
25.936,-111.97399999999999,0.0
25.951,-111.84,0.0
25.967,-111.70599999999999,0.0
25.981,-111.571,0.0
25.996,-111.43700000000001,0.0
26.011,-111.30199999999999,0.0
26.025,-111.167,0.0
26.04,-111.03299999999999,0.0
26.054,-110.898,0.0
26.068,-110.76400000000001,0.0
26.082,-110.62899999999999,0.0
26.096,-110.494,0.0
26.11,-110.35900000000001,0.0
26.124,-110.225,0.0
26.138,-110.09,0.0
26.151,-109.95500000000001,0.0
26.164,-109.82,0.0
26.178,-109.685,0.0
26.191,-109.55000000000001,0.0
26.204,-109.41499999999999,0.0
26.217,-109.28,0.0
26.229,-109.14500000000001,0.0
26.242,-109.00999999999999,0.0
26.254,-108.875,0.0
26.267,-108.74000000000001,0.0
26.279,-108.60499999999999,0.0
26.291,-108.47,0.0
26.303,-108.33500000000001,0.0
26.315,-108.19999999999999,0.0
26.327,-108.064,0.0
26.339,-107.929,0.0
26.35,-107.79400000000001,0.0
26.361,-107.65899999999999,0.0
26.373,-107.523,0.0
26.384,-107.388,0.0
26.395,-107.25299999999999,0.0
26.406,-107.11699999999999,0.0
26.417,-106.982,0.0
26.427,-106.846,0.0
26.438,-106.71100000000001,0.0
26.448,-106.57499999999999,0.0
26.459,-106.44,0.0
26.469,-106.304,0.0
26.479,-106.16900000000001,0.0
26.489,-106.03299999999999,0.0
26.499,-105.89699999999999,0.0
26.509,-105.762,0.0
26.518,-105.626,0.0
26.528,-105.49100000000001,0.0
26.537,-105.35499999999999,0.0
26.546,-105.219,0.0
26.555,-105.083,0.0
26.564,-104.94800000000001,0.0
26.573,-104.81200000000001,0.0
26.582,-104.67599999999999,0.0
26.591,-104.53999999999999,0.0
26.599,-104.404,0.0
26.607,-104.269,0.0
26.616,-104.13300000000001,0.0
26.624,-103.99700000000001,0.0
26.632,-103.86099999999999,0.0
26.64,-103.72500000000002,0.0
26.647,-103.589,0.0
26.655,-103.45299999999997,0.0
26.663,-103.31700000000001,0.0
26.67,-103.18099999999998,0.0
26.677,-103.04500000000002,0.0
26.684,-102.90899999999999,0.0
26.692,-102.77300000000002,0.0
26.698,-102.637,0.0
26.705,-102.50099999999998,0.0
26.712,-102.36500000000001,0.0
26.718,-102.22899999999998,0.0
26.725,-102.09199999999998,0.0
26.731,-101.95600000000002,0.0
26.737,-101.82,0.0
26.743,-101.68400000000003,0.0
26.749,-101.548,0.0
26.755,-101.41199999999998,0.0
26.761,-101.27499999999998,0.0
26.766,-101.13900000000001,0.0
26.772,-101.00299999999999,0.0
26.777,-100.86700000000002,0.0
26.782,-100.731,0.0
26.788,-100.594,0.130676627111249
26.792,-100.45800000000003,0.15176667058817572
26.797,-100.322,0.07896980457523704
26.802,-100.185,0.06782409872231411
26.807,-100.04899999999998,0.06052361725944206
26.811,-99.91300000000001,0.05450696517137219
26.815,-99.77600000000001,0.04896063463290324
26.82,-99.63999999999999,0.04377275618037484
26.824,-99.50400000000002,0.038539998007924764
26.828,-99.36700000000002,0.03322169201823205
26.832,-99.231,0.02792060862163494
26.835,-99.09500000000003,0.022795449766508612
26.839,-98.95800000000003,0.018548616282097283
26.842,-98.822,0.016454043966404475
26.846,-98.685,0.018075407282306354
26.849,-98.54899999999998,0.024002043271900315
26.852,-98.41300000000001,0.03281458618044076
26.855,-98.27600000000001,0.04150101986604658
26.858,-98.13999999999999,0.04698540708549451
26.861,-98.00299999999999,0.04803931910265608
26.863,-97.86700000000002,0.045396650208945906
26.866,-97.731,0.04066514234993657
26.868,-97.594,0.03593878025049778
26.871,-97.45800000000003,0.03216694703296578
26.873,-97.32100000000003,0.029800664087283296
26.875,-97.185,0.028593106644959797
26.877,-97.048,0.028295041085325545
26.878,-96.91199999999998,0.028816015400723444
26.88,-96.77499999999998,0.03021618599713923
26.882,-96.63900000000001,0.03291054584455203
26.883,-96.50200000000001,0.03833591109435117
26.884,-96.36599999999999,0.05158192709488543
26.886,-96.22899999999998,0.5789576768548393
26.887,-96.09300000000002,0.0
26.888,-95.95600000000002,0.0
26.888,-95.82,0.0
26.889,-95.68299999999999,0.0
26.89,-95.54700000000003,0.0
26.89,-95.41000000000003,0.0
26.89,-95.274,0.0
26.89,-95.137,0.0
26.891,-95.00099999999998,0.0
26.89,-94.86399999999998,0.0
26.89,-94.72800000000001,0.0
26.89,-94.59100000000001,0.0
26.89,-94.45499999999998,0.0
26.889,-94.31799999999998,0.0
26.888,-94.18200000000002,0.0
26.888,-94.04500000000002,0.0
26.887,-93.90899999999999,0.0
26.886,-93.77199999999999,0.0
26.884,-93.63600000000002,0.0
26.883,-93.49900000000002,0.0
26.882,-93.363,0.0
26.88,-93.226,0.0
26.879,-93.08999999999997,0.0
26.877,-92.95299999999997,0.0
26.875,-92.81700000000001,0.0
26.873,-92.68099999999998,0.0
26.871,-92.54399999999998,0.0
26.868,-92.40800000000002,0.0
26.866,-92.27100000000002,0.0
26.864,-92.13499999999999,0.0
26.861,-91.99799999999999,0.0
26.858,-91.86200000000002,0.0
26.855,-91.72500000000002,0.0
26.852,-91.589,0.0
26.849,-91.45299999999997,0.0
26.846,-91.31599999999997,0.0
26.843,-91.18,0.0
26.839,-91.043,0.0
26.835,-90.90699999999998,0.0
26.832,-90.77100000000002,0.0
26.828,-90.63400000000001,0.0
26.824,-90.49799999999999,0.0
26.82,-90.36200000000002,0.0
26.815,-90.22500000000002,0.0
26.811,-90.089,0.0
26.807,-89.95299999999997,0.0
26.802,-89.81599999999997,0.0
26.797,-89.68,0.0
26.793,-89.54399999999998,0.0
26.788,-89.40699999999998,0.0
26.782,-89.27100000000002,0.0
26.777,-89.13499999999999,0.0
26.772,-88.99900000000002,0.0
26.767,-88.86200000000002,0.0
26.761,-88.726,0.0
26.755,-88.58999999999997,0.0
26.749,-88.45400000000001,0.0
26.743,-88.31799999999998,0.0
26.737,-88.18200000000002,0.0
26.731,-88.04500000000002,0.0
26.725,-87.90899999999999,0.0
26.719,-87.77300000000002,0.0
26.712,-87.637,0.0
26.705,-87.50099999999998,0.0
26.699,-87.36500000000001,0.0
26.692,-87.22899999999998,0.0
26.685,-87.09300000000002,0.0
26.677,-86.957,0.0
26.67,-86.82100000000003,0.0
26.663,-86.685,0.0
26.655,-86.54899999999998,0.0
26.648,-86.41300000000001,0.0
26.64,-86.27699999999999,0.0
26.632,-86.14100000000002,0.0
26.624,-86.005,0.0
26.616,-85.86900000000003,0.0
26.607,-85.733,0.0
26.599,-85.59699999999998,0.0
26.591,-85.46199999999999,0.0
26.582,-85.32600000000002,0.0
26.573,-85.19,0.0
26.564,-85.05399999999997,0.0
26.555,-84.918,0.0
26.546,-84.78300000000002,0.0
26.537,-84.64699999999999,0.0
26.528,-84.51100000000002,0.0
26.518,-84.37599999999998,0.0
26.509,-84.24000000000001,0.0
26.499,-84.10399999999998,0.0
26.489,-83.969,0.0
26.479,-83.83300000000003,0.0
26.469,-83.697,0.0
26.459,-83.56200000000001,0.0
26.449,-83.42599999999999,0.0
26.438,-83.291,0.0
26.428,-83.15499999999997,0.0
26.417,-83.01999999999998,0.0027301635563512683
26.406,-82.88499999999999,0.007582104035461107
26.395,-82.74900000000002,0.015991792643911693
26.384,-82.61399999999998,0.02648411873700587
26.373,-82.47800000000001,0.04109674225815788
26.362,-82.34300000000002,0.060124868008883
26.35,-82.20800000000003,0.082133129724296
26.339,-82.07299999999998,0.10266040772867653
26.327,-81.93700000000001,0.11753733534965356
26.315,-81.80200000000002,0.12325074353004468
26.303,-81.66699999999997,0.11902623819290808
26.291,-81.53199999999998,0.10555593375930576
26.279,-81.39699999999999,0.08499845569414544
26.267,-81.26100000000002,0.06102188341502344
26.255,-81.12599999999998,0.03869365434393582
26.242,-80.99099999999999,0.021519200397776626
26.229,-80.856,0.011077639613269845
26.217,-80.721,0.006778476524189108
26.204,-80.58600000000001,0.006729026823064933
26.191,-80.45100000000002,0.008842496073262675
26.178,-80.31599999999997,0.01151082991295166
26.164,-80.18099999999998,0.01388805658154063
26.151,-80.04700000000003,0.015699248300383575
26.138,-79.91199999999998,0.017011953931736892
26.124,-79.77699999999999,0.017932739855111145
26.11,-79.642,0.018581327044368785
26.097,-79.507,0.019060401872305587
26.083,-79.37299999999999,0.019495481864504054
26.069,-79.238,0.02016161372839777
26.054,-79.10300000000001,0.0
26.04,-78.969,0.0
26.026,-78.834,0.0
26.011,-78.69999999999999,0.0
25.996,-78.565,0.0
25.982,-78.43099999999998,0.0
25.967,-78.29599999999999,0.0
25.952,-78.16199999999998,0.0
25.937,-78.02699999999999,0.0
25.921,-77.89299999999997,0.0
25.906,-77.75900000000001,0.0
25.89,-77.62400000000002,0.0
25.875,-77.49000000000001,0.0
25.859,-77.356,0.0
25.843,-77.22199999999998,0.0
25.827,-77.08800000000002,0.0
25.811,-76.95299999999997,0.0
25.795,-76.81900000000002,0.0
25.778,-76.685,0.0
25.762,-76.55099999999999,0.0
25.745,-76.41699999999997,0.0
25.729,-76.28300000000002,0.0
25.712,-76.14999999999998,0.0
25.695,-76.01600000000002,0.0
25.678,-75.882,0.0
25.661,-75.74799999999999,0.0
25.643,-75.61399999999998,0.0
25.626,-75.481,0.0
25.608,-75.34699999999998,0.0
25.591,-75.21300000000002,0.0
25.573,-75.07999999999998,0.0
25.555,-74.94600000000003,0.0
25.537,-74.81299999999999,0.0
25.519,-74.67899999999997,0.0
25.501,-74.54599999999999,0.0
25.482,-74.41199999999998,0.0
25.464,-74.279,0.0
25.445,-74.14600000000002,0.0
25.427,-74.012,0.0
25.408,-73.87900000000002,0.0
25.389,-73.74599999999998,0.0
25.37,-73.613,0.0
25.351,-73.48000000000002,0.0
25.331,-73.34699999999998,0.0
25.312,-73.214,0.0
25.292,-73.08100000000002,0.0
25.273,-72.94799999999998,0.0
25.253,-72.815,0.0
25.233,-72.68200000000002,0.0
25.213,-72.54899999999998,0.0
25.193,-72.416,0.0
25.172,-72.28399999999999,0.0
25.152,-72.15100000000001,0.0
25.132,-72.01799999999997,0.0
25.111,-71.88600000000002,0.0
25.09,-71.75299999999999,0.0
25.069,-71.62099999999998,0.0
25.048,-71.488,0.0
25.027,-71.356,0.0
25.006,-71.22300000000001,0.0
24.985,-71.09100000000001,0.0
24.963,-70.959,0.0
24.942,-70.827,0.0
24.92,-70.69400000000002,0.0
24.898,-70.56200000000001,0.0
24.877,-70.43,0.0
24.855,-70.298,0.0
24.832,-70.166,0.0
24.81,-70.03399999999999,0.0
24.788,-69.90199999999999,0.0
24.765,-69.76999999999998,0.0
24.743,-69.63900000000001,0.0
24.72,-69.507,0.0
24.697,-69.375,0.0
24.674,-69.243,0.0
24.651,-69.11200000000002,0.0
24.628,-68.98000000000002,0.0
24.605,-68.84899999999999,0.0
24.581,-68.71699999999998,0.0
24.558,-68.58600000000001,0.0
24.534,-68.45499999999998,0.0
24.51,-68.32299999999998,0.0
24.487,-68.19200000000001,0.0
24.463,-68.06099999999998,0.0
24.438,-67.93,0.0
24.414,-67.79899999999998,0.0
24.39,-67.66699999999997,0.0
24.365,-67.536,0.0
23.753,-126.142,0.0
23.78,-126.012,0.0
23.808,-125.882,0.0
23.835,-125.75299999999999,0.0
23.863,-125.62299999999999,0.0
23.89,-125.493,0.0
23.917,-125.363,0.0
23.944,-125.233,0.0
23.971,-125.10300000000001,0.0
23.998,-124.97300000000001,0.0
24.024,-124.84299999999999,0.0
24.051,-124.713,0.0
24.077,-124.583,0.0
24.104,-124.453,0.0
24.13,-124.322,0.0
24.156,-124.19200000000001,0.0
24.182,-124.061,0.0
24.208,-123.93100000000001,0.0
24.233,-123.80000000000001,0.0
24.259,-123.66999999999999,0.0
24.285,-123.53899999999999,0.0
24.31,-123.40899999999999,0.0
24.335,-123.27799999999999,0.0
24.36,-123.14699999999999,0.0
24.385,-123.01599999999999,0.0
24.41,-122.88499999999999,0.0
24.435,-122.75399999999999,0.0
24.46,-122.62299999999999,0.0
24.484,-122.49199999999999,0.0
24.509,-122.36099999999999,0.0
24.533,-122.22999999999999,0.0
24.558,-122.09899999999999,0.0
24.582,-121.96700000000001,0.0
24.606,-121.83600000000001,0.0
24.63,-121.70500000000001,0.0
24.653,-121.57300000000001,0.0
24.677,-121.44200000000001,0.0
24.701,-121.31,0.0
24.724,-121.179,0.0
24.747,-121.047,0.0
24.77,-120.91499999999999,0.0
24.794,-120.78399999999999,0.0
24.817,-120.65199999999999,0.0
24.839,-120.52000000000001,0.0
24.862,-120.388,0.0
24.885,-120.256,0.0
24.907,-120.124,0.0
24.93,-119.99199999999999,0.0
24.952,-119.86000000000001,0.0
24.974,-119.72800000000001,0.0
24.996,-119.596,0.0
25.018,-119.464,0.0
25.04,-119.33099999999999,0.0
25.062,-119.19900000000001,0.0
25.083,-119.06700000000001,0.0
25.105,-118.934,0.0
25.126,-118.80199999999999,0.0
