lat,lon,estimated_edwards_adjusted_report_hours_per_year_grid_130_cropped_blurred
32.105,-93.71699999999998,0.970378868576171
32.104,-93.57400000000001,1.0246367046146156
32.102,-93.43200000000002,0.9763371704183496
32.101,-93.28899999999999,0.8985219933654973
32.099,-93.14600000000002,0.8514178847112404
32.098,-93.00400000000002,0.8399827040801645
32.096,-92.86099999999999,0.666590752392666
32.094,-92.71800000000002,0.5774278231817218
32.092,-92.57600000000002,0.5852087084281087
32.089,-92.43299999999999,0.5977337046632579
32.087,-92.29000000000002,0.6091595599496726
32.085,-92.14800000000002,0.9069766875280936
32.082,-92.005,1.329298368167444
32.079,-91.863,1.4382195758183183
32.076,-91.72000000000003,1.4757515562663588
32.073,-91.577,1.46203562452513
32.07,-91.435,1.546942491432429
32.067,-91.29199999999997,1.4975346214891778
32.064,-91.14999999999998,1.5024739830111522
32.06,-91.007,1.7785346850725203
32.057,-90.86399999999998,1.849685171464213
32.053,-90.72199999999998,1.8911853342111247
32.049,-90.57900000000001,2.0181217901645265
32.045,-90.43700000000001,2.069844791092606
32.041,-90.29399999999998,2.0829097234014733
32.037,-90.15199999999999,2.0066860234105177
32.032,-90.00900000000001,1.9585819936803106
32.028,-89.86700000000002,2.073150486048672
32.023,-89.72399999999999,1.9954294533805672
32.018,-89.582,2.033117067968197
32.013,-89.44,1.9749096446600716
32.008,-89.29700000000003,1.88618982572046
32.003,-89.15499999999997,1.747490350034019
31.998,-89.012,1.6006466711606524
31.993,-88.87,1.102436942827539
31.987,-88.72800000000001,0.7795517109273854
31.981,-88.58499999999998,0.5255820528053418
31.976,-88.44299999999998,0.4375205891553608
31.97,-88.30000000000001,0.3033862098597482
31.964,-88.15800000000002,0.13985949334144995
31.957,-88.01600000000002,0.06792956210817816
31.951,-87.87400000000002,0.029672460750708805
31.945,-87.731,0.02406398106507145
31.938,-87.589,0.060615369541905315
31.932,-87.447,0.1353514272672245
31.925,-87.305,0.1266280272675826
31.918,-87.16199999999998,0.1602838037207719
31.911,-87.01999999999998,0.20966167384544196
31.904,-86.87799999999999,0.22160336193280408
31.896,-86.73599999999999,0.2513784104052701
31.889,-86.594,0.26382891699477135
31.881,-86.452,0.3407921827562006
31.874,-86.30900000000003,0.3295333469714584
31.866,-86.16699999999997,0.289260035094392
31.858,-86.02499999999998,0.3653319036412368
31.85,-85.88299999999998,0.4351591575329176
31.842,-85.74099999999999,0.44711369585479205
31.833,-85.59899999999999,0.37795950058862293
31.825,-85.457,0.34142438336263026
31.816,-85.315,0.23685459698234257
31.808,-85.173,0.20237784574378218
31.799,-85.031,0.1738296847999748
31.79,-84.88900000000001,0.17703813491795914
31.781,-84.74799999999999,0.251797188615705
31.772,-84.606,0.29352916446683147
31.762,-84.464,0.44264175590340593
31.753,-84.322,0.4100454751391411
31.743,-84.18,0.5564974745641607
31.734,-84.03899999999999,0.6546180885994333
31.724,-83.89699999999999,0.6465558344579422
31.714,-83.755,0.6775238402667096
31.704,-83.613,0.7132751508901255
31.693,-83.47199999999998,0.6986290288661529
31.683,-83.32999999999998,0.5179303901086938
31.673,-83.18900000000002,0.35572541633930294
31.662,-83.04700000000003,0.27144437545883965
31.651,-82.90499999999997,0.1765364891410325
31.64,-82.76400000000001,0.11723241228781381
31.63,-82.62200000000001,0.06538395279259279
31.618,-82.481,0.05338317832742092
31.607,-82.339,0.04775524643198429
31.596,-82.19799999999998,0.028106065297244652
31.584,-82.05700000000002,0.09997993097901853
31.573,-81.91500000000002,0.1943621172593474
31.561,-81.774,0.27117634601861107
31.549,-81.63299999999998,0.3777241992436821
31.537,-81.49099999999999,0.3903825171691749
31.525,-81.35000000000002,0.43173772590652737
31.513,-81.209,0.45520321552991877
31.501,-81.06799999999998,0.45976876049292537
31.488,-80.92599999999999,0.46017245158328357
31.476,-80.78500000000003,0.4617932044607193
31.463,-80.644,0.0
31.45,-80.50299999999999,0.0
31.437,-80.36200000000002,0.0
31.424,-80.221,0.0
31.411,-80.07999999999998,0.0
31.397,-79.93900000000002,0.0
31.384,-79.798,0.0
31.37,-79.65699999999998,0.0
31.356,-79.517,0.0
31.343,-79.37599999999998,0.0
31.329,-79.23500000000001,0.0
31.314,-79.094,0.0
31.3,-78.95400000000001,0.0
31.286,-78.81299999999999,0.0
31.271,-78.67200000000003,0.0
31.257,-78.53199999999998,0.0
31.242,-78.39100000000002,0.0
31.227,-78.25099999999998,0.0
31.212,-78.11000000000001,0.0
31.197,-77.97000000000003,0.0
31.182,-77.82900000000001,0.0
31.167,-77.68900000000002,0.0
31.151,-77.548,0.0
31.135,-77.40800000000002,0.0
31.12,-77.26799999999997,0.0
31.104,-77.12799999999999,0.0
31.088,-76.98700000000002,0.0
31.072,-76.84699999999998,0.0
31.056,-76.707,0.0
31.039,-76.56700000000001,0.0
31.023,-76.42700000000002,0.0
31.006,-76.28699999999998,0.0
30.989,-76.14699999999999,0.0
30.973,-76.007,0.0
30.956,-75.86700000000002,0.0
30.938,-75.72699999999998,0.0
30.921,-75.58800000000002,0.0
30.904,-75.44799999999998,0.0
30.886,-75.30799999999999,0.0
30.869,-75.16899999999998,0.0
30.851,-75.029,0.0
30.833,-74.88900000000001,0.0
30.815,-74.75,0.0
30.797,-74.61000000000001,0.0
30.779,-74.471,0.0
30.761,-74.33100000000002,0.0
30.742,-74.19200000000001,0.0
30.724,-74.053,0.0
30.705,-73.91300000000001,0.0
30.686,-73.774,0.0
30.667,-73.63499999999999,0.0
30.648,-73.49599999999998,0.0
30.629,-73.35700000000003,0.0
30.609,-73.21800000000002,0.0
30.59,-73.07900000000001,0.0
30.57,-72.94,0.0
30.551,-72.80099999999999,0.0
30.531,-72.66199999999998,0.0
30.511,-72.52300000000002,0.0
30.491,-72.38400000000001,0.0
30.471,-72.24599999999998,0.0
30.45,-72.10700000000003,0.0
30.43,-71.96800000000002,0.0
30.409,-71.82999999999998,0.0
30.389,-71.69099999999997,0.0
30.368,-71.553,0.0
30.347,-71.41399999999999,0.0
30.326,-71.27600000000001,0.0
30.305,-71.13799999999998,0.0
30.283,-70.99900000000002,0.0
30.262,-70.86099999999999,0.0
30.24,-70.72300000000001,0.0
30.219,-70.58499999999998,0.0
30.197,-70.447,0.0
30.175,-70.30900000000003,0.0
30.153,-70.17099999999999,0.0
30.131,-70.03300000000002,0.0
30.109,-69.89499999999998,0.0
30.086,-69.757,0.0
30.064,-69.61900000000003,0.0
30.041,-69.48200000000003,0.0
30.018,-69.344,0.0
29.995,-69.20600000000002,0.0
29.972,-69.06900000000002,0.0
29.949,-68.93099999999998,0.0
29.926,-68.79399999999998,0.0
29.903,-68.65699999999998,0.0
29.879,-68.519,0.0
29.856,-68.382,0.0
29.832,-68.245,0.0
29.808,-68.108,0.0
29.784,-67.97000000000003,0.0
29.76,-67.83300000000003,0.0
29.736,-67.69600000000003,0.0
29.711,-67.55900000000003,0.0
29.687,-67.423,0.0
29.662,-67.286,0.0
29.638,-67.149,0.0
29.613,-67.012,0.0
29.588,-66.87599999999998,0.0
29.563,-66.73899999999998,0.0
29.538,-66.60199999999998,0.0
29.512,-66.46600000000001,0.0
29.487,-66.32999999999998,0.0
28.844,-127.5,0.0
28.873,-127.36500000000001,0.0
28.901,-127.22999999999999,0.0
28.93,-127.095,0.0
28.958,-126.96000000000001,0.0
28.987,-126.82499999999999,0.0
29.015,-126.69,0.0
29.043,-126.555,0.0
29.071,-126.41999999999999,0.0
29.099,-126.28399999999999,0.0
29.127,-126.149,0.0
29.154,-126.01400000000001,0.0
29.182,-125.87799999999999,0.0
29.209,-125.743,0.0
29.236,-125.607,0.0
29.263,-125.471,0.0
29.29,-125.33500000000001,0.0
29.317,-125.19999999999999,0.0
29.344,-125.064,0.0
29.371,-124.928,0.0
29.397,-124.792,0.0
29.424,-124.656,0.0
29.45,-124.52000000000001,0.0
29.476,-124.38300000000001,0.0
29.502,-124.24700000000001,0.0
29.528,-124.11099999999999,0.0
29.554,-123.97399999999999,0.0
29.58,-123.838,0.0
29.605,-123.701,0.0
29.631,-123.565,0.0
29.656,-123.428,0.0
29.681,-123.292,0.0
29.706,-123.155,0.0
29.731,-123.018,0.0
29.756,-122.881,0.0
29.781,-122.744,0.0
29.805,-122.607,0.0
29.83,-122.47,0.0
29.854,-122.333,0.0
29.878,-122.196,0.0
29.903,-122.059,0.0
29.927,-121.922,0.0
29.95,-121.78399999999999,0.0
29.974,-121.64699999999999,0.0
29.998,-121.50999999999999,0.0
30.021,-121.37200000000001,0.0
30.045,-121.23500000000001,0.0
30.068,-121.09700000000001,0.0
30.091,-120.959,0.0
30.114,-120.822,0.0
30.137,-120.684,0.0
30.16,-120.54599999999999,0.0
30.183,-120.40799999999999,0.0
30.205,-120.27099999999999,0.0
30.228,-120.13300000000001,0.0
30.25,-119.995,0.0
30.272,-119.857,0.0
30.294,-119.71799999999999,0.0
30.316,-119.58000000000001,0.0
30.338,-119.44200000000001,0.0
30.359,-119.304,0.0
30.381,-119.16499999999999,0.0
30.402,-119.02699999999999,0.0
30.424,-118.88900000000001,0.0
30.445,-118.75,0.0
30.466,-118.612,0.0
30.487,-118.47300000000001,0.0
30.508,-118.33500000000001,0.0
30.529,-118.196,0.0
30.549,-118.05699999999999,0.0
30.57,-117.918,0.0
30.59,-117.78,0.0
30.61,-117.64099999999999,0.0
30.63,-117.50200000000001,0.0
30.65,-117.363,0.0
30.67,-117.22399999999999,0.0
30.69,-117.08500000000001,0.0
30.709,-116.946,0.0
30.729,-116.80699999999999,0.0
30.748,-116.667,0.0
30.767,-116.52799999999999,0.0
30.786,-116.38900000000001,0.0
30.805,-116.25,0.0
30.824,-116.11000000000001,0.0
30.843,-115.971,0.0
30.862,-115.83099999999999,0.0
30.88,-115.69200000000001,0.0
30.898,-115.55199999999999,0.0
30.917,-115.41300000000001,0.0
30.935,-115.273,0.0
30.953,-115.13300000000001,0.0
30.971,-114.994,0.0
30.988,-114.85400000000001,0.0
31.006,-114.714,0.0
31.024,-114.57400000000001,0.0
31.041,-114.434,0.0
31.058,-114.29400000000001,0.0
31.075,-114.154,0.0
31.092,-114.01400000000001,0.0
31.109,-113.874,0.0
31.126,-113.73400000000001,0.0
31.142,-113.594,0.0
31.159,-113.45400000000001,0.0
31.175,-113.314,0.0
31.192,-113.173,0.0
31.208,-113.03299999999999,0.0
31.224,-112.893,0.0
31.24,-112.75200000000001,0.0
31.255,-112.612,0.0
31.271,-112.47200000000001,0.09077466541043727
31.286,-112.33099999999999,0.09618708247691879
31.302,-112.191,0.09613416471568303
31.317,-112.05000000000001,0.09357143243883932
31.332,-111.90899999999999,0.09332918804554645
31.347,-111.769,0.09170015254010762
31.362,-111.62799999999999,0.08940781202491163
31.377,-111.487,0.07737427583778188
31.391,-111.34700000000001,0.006219436650849926
31.406,-111.20599999999999,1.0615831901757328e-5
31.42,-111.065,3.205135583416317e-8
31.435,-110.924,3.6329712709609986e-6
31.449,-110.78299999999999,2.5939212995762907e-5
31.463,-110.642,2.3483864378304185e-5
31.477,-110.501,3.119736452226766e-6
31.49,-110.36000000000001,2.8831794656011507e-8
31.504,-110.219,3.6526490964558866e-5
31.517,-110.078,0.00869347002077997
31.531,-109.93700000000001,0.0637848213496581
31.544,-109.79599999999999,0.07256785850335874
31.557,-109.655,0.07208315466003352
31.57,-109.51400000000001,0.06692868869657238
31.583,-109.37299999999999,0.06987971292846222
31.596,-109.231,0.102203586832564
31.608,-109.09,0.06506013673153402
31.621,-108.94900000000001,0.0566612306458607
31.633,-108.80699999999999,0.05585747543410162
31.645,-108.666,0.050264238844521206
31.657,-108.525,0.013104578805505331
31.669,-108.38300000000001,0.0010276013514866032
31.681,-108.24199999999999,1.3853143416261639e-5
31.693,-108.1,0.010083930497833305
31.705,-107.959,0.13847321205520055
31.716,-107.81700000000001,0.1680978859888577
31.728,-107.67599999999999,0.17450890022002477
31.739,-107.53399999999999,0.17525087530044087
31.75,-107.392,0.17395435873428486
31.761,-107.251,0.14631505919489082
31.772,-107.10900000000001,0.011281060358240426
31.782,-106.96700000000001,1.1133667278021238e-5
31.793,-106.826,9.892006024645743e-10
31.803,-106.684,0.0
31.814,-106.542,4.383219851477472e-16
31.824,-106.4,7.662141937712316e-12
31.834,-106.25800000000001,2.9434385032869025e-8
31.844,-106.11699999999999,7.000525342194403e-6
31.854,-105.975,5.1068817823999744e-5
31.864,-105.833,7.210886921766973e-5
31.873,-105.691,0.0062898694501669844
31.883,-105.549,0.04629707955255598
31.892,-105.40700000000001,0.05260108347793475
31.901,-105.26499999999999,0.052631549917305724
31.91,-105.12299999999999,0.05263154981631458
31.919,-104.981,0.05260087058714009
31.928,-104.839,0.04628106238009891
31.937,-104.697,0.007120508990294464
31.945,-104.555,0.011043184530093994
31.954,-104.412,0.048941578951447386
31.962,-104.27000000000001,0.06378916481696616
31.97,-104.12799999999999,0.07006872824702351
31.978,-103.98599999999999,0.10127061227652948
31.986,-103.844,0.12056330601200801
31.994,-103.702,0.18493256201154853
32.002,-103.55900000000003,0.23140338208583622
32.009,-103.41699999999997,0.33999025958459067
32.017,-103.27499999999998,0.3323298714216363
32.024,-103.132,0.35817336666819105
32.031,-102.99000000000001,0.3296727249804075
32.038,-102.84800000000001,0.3575209859927919
32.045,-102.70499999999998,0.7362605618775158
32.052,-102.56299999999999,0.90841400644886
32.059,-102.42099999999999,1.315916918787914
32.065,-102.27800000000002,1.4654282081390297
32.072,-102.13600000000002,1.3458440810893961
32.078,-101.993,0.9879707624385798
32.084,-101.851,0.9846607999776906
32.09,-101.70800000000003,1.0166736582208307
32.096,-101.56599999999997,0.6884435569329206
32.102,-101.423,0.5110761468126145
32.108,-101.281,0.5332146981087852
32.113,-101.13799999999998,0.6308398813832579
32.119,-100.99599999999998,0.5714653863012943
32.124,-100.85300000000001,0.7474284892236017
32.129,-100.71100000000001,0.8802654454528338
32.134,-100.56799999999998,0.8787306693068583
32.139,-100.42599999999999,0.7230689421062689
32.144,-100.28300000000002,0.6115835193810446
32.148,-100.13999999999999,0.5339046404794554
32.153,-99.99799999999999,0.6336759305611774
32.157,-99.85500000000002,0.7720795710778867
32.162,-99.71199999999999,0.8773886811471224
32.166,-99.57,0.882138633895731
32.17,-99.42700000000002,0.7734074423696871
32.174,-99.28399999999999,0.8218279287274834
32.177,-99.142,0.7897391831101248
32.181,-98.99900000000002,0.5940928955876479
32.184,-98.856,0.5567757429426909
32.188,-98.714,0.5356456613891367
32.191,-98.57100000000003,0.5432864860865169
32.194,-98.428,0.39222189488168535
32.197,-98.28500000000003,0.3471205770856509
32.2,-98.14299999999997,0.4693202788936065
32.203,-98.0,0.5933598764715925
32.205,-97.85700000000003,0.725979074605276
32.208,-97.714,0.8790928960754304
32.21,-97.572,1.0504850294685333
32.212,-97.42899999999997,1.1699918170958206
32.215,-97.286,1.0200491667719227
32.217,-97.14299999999997,0.9945555368024774
32.218,-97.0,0.8106569518133189
32.22,-96.858,0.719050754292889
32.222,-96.71499999999997,0.521372024611289
32.223,-96.572,0.4840108800932006
32.225,-96.42899999999997,0.5010465487452805
32.226,-96.286,0.5224803665189806
32.227,-96.144,0.5381013527663571
32.228,-96.00099999999998,0.6541491072095477
32.229,-95.858,0.7337803151844565
32.229,-95.71499999999997,0.8622084324946184
32.23,-95.572,0.7988890723952337
32.23,-95.42899999999997,0.9785613748341703
32.231,-95.28699999999998,1.021379465072276
32.231,-95.144,1.044603293362026
32.231,-95.00099999999998,1.0764110999991503
32.231,-94.858,1.200045293117649
32.231,-94.71499999999997,1.2247552519460998
32.23,-94.572,1.2058954259606096
32.23,-94.43,0.9823256088025282
32.229,-94.28699999999998,0.9470686316512795
32.229,-94.144,1.2267594108071658
32.228,-94.00099999999998,1.249563062619945
32.227,-93.858,1.0967030604809425
32.226,-93.71499999999997,1.1843292264782268
32.225,-93.57299999999998,1.2111665286608186
32.223,-93.43,1.0785778692804298
32.222,-93.28699999999998,0.8410078618762932
32.22,-93.144,0.8603548552786952
32.218,-93.00099999999998,0.8510348505301301
32.217,-92.85899999999998,0.7514891586354593
32.215,-92.71600000000001,0.7571678882437094
32.213,-92.57299999999998,0.7431399280226817
32.21,-92.43,0.7595158822131551
32.208,-92.28800000000001,0.833203218068748
32.205,-92.14499999999998,1.1204850932685597
32.203,-92.00200000000001,1.4724004347024122
32.2,-91.85899999999998,1.4592658196140158
32.197,-91.71600000000001,1.4585113389189157
32.194,-91.57400000000001,1.4321262423252314
32.191,-91.43099999999998,1.5109971495596586
32.188,-91.28800000000001,1.6124484640778542
32.185,-91.14600000000002,1.61991711905598
32.181,-91.00299999999999,1.8075698019805657
32.177,-90.86000000000001,1.915561936366669
32.174,-90.71699999999998,1.9360671925652042
32.17,-90.57499999999999,2.186118026653008
32.166,-90.43200000000002,2.150674016278811
32.162,-90.28899999999999,2.0025609571086918
32.157,-90.14699999999999,1.9856566090797712
32.153,-90.00400000000002,1.9832111039355282
32.148,-89.86200000000002,1.9722177106730698
32.144,-89.719,1.8558703946848665
32.139,-89.57600000000002,1.8971152839725876
32.134,-89.43400000000003,1.727347406835659
32.129,-89.291,1.7081144543433855
32.124,-89.149,1.7311860882185122
32.119,-89.00599999999997,1.6177526217833547
32.113,-88.863,1.3079260524643441
32.108,-88.721,0.949580175138248
32.102,-88.57799999999997,0.7294151283895111
32.096,-88.43599999999998,0.6243182255338815
32.09,-88.293,0.34501682223573094
32.084,-88.15100000000001,0.19011974936929896
32.078,-88.00799999999998,0.10336003344303346
32.072,-87.86599999999999,0.05838114313350796
32.065,-87.72399999999999,0.053287974974574534
32.059,-87.58100000000002,0.05985656271889934
32.052,-87.43900000000002,0.07441426408494864
32.045,-87.29599999999999,0.10219111825040722
32.039,-87.154,0.11718120851288201
32.031,-87.012,0.16278709233736602
32.024,-86.86900000000003,0.2002642545503969
32.017,-86.72699999999998,0.21052672380965967
32.01,-86.58499999999998,0.21759567031026636
32.002,-86.44299999999998,0.2453080712292341
31.994,-86.30000000000001,0.34810991401193436
31.986,-86.15800000000002,0.3077878055289868
31.979,-86.01600000000002,0.37356530818619493
31.97,-85.87400000000002,0.36571335180147896
31.962,-85.731,0.326540734769737
31.954,-85.589,0.3109945941825851
31.946,-85.447,0.3027909399055942
31.937,-85.305,0.25197912522207366
31.928,-85.16300000000001,0.17542228746862443
31.919,-85.02100000000002,0.16430114518479427
31.91,-84.87900000000002,0.16978080353790154
31.901,-84.73700000000002,0.20596104361475032
31.892,-84.59500000000003,0.23829834583447748
31.883,-84.45299999999997,0.3730526192528631
31.873,-84.31099999999998,0.3650574461371097
31.864,-84.16899999999998,0.4453157563442149
31.854,-84.02699999999999,0.6254810431885405
31.844,-83.88499999999999,0.6124577879890882
31.834,-83.743,0.5744183671063592
31.824,-83.601,0.5761403002805436
31.814,-83.45999999999998,0.5211250218312908
31.804,-83.31799999999998,0.4160776260297054
31.793,-83.17599999999999,0.2692959532897909
31.783,-83.03399999999999,0.3107120201718867
31.772,-82.89299999999997,0.29869675192309153
31.761,-82.75099999999998,0.2058909024010841
31.75,-82.60899999999998,0.11718395518316528
31.739,-82.46800000000002,0.07599239433690864
31.728,-82.32600000000002,0.09923137440466649
31.716,-82.185,0.10164445386628479
31.705,-82.043,0.16227686013219125
31.693,-81.90199999999999,0.2625190691183115
31.681,-81.75999999999999,0.39229072829535755
31.67,-81.61900000000003,0.42710300720067185
31.658,-81.47699999999998,0.4605721233556367
31.646,-81.33600000000001,0.5906451523345339
31.633,-81.19400000000002,0.6727771079068018
31.621,-81.053,0.684946675764598
31.608,-80.91199999999998,0.6857118367117985
31.596,-80.76999999999998,0.7636379503511261
31.583,-80.62900000000002,1.271444251606958
31.57,-80.488,1.2063070542516203
31.557,-80.34699999999998,0.0
31.544,-80.20600000000002,0.0
31.531,-80.065,0.0
31.518,-79.923,0.0
31.504,-79.78199999999998,0.0
31.49,-79.64100000000002,0.0
31.477,-79.5,0.0
31.463,-79.35899999999998,0.0
31.449,-79.219,0.0
31.435,-79.07799999999997,0.0
31.42,-78.93700000000001,0.0
31.406,-78.79599999999999,0.0
31.392,-78.65499999999997,0.0
31.377,-78.51400000000001,0.0
31.362,-78.37400000000002,0.0
31.347,-78.233,0.0
31.332,-78.09199999999998,0.0
31.317,-77.952,0.0
31.302,-77.81099999999998,0.0
31.287,-77.67099999999999,0.0
31.271,-77.52999999999997,0.0
31.256,-77.38999999999999,0.0
31.24,-77.24900000000002,0.0
31.224,-77.10899999999998,0.0
31.208,-76.969,0.0
31.192,-76.82799999999997,0.0
31.176,-76.68799999999999,0.0
31.159,-76.548,0.0
31.143,-76.40800000000002,0.0
31.126,-76.26799999999997,0.0
31.109,-76.12700000000001,0.0
31.092,-75.98700000000002,0.0
31.075,-75.84699999999998,0.0
31.058,-75.707,0.0
31.041,-75.56700000000001,0.0
31.024,-75.428,0.0
31.006,-75.28800000000001,0.0
30.989,-75.14800000000002,0.0
30.971,-75.00799999999998,0.0
30.953,-74.868,0.0
30.935,-74.72899999999998,0.0
30.917,-74.589,0.0
30.899,-74.44999999999999,0.0
30.88,-74.31,0.0
30.862,-74.17000000000002,0.0
30.843,-74.031,0.0
30.825,-73.892,0.0
30.806,-73.75200000000001,0.0
30.787,-73.613,0.0
30.768,-73.47399999999999,0.0
30.748,-73.334,0.0
30.729,-73.195,0.0
30.71,-73.05599999999998,0.0
30.69,-72.91699999999997,0.0
30.67,-72.77800000000002,0.0
30.65,-72.63900000000001,0.0
30.63,-72.5,0.0
30.61,-72.36099999999999,0.0
30.59,-72.22199999999998,0.0
30.57,-72.08300000000003,0.0
30.549,-71.945,0.0
30.529,-71.80599999999998,0.0
30.508,-71.66699999999997,0.0
30.487,-71.529,0.0
30.466,-71.38999999999999,0.0
30.445,-71.25200000000001,0.0
30.424,-71.113,0.0
30.403,-70.97500000000002,0.0
30.381,-70.83600000000001,0.0
30.36,-70.69799999999998,0.0
30.338,-70.56,0.0
30.316,-70.42099999999999,0.0
30.294,-70.28300000000002,0.0
30.272,-70.14499999999998,0.0
30.25,-70.007,0.0
30.228,-69.86900000000003,0.0
30.205,-69.731,0.0
30.183,-69.59300000000002,0.0
30.16,-69.45499999999998,0.0
30.137,-69.31799999999998,0.0
30.115,-69.18,0.0
30.092,-69.04199999999997,0.0
30.068,-68.90499999999997,0.0
30.045,-68.767,0.0
30.022,-68.63,0.0
29.998,-68.49200000000002,0.0
29.975,-68.35500000000002,0.0
29.951,-68.21699999999998,0.0
29.927,-68.07999999999998,0.0
29.903,-67.94299999999998,0.0
29.879,-67.80599999999998,0.0
29.855,-67.668,0.0
29.83,-67.531,0.0
29.806,-67.394,0.0
29.781,-67.257,0.0
29.756,-67.12,0.0
29.732,-66.98399999999998,0.0
29.707,-66.84699999999998,0.0
29.681,-66.70999999999998,0.0
29.656,-66.57299999999998,0.0
29.631,-66.43700000000001,0.0
29.605,-66.30000000000001,0.0
28.962,-127.53299999999999,0.0
28.991,-127.398,0.0
29.019,-127.263,0.0
29.048,-127.12799999999999,0.0
29.077,-126.993,0.0
29.105,-126.858,0.0
29.133,-126.72200000000001,0.0
29.161,-126.58699999999999,0.0
29.189,-126.452,0.0
29.217,-126.316,0.0
29.245,-126.18100000000001,0.0
29.272,-126.04499999999999,0.0
29.3,-125.91,0.0
29.327,-125.774,0.0
29.355,-125.638,0.0
29.382,-125.50200000000001,0.0
29.409,-125.36600000000001,0.0
29.436,-125.22999999999999,0.0
29.463,-125.094,0.0
29.489,-124.958,0.0
29.516,-124.822,0.0
29.542,-124.686,0.0
29.568,-124.55000000000001,0.0
29.595,-124.41300000000001,0.0
29.621,-124.27699999999999,0.0
29.647,-124.14099999999999,0.0
29.673,-124.00399999999999,0.0
29.698,-123.86699999999999,0.0
29.724,-123.731,0.0
29.749,-123.594,0.0
29.775,-123.457,0.0
29.8,-123.321,0.0
29.825,-123.184,0.0
29.85,-123.047,0.0
29.875,-122.91,0.0
29.9,-122.773,0.0
29.924,-122.636,0.0
29.949,-122.499,0.0
29.973,-122.36099999999999,0.0
29.997,-122.22399999999999,0.0
30.022,-122.08699999999999,0.0
30.046,-121.94900000000001,0.0
30.069,-121.81200000000001,0.0
30.093,-121.674,0.0
30.117,-121.537,0.0
30.14,-121.399,0.0
30.164,-121.262,0.0
30.187,-121.124,0.0
30.21,-120.98599999999999,0.0
30.233,-120.84800000000001,0.0
30.256,-120.71100000000001,0.0
30.279,-120.57300000000001,0.0
30.302,-120.435,0.0
30.324,-120.297,0.0
30.347,-120.15799999999999,0.0
30.369,-120.02000000000001,0.0
30.391,-119.882,0.0
30.413,-119.744,0.0
30.435,-119.606,0.0
30.457,-119.46700000000001,0.0
30.479,-119.32900000000001,0.0
30.5,-119.19,0.0
30.522,-119.05199999999999,0.0
30.543,-118.91300000000001,0.0
30.564,-118.775,0.0
30.585,-118.636,0.0
30.606,-118.49700000000001,0.0
30.627,-118.35900000000001,0.0
30.648,-118.22,0.0
30.669,-118.08099999999999,0.0
30.689,-117.94200000000001,0.0
30.709,-117.803,0.0
30.73,-117.66399999999999,0.0
30.75,-117.525,0.0
30.77,-117.386,0.0
30.79,-117.24700000000001,0.0
30.809,-117.108,0.0
30.829,-116.96799999999999,0.0
30.848,-116.82900000000001,0.0
30.868,-116.69,0.0
30.887,-116.55000000000001,0.0
30.906,-116.411,0.0
30.925,-116.27199999999999,0.0
30.944,-116.132,0.0
30.963,-115.993,0.0
30.981,-115.85300000000001,0.0
31.0,-115.713,0.0
31.018,-115.57400000000001,0.0
31.036,-115.434,0.0
31.055,-115.29400000000001,0.0
31.073,-115.154,0.0
31.09,-115.01400000000001,0.0
31.108,-114.874,0.0
31.126,-114.73500000000001,0.0
31.143,-114.595,0.0
31.161,-114.45400000000001,0.0
31.178,-114.314,0.0
31.195,-114.174,0.0
31.212,-114.03399999999999,0.0
31.229,-113.894,0.0
31.246,-113.75399999999999,0.0
31.262,-113.613,0.0
31.279,-113.47300000000001,0.0
31.295,-113.333,0.0
31.312,-113.19200000000001,0.0
31.328,-113.05199999999999,0.0
31.344,-112.911,0.0
31.36,-112.77099999999999,0.0
31.375,-112.63,0.0
31.391,-112.49000000000001,0.0003121378880662977
31.406,-112.34899999999999,0.08022228597334542
31.422,-112.208,0.0960694743448087
31.437,-112.06800000000001,0.09445259632381643
31.452,-111.92699999999999,0.09304094135805924
31.467,-111.786,0.09180773936253515
31.482,-111.64500000000001,0.08553852257262702
31.497,-111.505,0.07675618965139996
31.512,-111.364,0.016658959259417544
31.526,-111.22300000000001,0.0009572511008128062
31.54,-111.082,3.711667016811642e-5
31.555,-110.941,0.0008382047921171906
31.569,-110.80000000000001,0.005718353748858229
31.583,-110.65899999999999,0.005703834274297928
31.597,-110.518,0.00080740952332668
31.61,-110.376,3.0764927880699486e-5
31.624,-110.23500000000001,0.0008298949841023036
31.638,-110.094,0.016220022207793776
31.651,-109.953,0.08345732948690093
31.664,-109.81200000000001,0.0947312503347518
31.677,-109.66999999999999,0.09482085213544526
31.69,-109.529,0.06370392531828499
31.703,-109.388,0.04995771789573877
31.716,-109.24600000000001,0.052645772195220715
31.729,-109.10499999999999,0.04758284366446207
31.741,-108.963,0.046546135814932284
31.753,-108.822,0.04657758109929042
31.766,-108.68,0.0407989882893168
31.778,-108.53899999999999,0.0056584565760796285
31.79,-108.39699999999999,2.539727980053e-5
31.802,-108.256,6.085742306252223e-5
31.813,-108.114,0.017905844224887786
31.825,-107.97200000000001,0.1359609169590292
31.837,-107.83099999999999,0.1633916430203158
31.848,-107.689,0.16900299936437427
31.859,-107.547,0.16926218670094761
31.87,-107.405,0.16798819915542076
31.881,-107.26400000000001,0.14183993009502463
31.892,-107.12200000000001,0.018798437229415235
31.903,-106.97999999999999,6.480049318428425e-5
31.913,-106.838,5.992519269607792e-9
31.924,-106.696,0.0
31.934,-106.554,0.0
