lat,lon,estimated_x1_normalized_sig_report_hours_per_year_grid_130_cropped_blurred
24.364,-118.92500000000001,0.0
24.385,-118.793,0.0
24.406,-118.662,0.0
24.427,-118.53,0.0
24.448,-118.398,0.0
24.469,-118.26599999999999,0.0
24.49,-118.13399999999999,0.0
24.51,-118.00200000000001,0.0
24.531,-117.87,0.0
24.551,-117.738,0.0
24.572,-117.606,0.0
24.592,-117.47399999999999,0.0
24.612,-117.34200000000001,0.0
24.632,-117.21000000000001,0.0
24.652,-117.078,0.0
24.671,-116.945,0.0
24.691,-116.81299999999999,0.0
24.71,-116.68100000000001,0.0
24.73,-116.548,0.0
24.749,-116.416,0.0
24.768,-116.28399999999999,0.0
24.787,-116.15100000000001,0.0
24.806,-116.018,0.0
24.825,-115.886,0.0
24.843,-115.75299999999999,0.0
24.862,-115.62100000000001,0.0
24.88,-115.488,0.0
24.898,-115.35499999999999,0.0
24.917,-115.22200000000001,0.0
24.935,-115.089,0.0
24.953,-114.957,0.0
24.97,-114.82400000000001,0.0
24.988,-114.691,0.0
25.006,-114.55799999999999,0.0
25.023,-114.42500000000001,0.0
25.04,-114.292,0.0
25.058,-114.15799999999999,0.0
25.075,-114.025,0.0
25.092,-113.892,0.0
25.109,-113.75899999999999,0.0
25.125,-113.626,0.0
25.142,-113.49199999999999,0.0
25.158,-113.35900000000001,0.0
25.175,-113.226,0.0
25.191,-113.09200000000001,0.0
25.207,-112.959,0.0
25.223,-112.82499999999999,0.0
25.239,-112.69200000000001,0.0
25.255,-112.55799999999999,0.0
25.271,-112.42500000000001,0.0
25.286,-112.291,0.0
25.302,-112.15799999999999,0.0
25.317,-112.024,0.0
25.332,-111.88999999999999,0.0
25.347,-111.756,0.0
25.362,-111.62299999999999,0.0
25.377,-111.489,0.0
25.392,-111.35499999999999,0.0
25.406,-111.221,0.0
25.421,-111.08699999999999,0.0
25.435,-110.953,0.0
25.449,-110.81899999999999,0.0
25.463,-110.685,0.0
25.477,-110.55099999999999,0.0
25.491,-110.417,0.0
25.505,-110.28299999999999,0.0
25.519,-110.149,0.0
25.532,-110.01499999999999,0.0
25.546,-109.881,0.0
25.559,-109.74700000000001,0.0
25.572,-109.612,0.0
25.585,-109.47800000000001,0.0
25.598,-109.344,0.0
25.611,-109.209,0.0
25.624,-109.07499999999999,0.0
25.636,-108.941,0.0
25.649,-108.80600000000001,0.0
25.661,-108.672,0.0
25.673,-108.537,0.0
25.685,-108.40299999999999,0.0
25.697,-108.268,0.0
25.709,-108.13399999999999,0.0
25.721,-107.999,0.0
25.732,-107.86500000000001,0.0
25.744,-107.72999999999999,0.0
25.755,-107.596,0.0
25.766,-107.46100000000001,0.0
25.778,-107.326,0.0
25.789,-107.19200000000001,0.0
25.799,-107.05699999999999,0.0
25.81,-106.922,0.0
25.821,-106.787,0.0
25.831,-106.65199999999999,0.0
25.842,-106.518,0.0
25.852,-106.38300000000001,0.0
25.862,-106.24799999999999,0.0
25.872,-106.113,0.0
25.882,-105.97800000000001,0.0
25.892,-105.84299999999999,0.0
25.902,-105.708,0.0
25.911,-105.57300000000001,0.0
25.921,-105.43799999999999,0.0
25.93,-105.303,0.0
25.939,-105.168,0.0
25.948,-105.03299999999999,0.0
25.957,-104.898,0.0
25.966,-104.763,0.0
25.975,-104.62799999999999,0.0
25.983,-104.493,0.0
25.992,-104.357,0.0
26.0,-104.22200000000001,0.0
26.008,-104.08699999999999,0.0
26.016,-103.952,0.0
26.024,-103.81700000000001,0.0
26.032,-103.68099999999998,0.0
26.04,-103.54599999999999,0.0
26.047,-103.411,0.0
26.055,-103.27499999999998,0.0
26.062,-103.13999999999999,0.0
26.07,-103.005,0.0
26.077,-102.86900000000003,0.0
26.084,-102.73399999999998,0.0
26.091,-102.59899999999999,0.0
26.097,-102.46300000000002,0.0
26.104,-102.32799999999997,0.0
26.11,-102.19200000000001,0.0
26.117,-102.05700000000002,0.0
26.123,-101.92200000000003,0.0
26.129,-101.786,0.0
26.135,-101.65100000000001,0.0
26.141,-101.51499999999999,0.0
26.147,-101.38,0.0
26.153,-101.24400000000003,0.0
26.158,-101.10899999999998,0.0
26.164,-100.97300000000001,0.0
26.169,-100.83699999999999,0.0
26.174,-100.702,0.0
26.179,-100.56599999999997,0.0
26.184,-100.43099999999998,0.0
26.189,-100.29500000000002,0.035673181586667276
26.194,-100.15899999999999,0.036098758274021314
26.198,-100.024,0.019728298909689253
26.203,-99.88799999999998,0.01625159790856775
26.207,-99.75299999999999,0.013813236745030653
26.211,-99.61700000000002,0.011876884796975818
26.215,-99.481,0.01010038330547659
26.219,-99.346,0.00841335865729421
26.223,-99.20999999999998,0.006877096121813853
26.227,-99.07400000000001,0.005823923767220646
26.23,-98.93799999999999,0.005765321497261163
26.234,-98.803,0.007155456492514269
26.237,-98.66699999999997,0.010079991133721168
26.24,-98.531,0.014081826734358793
26.244,-98.39600000000002,0.018398332083459746
26.247,-98.25999999999999,0.022507793030055807
26.249,-98.12400000000002,0.025853290511175853
26.252,-97.988,0.02794106849924178
26.255,-97.85300000000001,0.028627360836682107
26.257,-97.71699999999998,0.028281566405502064
26.26,-97.58100000000002,0.027483634262487656
26.262,-97.445,0.02674365731909139
26.264,-97.31,0.026173460710199263
26.266,-97.17399999999998,0.025717301738144398
26.268,-97.03800000000001,0.025295090128714445
26.27,-96.90199999999999,0.024840273484427997
26.271,-96.76600000000002,0.024336530393680444
26.273,-96.63099999999997,0.02372565298969366
26.274,-96.495,0.022817404831647434
26.276,-96.35899999999998,0.015106962062401787
26.277,-96.22300000000001,0.0
26.278,-96.08699999999999,0.0
26.279,-95.952,0.0
26.28,-95.81599999999997,0.0
26.28,-95.68,0.0
26.281,-95.54399999999998,0.0
26.281,-95.40800000000002,0.0
26.281,-95.27199999999999,0.0
26.282,-95.137,0.0
26.282,-95.00099999999998,0.0
26.282,-94.86500000000001,0.0
26.281,-94.72899999999998,0.0
26.281,-94.59300000000002,0.0
26.281,-94.45800000000003,0.0
26.28,-94.322,0.0
26.28,-94.18599999999998,0.0
26.279,-94.05000000000001,0.0
26.278,-93.91399999999999,0.0
26.277,-93.779,0.0
26.276,-93.64299999999997,0.0
26.274,-93.507,0.0
26.273,-93.37099999999998,0.0
26.271,-93.23500000000001,0.0
26.27,-93.10000000000002,0.0
26.268,-92.964,0.0
26.266,-92.82799999999997,0.0
26.264,-92.69200000000001,0.0
26.262,-92.55599999999998,0.0
26.26,-92.42099999999999,0.0
26.257,-92.28500000000003,0.0
26.255,-92.149,0.0
26.252,-92.01299999999998,0.0
26.249,-91.87799999999999,0.0
26.247,-91.74200000000002,0.0
26.244,-91.606,0.0
26.241,-91.47000000000003,0.0
26.237,-91.33499999999998,0.0
26.234,-91.19900000000001,0.0
26.23,-91.06299999999999,0.0
26.227,-90.928,0.0
26.223,-90.79199999999997,0.0
26.219,-90.656,0.0
26.215,-90.51999999999998,0.0
26.211,-90.38499999999999,0.0
26.207,-90.24900000000002,0.0
26.203,-90.11399999999998,0.0
26.198,-89.97800000000001,0.0
26.194,-89.84199999999998,0.0
26.189,-89.707,0.0
26.184,-89.57100000000003,0.0
26.179,-89.435,0.0
26.174,-89.30000000000001,0.0
26.169,-89.16399999999999,0.0
26.164,-89.029,0.0
26.158,-88.89299999999997,0.0
26.153,-88.75799999999998,0.0
26.147,-88.62200000000001,0.0
26.141,-88.48700000000002,0.0
26.135,-88.351,0.0
26.129,-88.21600000000001,0.0
26.123,-88.07999999999998,0.0
26.117,-87.945,0.0
26.111,-87.80900000000003,0.0
26.104,-87.67399999999998,0.0
26.097,-87.53800000000001,0.0
26.091,-87.40300000000002,0.0
26.084,-87.26799999999997,0.0
26.077,-87.132,0.0
26.07,-86.99700000000001,0.0
26.062,-86.86200000000002,0.0
26.055,-86.726,0.0
26.047,-86.59100000000001,0.0
26.04,-86.45600000000002,0.0
26.032,-86.32,0.0
26.024,-86.185,0.0
26.016,-86.05000000000001,0.0
26.008,-85.91500000000002,0.0
26.0,-85.779,0.0
25.992,-85.644,0.0
25.983,-85.50900000000001,0.0
25.975,-85.37400000000002,0.0
25.966,-85.23899999999998,0.0
25.957,-85.10399999999998,0.0
25.948,-84.969,0.0
25.939,-84.834,0.0
25.93,-84.69900000000001,0.0
25.921,-84.56400000000002,0.0
25.911,-84.42899999999997,0.0
25.902,-84.29399999999998,0.0
25.892,-84.15899999999999,0.0
25.882,-84.024,0.0
25.872,-83.88900000000001,0.0
25.862,-83.75400000000002,0.0
25.852,-83.61900000000003,0.0
25.842,-83.48399999999998,0.0
25.831,-83.34899999999999,0.0
25.821,-83.214,0.0
25.81,-83.07999999999998,0.01266961358414171
25.8,-82.945,0.015842344483960578
25.789,-82.81,0.02158488289749659
25.778,-82.67500000000001,0.027061811439035778
25.767,-82.541,0.02889915214165118
25.755,-82.406,0.029639598216410268
25.744,-82.27100000000002,0.029463286027980217
25.732,-82.137,0.028432390117205383
25.721,-82.00200000000001,0.026346161274257093
25.709,-81.868,0.02292635654250496
25.697,-81.733,0.017941680435448085
25.685,-81.59899999999999,0.012038232244506012
25.673,-81.464,0.006642786568194964
25.661,-81.32999999999998,0.0030696755444270577
25.649,-81.195,0.0012747127645838894
25.636,-81.06099999999998,0.0006536998825915663
25.624,-80.92700000000002,0.0007224327579878726
25.611,-80.79199999999997,0.001275765213004976
25.598,-80.65800000000002,0.0021968865405852488
25.585,-80.524,0.003336755586139512
25.572,-80.38900000000001,0.004533534042768219
25.559,-80.255,0.005650716499169137
25.546,-80.12099999999998,0.006657198134195805
25.532,-79.98700000000002,0.007522917119733797
25.519,-79.85300000000001,0.00831934555394055
25.505,-79.71800000000002,0.009005143684448604
25.492,-79.584,0.009665117020211353
25.478,-79.44999999999999,0.01034356146714862
25.464,-79.31599999999997,0.012066910781044791
25.45,-79.18200000000002,0.0
25.435,-79.048,0.0
25.421,-78.91399999999999,0.0
25.406,-78.781,0.0
25.392,-78.64699999999999,0.0
25.377,-78.51299999999998,0.0
25.362,-78.37900000000002,0.0
25.347,-78.245,0.0
25.332,-78.11200000000002,0.0
25.317,-77.97800000000001,0.0
25.302,-77.844,0.0
25.286,-77.71100000000001,0.0
25.271,-77.577,0.0
25.255,-77.44299999999998,0.0
25.239,-77.31,0.0
25.223,-77.17599999999999,0.0
25.207,-77.043,0.0
25.191,-76.90899999999999,0.0
25.175,-76.77600000000001,0.0
25.159,-76.64299999999997,0.0
25.142,-76.50900000000001,0.0
25.125,-76.37599999999998,0.0
25.109,-76.243,0.0
25.092,-76.11000000000001,0.0
25.075,-75.976,0.0
25.058,-75.84300000000002,0.0
25.041,-75.70999999999998,0.0
25.023,-75.577,0.0
25.006,-75.44400000000002,0.0
24.988,-75.31099999999998,0.0
24.971,-75.178,0.0
24.953,-75.04500000000002,0.0
24.935,-74.91199999999998,0.0
24.917,-74.779,0.0
24.899,-74.64699999999999,0.0
24.88,-74.51400000000001,0.0
24.862,-74.38099999999997,0.0
24.843,-74.24799999999999,0.0
24.825,-74.11599999999999,0.0
24.806,-73.983,0.0
24.787,-73.851,0.0
24.768,-73.71800000000002,0.0
24.749,-73.58600000000001,0.0
24.73,-73.45299999999997,0.0
24.711,-73.32100000000003,0.0
24.691,-73.18900000000002,0.0
24.672,-73.05599999999998,0.0
24.652,-72.92399999999998,0.0
24.632,-72.79199999999997,0.0
24.612,-72.66000000000003,0.0
24.592,-72.52699999999999,0.0
24.572,-72.39499999999998,0.0
24.552,-72.26299999999998,0.0
24.531,-72.13099999999997,0.0
24.511,-71.99900000000002,0.0
24.49,-71.86700000000002,0.0
24.469,-71.73500000000001,0.0
24.449,-71.60399999999998,0.0
24.428,-71.47199999999998,0.0
24.406,-71.33999999999997,0.0
24.385,-71.20800000000003,0.0
24.364,-71.077,0.0
24.342,-70.945,0.0
24.321,-70.81400000000002,0.0
24.299,-70.68200000000002,0.0
24.277,-70.55099999999999,0.0
24.256,-70.41899999999998,0.0
24.234,-70.28800000000001,0.0
24.211,-70.156,0.0
24.189,-70.02499999999998,0.0
24.167,-69.894,0.0
24.144,-69.76299999999998,0.0
24.122,-69.632,0.0
24.099,-69.5,0.0
24.076,-69.36900000000003,0.0
24.053,-69.238,0.0
24.03,-69.10700000000003,0.0
24.007,-68.97699999999998,0.0
23.984,-68.846,0.0
23.96,-68.71499999999997,0.0
23.937,-68.584,0.0
23.913,-68.45299999999997,0.0
23.889,-68.32299999999998,0.0
23.865,-68.19200000000001,0.0
23.842,-68.06200000000001,0.0
23.817,-67.93099999999998,0.0
23.793,-67.80099999999999,0.0
23.769,-67.67000000000002,0.0
23.16,-125.99100000000001,0.0
23.187,-125.862,0.0
23.215,-125.733,0.0
23.242,-125.60400000000001,0.0
23.269,-125.475,0.0
23.296,-125.345,0.0
23.323,-125.21600000000001,0.0
23.35,-125.08699999999999,0.0
23.377,-124.957,0.0
23.404,-124.828,0.0
23.43,-124.69800000000001,0.0
23.456,-124.56899999999999,0.0
23.483,-124.439,0.0
23.509,-124.309,0.0
23.535,-124.18,0.0
23.561,-124.05000000000001,0.0
23.587,-123.91999999999999,0.0
23.612,-123.78999999999999,0.0
23.638,-123.66,0.0
23.664,-123.53,0.0
23.689,-123.4,0.0
23.714,-123.27000000000001,0.0
23.739,-123.13999999999999,0.0
23.764,-123.00999999999999,0.0
23.789,-122.88,0.0
23.814,-122.749,0.0
23.839,-122.619,0.0
23.863,-122.488,0.0
23.888,-122.358,0.0
23.912,-122.227,0.0
23.936,-122.09700000000001,0.0
23.961,-121.96600000000001,0.0
23.985,-121.83600000000001,0.0
24.008,-121.70500000000001,0.0
24.032,-121.57400000000001,0.0
24.056,-121.44300000000001,0.0
24.079,-121.31200000000001,0.0
24.103,-121.18199999999999,0.0
24.126,-121.05099999999999,0.0
24.149,-120.91999999999999,0.0
24.173,-120.78800000000001,0.0
24.195,-120.65700000000001,0.0
24.218,-120.52600000000001,0.0
24.241,-120.39500000000001,0.0
24.264,-120.26400000000001,0.0
24.286,-120.132,0.0
24.309,-120.001,0.0
24.331,-119.87,0.0
24.353,-119.738,0.0
24.375,-119.607,0.0
24.397,-119.475,0.0
24.419,-119.344,0.0
24.441,-119.21199999999999,0.0
24.462,-119.08000000000001,0.0
24.484,-118.94800000000001,0.0
24.505,-118.81700000000001,0.0
24.526,-118.685,0.0
24.547,-118.553,0.0
24.568,-118.42099999999999,0.0
24.589,-118.28899999999999,0.0
24.61,-118.15700000000001,0.0
24.631,-118.025,0.0
24.651,-117.893,0.0
24.671,-117.761,0.0
24.692,-117.62899999999999,0.0
24.712,-117.49600000000001,0.0
24.732,-117.364,0.0
24.752,-117.232,0.0
24.772,-117.09899999999999,0.0
24.791,-116.96700000000001,0.0
24.811,-116.83500000000001,0.0
24.831,-116.702,0.0
24.85,-116.57,0.0
24.869,-116.43700000000001,0.0
24.888,-116.304,0.0
24.907,-116.172,0.0
24.926,-116.03899999999999,0.0
24.945,-115.906,0.0
24.964,-115.774,0.0
24.982,-115.64099999999999,0.0
25.001,-115.50800000000001,0.0
25.019,-115.375,0.0
25.037,-115.24199999999999,0.0
25.055,-115.10900000000001,0.0
25.073,-114.976,0.0
25.091,-114.84299999999999,0.0
25.109,-114.71000000000001,0.0
25.126,-114.577,0.0
25.144,-114.44399999999999,0.0
25.161,-114.311,0.0
25.178,-114.17699999999999,0.0
25.195,-114.04400000000001,0.0
25.212,-113.911,0.0
25.229,-113.77699999999999,0.0
25.246,-113.644,0.0
25.263,-113.511,0.0
25.279,-113.37700000000001,0.0
25.295,-113.244,0.0
25.312,-113.11000000000001,0.0
25.328,-112.977,0.0
25.344,-112.84299999999999,0.0
25.36,-112.709,0.0
25.376,-112.576,0.0
25.391,-112.44200000000001,0.0
25.407,-112.30799999999999,0.0
25.422,-112.17500000000001,0.0
25.438,-112.041,0.0
25.453,-111.90700000000001,0.0
25.468,-111.773,0.0
25.483,-111.63900000000001,0.0
25.498,-111.505,0.0
25.513,-111.37100000000001,0.0
25.527,-111.237,0.0
25.542,-111.10300000000001,0.0
25.556,-110.969,0.0
25.57,-110.83500000000001,0.0
25.584,-110.701,0.0
25.598,-110.56700000000001,0.0
25.612,-110.43299999999999,0.0
25.626,-110.298,0.0
25.64,-110.16399999999999,0.0
25.653,-110.03,0.0
25.667,-109.89599999999999,0.0
25.68,-109.761,0.0
25.693,-109.62700000000001,0.0
25.706,-109.49199999999999,0.0
25.719,-109.358,0.0
25.732,-109.22399999999999,0.0
25.745,-109.089,0.0
25.757,-108.95500000000001,0.0
25.77,-108.82,0.0
25.782,-108.686,0.0
25.794,-108.55099999999999,0.0
25.806,-108.416,0.0
25.818,-108.28200000000001,0.0
25.83,-108.14699999999999,0.0
25.842,-108.012,0.0
25.854,-107.87799999999999,0.0
25.865,-107.743,0.0
25.876,-107.608,0.0
25.888,-107.47300000000001,0.0
25.899,-107.339,0.0
25.91,-107.20400000000001,0.0
25.921,-107.06899999999999,0.0
25.931,-106.934,0.0
25.942,-106.799,0.0
25.953,-106.66399999999999,0.0
25.963,-106.529,0.0
25.973,-106.394,0.0
25.983,-106.25899999999999,0.0
25.994,-106.124,0.0
26.003,-105.989,0.0
26.013,-105.85400000000001,0.0
26.023,-105.719,0.0
26.032,-105.584,0.0
26.042,-105.44900000000001,0.0
26.051,-105.31299999999999,0.0
26.06,-105.178,0.0
26.07,-105.043,0.0
26.078,-104.90799999999999,0.0
26.087,-104.773,0.0
26.096,-104.637,0.0
26.105,-104.50200000000001,0.0
26.113,-104.36699999999999,0.0
26.121,-104.231,0.0
26.13,-104.096,0.0
26.138,-103.96100000000001,0.0
26.146,-103.82499999999999,0.0
26.154,-103.69,0.0
26.161,-103.555,0.0
26.169,-103.41899999999998,0.0
26.176,-103.28399999999999,0.0
26.184,-103.14800000000002,0.0
26.191,-103.01299999999998,0.0
26.198,-102.87700000000001,0.0
26.205,-102.74200000000002,0.0
26.212,-102.606,0.0
26.219,-102.471,0.0
26.226,-102.33499999999998,0.0
26.232,-102.19999999999999,0.0
26.238,-102.06400000000002,0.0
26.245,-101.928,0.0
26.251,-101.793,0.0
26.257,-101.65699999999998,0.0
26.263,-101.52199999999999,0.0
26.269,-101.38600000000002,0.0
26.274,-101.25,0.0
26.28,-101.11500000000001,0.0
26.285,-100.97899999999998,0.0
26.291,-100.84300000000002,0.0
26.296,-100.70800000000003,0.0
26.301,-100.572,0.0
26.306,-100.43599999999998,0.0
26.311,-100.30000000000001,0.03555570616293581
26.315,-100.16500000000002,0.03584378604256127
26.32,-100.029,0.026094925039323834
26.324,-99.89299999999997,0.02228234506226077
26.329,-99.757,0.019256943599062524
26.333,-99.62200000000001,0.016610850216250764
26.337,-99.48599999999999,0.014126741664410032
26.341,-99.35000000000002,0.011738784810161735
26.345,-99.214,0.00945493152441847
26.349,-99.07799999999997,0.007481605758713858
26.352,-98.94200000000001,0.006253332436057405
26.356,-98.80700000000002,0.006322018085366317
26.359,-98.67099999999999,0.007968371761718008
26.362,-98.53500000000003,0.011000282650035628
26.365,-98.399,0.014826702881569684
26.368,-98.26299999999998,0.018746999997336537
26.371,-98.12700000000001,0.022091586264983976
26.374,-97.99099999999999,0.024295631798992794
26.377,-97.85500000000002,0.02512480812451987
26.379,-97.72000000000003,0.024902568757616338
26.381,-97.584,0.024171963339485958
26.384,-97.44799999999998,0.0233487437769452
26.386,-97.31200000000001,0.022655599512748797
26.388,-97.17599999999999,0.022051099680571992
26.39,-97.04000000000002,0.02148073007309678
26.392,-96.904,0.020901346810986467
26.393,-96.76799999999997,0.020317611763918043
26.395,-96.632,0.019678410831385558
26.396,-96.49599999999998,0.018807751186398228
26.397,-96.36000000000001,0.015106962062410328
26.399,-96.22399999999999,0.0
26.4,-96.08800000000002,0.0
26.4,-95.95299999999997,0.0
26.401,-95.81700000000001,0.0
26.402,-95.68099999999998,0.0
26.403,-95.54500000000002,0.0
26.403,-95.40899999999999,0.0
26.403,-95.27300000000002,0.0
26.403,-95.137,0.0
26.403,-95.00099999999998,0.0
26.403,-94.86500000000001,0.0
26.403,-94.72899999999998,0.0
26.403,-94.59300000000002,0.0
26.403,-94.457,0.0
26.402,-94.32100000000003,0.0
26.401,-94.185,0.0
26.401,-94.04899999999998,0.0
26.4,-93.91300000000001,0.0
26.399,-93.77699999999999,0.0
26.397,-93.64100000000002,0.0
26.396,-93.505,0.0
26.395,-93.36900000000003,0.0
26.393,-93.23399999999998,0.0
26.392,-93.09800000000001,0.0
26.39,-92.96199999999999,0.0
26.388,-92.82600000000002,0.0
26.386,-92.69,0.0
26.384,-92.55399999999997,0.0
26.381,-92.418,0.0
26.379,-92.28199999999998,0.0
26.377,-92.14600000000002,0.0
26.374,-92.00999999999999,0.0
26.371,-91.87400000000002,0.0
26.368,-91.73899999999998,0.0
26.365,-91.60300000000001,0.0
26.362,-91.46699999999998,0.0
26.359,-91.33100000000002,0.0
26.356,-91.195,0.0
26.352,-91.05900000000003,0.0
26.349,-90.923,0.0
26.345,-90.78800000000001,0.0
26.341,-90.65199999999999,0.0
26.337,-90.51600000000002,0.0
26.333,-90.38,0.0
26.329,-90.24400000000003,0.0
26.324,-90.10899999999998,0.0
26.32,-89.97300000000001,0.0
26.315,-89.83699999999999,0.0
26.311,-89.70100000000002,0.0
26.306,-89.56599999999997,0.0
26.301,-89.43,0.0
26.296,-89.29399999999998,0.0
26.291,-89.15800000000002,0.0
26.285,-89.02300000000002,0.0
26.28,-88.887,0.0
26.274,-88.75099999999998,0.0
26.269,-88.61599999999999,0.0
26.263,-88.48000000000002,0.0
26.257,-88.344,0.0
26.251,-88.209,0.0
26.245,-88.07299999999998,0.0
26.239,-87.93799999999999,0.0
26.232,-87.80200000000002,0.0
26.226,-87.666,0.0
26.219,-87.531,0.0
26.212,-87.39499999999998,0.0
26.205,-87.25999999999999,0.0
26.198,-87.12400000000002,0.0
26.191,-86.98899999999998,0.0
26.184,-86.85300000000001,0.0
26.177,-86.71800000000002,0.0
26.169,-86.58300000000003,0.0
26.161,-86.447,0.0
26.154,-86.31200000000001,0.0
26.146,-86.17599999999999,0.0
26.138,-86.041,0.0
26.13,-85.906,0.0
26.122,-85.76999999999998,0.0
26.113,-85.63499999999999,0.0
26.105,-85.5,0.0
26.096,-85.36399999999998,0.0
26.087,-85.22899999999998,0.0
26.079,-85.094,0.0
26.07,-84.959,0.0
26.061,-84.82299999999998,0.0
26.051,-84.68799999999999,0.0
26.042,-84.553,0.0
26.033,-84.418,0.0
26.023,-84.28300000000002,0.0
26.013,-84.14800000000002,0.0
26.004,-84.01299999999998,0.0
25.994,-83.87799999999999,0.0
25.984,-83.743,0.0
25.973,-83.608,0.0
25.963,-83.47300000000001,0.0
25.953,-83.33800000000002,0.0
25.942,-83.20299999999997,0.0
25.932,-83.06799999999998,0.010479108605370869
25.921,-82.93299999999999,0.013875017885595137
25.91,-82.798,0.019028850700032327
25.899,-82.66300000000001,0.023736315367874804
25.888,-82.52800000000002,0.026555205312807546
25.877,-82.394,0.028206919783152658
25.865,-82.25900000000001,0.02871701378076407
25.854,-82.12400000000002,0.028147740572068848
25.842,-81.98899999999998,0.02652265647139793
25.83,-81.85500000000002,0.02371708508379606
25.819,-81.72000000000003,0.019551946449180874
25.807,-81.58499999999998,0.014277221115947347
25.794,-81.45100000000002,0.0089241216296945
25.782,-81.31599999999997,0.004720276573278352
25.77,-81.18200000000002,0.0022304438979882987
25.757,-81.04700000000003,0.0011647661495868748
25.745,-80.91300000000001,0.0011498038304457031
25.732,-80.77800000000002,0.0019280040326020557
25.719,-80.644,0.003308223297189838
25.706,-80.50900000000001,0.00505918017384617
25.693,-80.375,0.006877760205029174
25.68,-80.24000000000001,0.008602566699054352
25.667,-80.106,0.010124499777978456
25.654,-79.97199999999998,0.011445844436277103
25.64,-79.83800000000002,0.01254865807475719
25.626,-79.70299999999997,0.013493713251101951
25.613,-79.56900000000002,0.014337306436585739
25.599,-79.435,0.015177370224514031
25.585,-79.30099999999999,0.017092405180455066
25.571,-79.16699999999997,0.0
25.556,-79.03300000000002,0.0
25.542,-78.89800000000002,0.0
25.527,-78.76400000000001,0.0
25.513,-78.63,0.0
25.498,-78.49599999999998,0.0
25.483,-78.363,0.0
25.468,-78.22899999999998,0.0
25.453,-78.09500000000003,0.0
25.438,-77.96100000000001,0.0
25.423,-77.827,0.0
25.407,-77.69299999999998,0.0
25.392,-77.56,0.0
25.376,-77.42599999999999,0.0
25.36,-77.29199999999997,0.0
25.344,-77.15899999999999,0.0
25.328,-77.02499999999998,0.0
25.312,-76.89100000000002,0.0
25.296,-76.75799999999998,0.0
25.279,-76.62400000000002,0.0
25.263,-76.49099999999999,0.0
25.246,-76.358,0.0
25.229,-76.22399999999999,0.0
25.212,-76.09100000000001,0.0
25.196,-75.95800000000003,0.0
25.178,-75.82400000000001,0.0
25.161,-75.69099999999997,0.0
25.144,-75.55799999999999,0.0
25.126,-75.42500000000001,0.0
25.109,-75.29199999999997,0.0
25.091,-75.15800000000002,0.0
25.073,-75.02499999999998,0.0
25.055,-74.892,0.0
25.037,-74.75900000000001,0.0
25.019,-74.62700000000001,0.0
25.001,-74.49400000000003,0.0
24.982,-74.36099999999999,0.0
24.964,-74.22800000000001,0.0
24.945,-74.09500000000003,0.0
24.926,-73.96300000000002,0.0
24.908,-73.82999999999998,0.0
24.889,-73.697,0.0
24.869,-73.565,0.0
24.85,-73.43200000000002,0.0
24.831,-73.29899999999998,0.0
24.811,-73.16699999999997,0.0
24.792,-73.03500000000003,0.0
24.772,-72.90199999999999,0.0
24.752,-72.76999999999998,0.0
24.732,-72.63799999999998,0.0
24.712,-72.505,0.0
24.692,-72.37299999999999,0.0
24.672,-72.24099999999999,0.0
24.651,-72.10899999999998,0.0
24.631,-71.97699999999998,0.0
24.61,-71.84500000000003,0.0
24.589,-71.71300000000002,0.0
24.569,-71.58100000000002,0.0
24.548,-71.44900000000001,0.0
24.526,-71.31700000000001,0.0
24.505,-71.185,0.0
24.484,-71.053,0.0
24.462,-70.92099999999999,0.0
24.441,-70.79000000000002,0.0
24.419,-70.65800000000002,0.0
24.397,-70.52699999999999,0.0
24.375,-70.39499999999998,0.0
24.353,-70.26299999999998,0.0
24.331,-70.132,0.0
24.309,-70.00099999999998,0.0
24.286,-69.86900000000003,0.0
24.264,-69.738,0.0
24.241,-69.60700000000003,0.0
24.219,-69.47500000000002,0.0
24.196,-69.344,0.0
24.173,-69.21300000000002,0.0
24.15,-69.082,0.0
24.127,-68.95100000000002,0.0
24.103,-68.82,0.0
24.08,-68.68900000000002,0.0
24.056,-68.55799999999999,0.0
24.033,-68.428,0.0
24.009,-68.29700000000003,0.0
23.985,-68.166,0.0
23.961,-68.03500000000003,0.0
23.937,-67.90499999999997,0.0
23.913,-67.774,0.0
23.888,-67.644,0.0
23.278,-126.02099999999999,0.0
23.306,-125.892,0.0
23.333,-125.763,0.0
23.361,-125.63300000000001,0.0
23.388,-125.50399999999999,0.0
23.415,-125.375,0.0
23.442,-125.245,0.0
23.469,-125.11600000000001,0.0
23.496,-124.98599999999999,0.0
23.522,-124.857,0.0
23.549,-124.727,0.0
23.575,-124.59800000000001,0.0
23.602,-124.46799999999999,0.0
23.628,-124.338,0.0
23.654,-124.208,0.0
23.68,-124.078,0.0
23.706,-123.94800000000001,0.0
23.731,-123.81800000000001,0.0
23.757,-123.68799999999999,0.0
23.783,-123.55799999999999,0.0
23.808,-123.428,0.0
23.833,-123.298,0.0
23.859,-123.167,0.0
23.884,-123.037,0.0
23.909,-122.90700000000001,0.0
23.933,-122.77600000000001,0.0
23.958,-122.64599999999999,0.0
23.983,-122.51499999999999,0.0
24.007,-122.38499999999999,0.0
24.032,-122.25399999999999,0.0
24.056,-122.12299999999999,0.0
24.08,-121.993,0.0
24.104,-121.862,0.0
24.128,-121.731,0.0
24.152,-121.6,0.0
