lat,lon,estimated_edwards_adjusted_report_days_per_year_grid_130_cropped_blurred
32.287,-115.225,0.0
32.305,-115.083,0.37709368292494455
32.322,-114.94200000000001,0.37708855851631595
32.34,-114.80000000000001,0.3767117052613684
32.358,-114.65899999999999,0.3633049850654391
32.375,-114.517,0.24110570270912793
32.392,-114.376,0.18914024185618747
32.409,-114.23400000000001,0.1581824714777637
32.426,-114.09299999999999,0.07506686536905702
32.443,-113.951,0.0541584831589988
32.46,-113.809,0.04963244440944917
32.477,-113.668,0.043846789779783325
32.493,-113.52600000000001,0.016164810713120856
32.51,-113.38399999999999,0.012091456862864731
32.526,-113.24199999999999,0.04147194321216536
32.542,-113.1,0.042243484354813336
32.558,-112.958,0.016036220334438776
32.574,-112.816,0.007248759936195399
32.59,-112.674,0.007329960592194742
32.605,-112.53200000000001,0.011223682808851523
32.621,-112.38999999999999,0.012988653196115975
32.636,-112.24799999999999,0.05837333949270141
32.651,-112.106,0.1632089535248476
32.667,-111.963,0.37792530188735474
32.682,-111.821,0.4882484400412772
32.696,-111.679,0.5520007361134528
32.711,-111.536,0.6378237108737559
32.726,-111.394,0.5852618498992068
32.74,-111.25200000000001,0.4241167604235803
32.755,-111.10900000000001,0.26916875957602054
32.769,-110.96700000000001,0.16459530610811313
32.783,-110.82400000000001,0.10119439646843031
32.797,-110.68199999999999,0.02752191841261038
32.811,-110.53899999999999,0.002384104570023588
32.825,-110.39599999999999,1.1986583635927876e-5
32.838,-110.25399999999999,1.4475620269516288e-8
32.852,-110.11099999999999,2.455902766732721e-9
32.865,-109.96799999999999,2.8339599927872167e-9
32.878,-109.82499999999999,2.8387028369731157e-9
32.891,-109.68299999999999,2.486017566373938e-9
32.904,-109.53999999999999,3.471693223922197e-10
32.917,-109.39699999999999,2.449280655241527e-9
32.93,-109.25399999999999,2.494319260083924e-5
32.943,-109.11099999999999,0.0063285487981242314
32.955,-108.96799999999999,0.046224591051659665
32.967,-108.82499999999999,0.05259998334453391
32.98,-108.68199999999999,0.052631546422140296
32.992,-108.53899999999999,0.05263155911349754
33.004,-108.39599999999999,0.05260260460329135
33.015,-108.25299999999999,0.04624918243427486
33.027,-108.11000000000001,0.006364270593236076
33.039,-107.96700000000001,2.549343405387836e-5
33.05,-107.82300000000001,2.2572109317494063e-5
33.061,-107.68,0.005591387476727628
33.073,-107.537,0.04139976822012058
33.084,-107.394,0.05180206483266022
33.095,-107.25,0.0526027887047522
33.105,-107.107,0.05260123019831083
33.116,-106.964,0.05180128300550674
33.127,-106.82,0.04130972852050957
33.137,-106.67699999999999,0.00565025179586585
33.147,-106.53299999999999,0.005692788911626331
33.158,-106.38999999999999,0.04133753596903037
33.168,-106.24600000000001,0.05182018347035297
33.178,-106.10300000000001,0.052625097202546205
33.187,-105.959,0.05262521568256895
33.197,-105.816,0.0518292181552062
33.207,-105.672,0.041347214205821305
33.216,-105.52799999999999,0.005513925309591382
33.225,-105.38499999999999,2.2574847772621965e-5
33.235,-105.24100000000001,1.273595892225789e-8
33.244,-105.09700000000001,0.00010118123715517056
33.252,-104.95400000000001,0.024645798066611633
33.261,-104.81,0.2041173350570268
33.27,-104.666,0.3849497206142087
33.278,-104.52199999999999,0.4193711521263317
33.287,-104.37899999999999,0.420114969451839
33.295,-104.23500000000001,0.40087655510945397
33.303,-104.09100000000001,0.27710115222718895
33.311,-103.947,0.05608910280393117
33.319,-103.803,0.04381129550154889
33.327,-103.65899999999999,0.05261612341723911
33.334,-103.51499999999999,0.06299362404163672
33.342,-103.37099999999998,0.09403473628244824
33.349,-103.22800000000001,0.09953563934968011
33.357,-103.084,0.10395834197213796
33.364,-102.94,0.10776517411769954
33.371,-102.79599999999999,0.16458174385540997
33.378,-102.65100000000001,0.25048009640676966
33.384,-102.507,0.44616873852498845
33.391,-102.363,0.5675771877340647
33.397,-102.219,0.6612894801562134
33.404,-102.07499999999999,0.8293434608974698
33.41,-101.93099999999998,0.8135947005509926
33.416,-101.78699999999998,0.8250974289083793
33.422,-101.64299999999997,0.7830084270438457
33.428,-101.49900000000002,0.7155623483592408
33.434,-101.35399999999998,0.540762537748518
33.439,-101.20999999999998,0.3755105984972151
33.445,-101.06599999999997,0.3405126163121841
33.45,-100.92200000000003,0.348278987004506
33.455,-100.77800000000002,0.3663431089539302
33.46,-100.63299999999998,0.4390025428481098
33.465,-100.48899999999998,0.4210657057936182
33.47,-100.34500000000003,0.3529637965807792
33.475,-100.19999999999999,0.2955128997009681
33.479,-100.05599999999998,0.20230994204346867
33.484,-99.91199999999998,0.1481418376866721
33.488,-99.76799999999997,0.21799725573127846
33.492,-99.62299999999999,0.37545447514926483
33.496,-99.47899999999998,0.42257197502888877
33.5,-99.33499999999998,0.45345261077250115
33.504,-99.19,0.4227529486562762
33.507,-99.04599999999999,0.295446250986154
33.511,-98.90100000000001,0.2990736702878438
33.514,-98.757,0.26958776643604393
33.518,-98.613,0.27379707860490365
33.521,-98.46800000000002,0.3083128550752173
33.524,-98.32400000000001,0.33493381544132306
33.527,-98.17899999999997,0.36749695870279575
33.529,-98.03500000000003,0.49911420717555244
33.532,-97.89100000000002,0.5314114784922376
33.535,-97.74599999999998,0.6148236778292244
33.537,-97.60199999999998,0.6833599486229245
33.539,-97.457,0.7521332025294468
33.541,-97.31299999999999,0.8501278158122083
33.543,-97.168,0.8367623609158069
33.545,-97.024,0.8208924951748113
33.547,-96.87900000000002,0.8598358590833266
33.549,-96.73500000000001,0.7949483622481993
33.55,-96.58999999999997,0.7808307568891762
33.551,-96.44600000000003,0.7632909910896204
33.553,-96.30099999999999,0.6961123005521264
33.554,-96.15699999999998,0.5537345481176926
33.555,-96.012,0.49656944619578053
33.555,-95.868,0.507518980010368
33.556,-95.72300000000001,0.4566696224751847
33.557,-95.57900000000001,0.4643842055746296
33.557,-95.43400000000003,0.5350858824384681
33.558,-95.29000000000002,0.507888117412234
33.558,-95.14499999999998,0.4921775840433006
33.558,-95.00099999999998,0.5947360640933309
33.558,-94.856,0.7122487781479454
33.558,-94.71199999999999,0.8833569397677038
33.557,-94.56700000000001,0.883779384859405
33.557,-94.423,0.9324755342247713
33.556,-94.27800000000002,0.8917997309600597
33.555,-94.13400000000001,0.7848110401565542
33.555,-93.98899999999998,0.7031724034307694
33.554,-93.84500000000003,0.7701023416870292
33.553,-93.69999999999999,0.7369480435427233
33.551,-93.55599999999998,0.6476565452401587
33.55,-93.411,0.5907305689311497
33.549,-93.267,0.6268248090902218
33.547,-93.12200000000001,0.533086453228484
33.545,-92.97800000000001,0.4657299174939788
33.543,-92.834,0.441459224873993
33.541,-92.68900000000002,0.4634322925903728
33.539,-92.54500000000002,0.4673441136042858
33.537,-92.39999999999998,0.4736597085368571
33.535,-92.25599999999997,0.5192325125408237
33.532,-92.11099999999999,0.5462980078244299
33.529,-91.96699999999998,0.48382137431882927
33.527,-91.822,0.5669865081406236
33.524,-91.678,0.539713043367401
33.521,-91.53399999999999,0.6084463659791253
33.518,-91.38900000000001,0.8725380075831171
33.514,-91.245,1.0848214347646346
33.511,-91.10000000000002,1.1869362498856288
33.507,-90.95600000000002,1.3623894263258427
33.504,-90.81200000000001,1.3228272525670763
33.5,-90.66699999999997,1.519769731140194
33.496,-90.52300000000002,1.4264686419553765
33.492,-90.37900000000002,1.2607302062881613
33.488,-90.23399999999998,1.2740402401700703
33.484,-90.08999999999997,1.299453548839803
33.479,-89.94600000000003,1.2647897442042273
33.475,-89.80099999999999,1.0088368254317224
33.47,-89.65699999999998,0.8850013447773217
33.465,-89.51299999999998,0.9594735180049451
33.46,-89.36900000000003,1.0113157190547901
33.455,-89.22399999999999,1.0517218850160857
33.45,-89.07999999999998,1.1284482256199946
33.445,-88.93599999999998,1.2172298206953556
33.439,-88.79199999999997,1.196598347187911
33.434,-88.64699999999999,1.0114195400175685
33.428,-88.50299999999999,0.950720577454211
33.422,-88.35899999999998,0.8752899885744403
33.416,-88.21499999999997,0.6793532059002952
33.41,-88.07100000000003,0.5143647479617497
33.404,-87.92700000000002,0.36637663964881123
33.397,-87.78300000000002,0.25354618219688557
33.391,-87.63799999999998,0.20644953704419353
33.384,-87.49400000000003,0.19717020619227882
33.378,-87.35000000000002,0.27690981077737703
33.371,-87.20600000000002,0.3628596547412455
33.364,-87.06200000000001,0.37946131753913304
33.357,-86.918,0.40816664291397065
33.349,-86.774,0.40010225521952386
33.342,-86.63,0.3892215639423941
33.335,-86.48599999999999,0.440076157340386
33.327,-86.34199999999998,0.34381088674393095
33.319,-86.19900000000001,0.29065217681786687
33.311,-86.055,0.3492977280060554
33.303,-85.911,0.481488829431123
33.295,-85.767,0.4305986467598455
33.287,-85.62299999999999,0.3692476373904703
33.279,-85.47899999999998,0.32215968599471917
33.27,-85.33600000000001,0.31346841564701733
33.261,-85.19200000000001,0.28844800925845093
33.253,-85.048,0.21461400995651622
33.244,-84.904,0.16036411802671466
33.235,-84.76100000000002,0.13991062154022232
33.225,-84.61700000000002,0.2121585688437425
33.216,-84.47300000000001,0.27374321146482417
33.207,-84.32999999999998,0.3393270041882709
33.197,-84.18599999999998,0.30989737726533795
33.188,-84.043,0.27846880948840536
33.178,-83.899,0.29339673938891025
33.168,-83.755,0.27259857545749266
33.158,-83.61200000000002,0.3226310769096621
33.148,-83.46800000000002,0.27188065474962114
33.137,-83.32499999999999,0.2622922347483724
33.127,-83.18200000000002,0.2812720377333531
33.116,-83.03800000000001,0.2198805981802372
33.106,-82.89499999999998,0.19539324173108924
33.095,-82.75200000000001,0.14534504099236767
33.084,-82.608,0.21737455929537233
33.073,-82.46499999999997,0.3084556254027687
33.062,-82.322,0.3896934049291639
33.05,-82.178,0.4395695049614421
33.039,-82.03500000000003,0.4841605270591254
33.027,-81.892,0.5124440771439687
33.016,-81.74900000000002,0.4966670339382743
33.004,-81.606,0.48743533783125115
32.992,-81.46300000000002,0.6586084332274632
32.98,-81.32,0.6401235308426089
32.967,-81.17700000000002,0.4765564773669707
32.955,-81.03399999999999,0.5523615486523459
32.943,-80.89100000000002,0.5841530620537307
32.93,-80.74799999999999,0.5451051477018278
32.917,-80.60500000000002,0.450095945042163
32.905,-80.46199999999999,0.44412631895184923
32.892,-80.31900000000002,0.4920807347173535
32.878,-80.17599999999999,0.4977081621099543
32.865,-80.03399999999999,0.517477615736566
32.852,-79.89100000000002,0.5572927752253763
32.838,-79.74799999999999,0.4569661033737341
32.825,-79.606,0.40815922936758076
32.811,-79.46300000000002,0.24614763530149136
32.797,-79.32,0.2313876520481892
32.783,-79.178,0.23233673840867186
32.769,-79.03500000000003,0.24691550447883512
32.755,-78.89299999999997,0.24944288467683687
32.74,-78.75,0.0
32.726,-78.608,0.0
32.711,-78.46499999999997,0.0
32.697,-78.32299999999998,0.0
32.682,-78.18099999999998,0.0
32.667,-78.03899999999999,0.0
32.652,-77.89600000000002,0.0
32.636,-77.75400000000002,0.0
32.621,-77.61200000000002,0.0
32.605,-77.47000000000003,0.0
32.59,-77.32799999999997,0.0
32.574,-77.18599999999998,0.0
32.558,-77.04399999999998,0.0
32.542,-76.90199999999999,0.0
32.526,-76.75999999999999,0.0
32.51,-76.618,0.0
32.493,-76.476,0.0
32.477,-76.334,0.0
32.46,-76.19200000000001,0.0
32.444,-76.05099999999999,0.0
32.427,-75.90899999999999,0.0
32.41,-75.767,0.0
32.392,-75.62599999999998,0.0
32.375,-75.48399999999998,0.0
32.358,-75.34300000000002,0.0
32.34,-75.20100000000002,0.0
32.323,-75.06,0.0
32.305,-74.91899999999998,0.0
32.287,-74.77699999999999,0.0
32.269,-74.63600000000002,0.0
32.251,-74.495,0.0
32.233,-74.35300000000001,0.0
32.214,-74.21199999999999,0.0
32.196,-74.07100000000003,0.0
32.177,-73.93,0.0
32.158,-73.78899999999999,0.0
32.139,-73.64800000000002,0.0
32.12,-73.507,0.0
32.101,-73.36599999999999,0.0
32.082,-73.226,0.0
32.063,-73.08499999999998,0.0
32.043,-72.94400000000002,0.0
32.023,-72.803,0.0
32.004,-72.66300000000001,0.0
31.984,-72.52199999999999,0.0
31.964,-72.382,0.0
31.944,-72.24099999999999,0.0
31.923,-72.101,0.0
31.903,-71.95999999999998,0.0
31.882,-71.82,0.0
31.862,-71.68,0.0
31.841,-71.53899999999999,0.0
31.82,-71.399,0.0
31.799,-71.25900000000001,0.0
31.778,-71.11900000000003,0.0
31.757,-70.97899999999998,0.0
31.735,-70.839,0.0
31.714,-70.69900000000001,0.0
31.692,-70.55900000000003,0.0
31.671,-70.41899999999998,0.0
31.649,-70.279,0.0
31.627,-70.13999999999999,0.0
31.605,-70.0,0.0
31.582,-69.86000000000001,0.0
31.56,-69.721,0.0
31.537,-69.58100000000002,0.0
31.515,-69.44200000000001,0.0
31.492,-69.30200000000002,0.0
31.469,-69.16300000000001,0.0
31.446,-69.024,0.0
31.423,-68.88499999999999,0.0
31.4,-68.745,0.0
31.377,-68.606,0.0
31.353,-68.46699999999998,0.0
31.329,-68.32799999999997,0.0
31.306,-68.18900000000002,0.0
31.282,-68.05000000000001,0.0
31.258,-67.91199999999998,0.0
31.234,-67.77300000000002,0.0
31.21,-67.63400000000001,0.0
31.185,-67.495,0.0
31.161,-67.35700000000003,0.0
31.136,-67.21800000000002,0.0
31.112,-67.07999999999998,0.0
31.087,-66.94099999999997,0.0
31.062,-66.803,0.0
31.037,-66.66500000000002,0.0
31.012,-66.52600000000001,0.0
30.986,-66.38799999999998,0.0
30.961,-66.25,0.0
30.935,-66.11200000000002,0.0
30.91,-65.97399999999999,0.0
30.259,-127.9,0.0
30.288,-127.76400000000001,0.0
30.317,-127.62700000000001,0.0
30.346,-127.49100000000001,0.0
30.374,-127.35400000000001,0.0
30.403,-127.21799999999999,0.0
30.431,-127.08099999999999,0.0
30.46,-126.94399999999999,0.0
30.488,-126.80799999999999,0.0
30.516,-126.67099999999999,0.0
30.544,-126.53399999999999,0.0
30.572,-126.39699999999999,0.0
30.6,-126.25999999999999,0.0
30.627,-126.12299999999999,0.0
30.655,-125.98500000000001,0.0
30.682,-125.84800000000001,0.0
30.71,-125.71100000000001,0.0
30.737,-125.57300000000001,0.0
30.764,-125.436,0.0
30.791,-125.298,0.0
30.818,-125.161,0.0
30.844,-125.023,0.0
30.871,-124.88499999999999,0.0
30.897,-124.74799999999999,0.0
30.924,-124.61000000000001,0.0
30.95,-124.47200000000001,0.0
30.976,-124.334,0.0
31.002,-124.196,0.0
31.028,-124.05799999999999,0.0
31.053,-123.91999999999999,0.0
31.079,-123.78200000000001,0.0
31.104,-123.643,0.0
31.13,-123.505,0.0
31.155,-123.36699999999999,0.0
31.18,-123.22800000000001,0.0
31.205,-123.09,0.0
31.23,-122.951,0.0
31.254,-122.81200000000001,0.0
31.279,-122.674,0.0
31.304,-122.535,0.0
31.328,-122.39599999999999,0.0
31.352,-122.257,0.0
31.376,-122.118,0.0
31.4,-121.97900000000001,0.0
31.424,-121.84,0.0
31.448,-121.701,0.0
31.471,-121.56200000000001,0.0
31.495,-121.423,0.0
31.518,-121.28399999999999,0.0
31.542,-121.144,0.0
31.565,-121.005,0.0
31.588,-120.86600000000001,0.0
31.611,-120.726,0.0
31.633,-120.58699999999999,0.0
31.656,-120.447,0.0
31.679,-120.30699999999999,0.0
31.701,-120.168,0.0
31.723,-120.02799999999999,0.0
31.745,-119.888,0.0
31.767,-119.74799999999999,0.0
31.789,-119.608,0.0
31.811,-119.46799999999999,0.0
31.833,-119.328,0.0
31.854,-119.18799999999999,0.0
31.876,-119.048,0.0
31.897,-118.90799999999999,0.0
31.918,-118.768,0.0
31.939,-118.62700000000001,0.0
31.96,-118.487,0.0
31.981,-118.34700000000001,0.0
32.001,-118.20599999999999,0.0
32.022,-118.066,0.0
32.042,-117.92500000000001,0.0
32.063,-117.785,0.0
32.083,-117.644,0.0
32.103,-117.50299999999999,0.0
32.123,-117.363,0.0
32.142,-117.22200000000001,0.0
32.162,-117.08099999999999,0.0
32.182,-116.94,0.0
32.201,-116.799,0.0
32.22,-116.65799999999999,0.0
32.239,-116.517,0.0
32.258,-116.376,0.0
32.277,-116.23500000000001,8.477632041894263e-9
32.296,-116.094,8.603782242518182e-5
32.315,-115.953,0.02219250412701201
32.333,-115.811,0.16609603126831401
32.352,-115.66999999999999,0.25232414126965325
32.37,-115.529,0.2631161615935068
32.388,-115.387,0.26315786850851214
32.406,-115.24600000000001,0.26314437879697566
32.424,-115.10400000000001,0.3040329857570195
32.442,-114.963,0.360870916285914
32.46,-114.821,0.36020277295806274
32.477,-114.68,0.3481251186087088
32.495,-114.53800000000001,0.27132496520792604
32.512,-114.39599999999999,0.21603983310340422
32.529,-114.255,0.22214646648544195
32.546,-114.113,0.1251159169278868
32.563,-113.971,0.067287608929131
32.58,-113.82900000000001,0.05414056064326146
32.596,-113.68700000000001,0.057614136388758966
32.613,-113.54499999999999,0.08221271176694639
32.629,-113.40299999999999,0.052437286858951514
32.646,-113.261,0.05268351534842736
32.662,-113.119,0.0632051623653494
32.678,-112.977,0.09032294944594492
32.694,-112.83500000000001,0.06911766309740665
32.709,-112.69300000000001,0.06355850497741931
32.725,-112.55000000000001,0.08451547784860772
32.74,-112.40799999999999,0.06846394906158965
32.756,-112.26599999999999,0.10622237711549419
32.771,-112.124,0.18532927515472405
32.786,-111.981,0.44453452738923704
32.801,-111.839,0.7251359846361262
32.816,-111.696,0.8522971323421281
32.831,-111.554,0.8448357139874471
32.846,-111.411,0.7108878366935979
32.86,-111.269,0.5131778980548989
32.874,-111.126,0.24079905616286476
32.889,-110.983,0.07797752968724658
32.903,-110.84100000000001,0.01782043418185167
32.917,-110.69800000000001,0.0016411139873560257
32.931,-110.555,1.537654429823884e-5
32.944,-110.41300000000001,4.09847297274758e-8
32.958,-110.27000000000001,5.305546757471729e-12
32.972,-110.12700000000001,1.3406612515194643e-16
32.985,-109.98400000000001,0.0
32.998,-109.84100000000001,0.0
33.011,-109.69800000000001,0.0
33.024,-109.555,0.0
33.037,-109.412,2.2408698530563652e-9
33.05,-109.269,2.226234306582122e-5
33.062,-109.126,0.0055735253157249654
33.075,-108.983,0.04137636218947432
33.087,-108.84,0.051820338676915996
33.1,-108.697,0.05260009271164989
33.112,-108.553,0.052599898857204085
33.124,-108.41,0.0517792312677438
33.135,-108.267,0.04136943742110359
33.147,-108.124,0.0056192582261061575
33.159,-107.97999999999999,2.162343860379666e-5
33.17,-107.83699999999999,2.5061411963198238e-5
33.182,-107.69399999999999,0.006282521393320797
33.193,-107.55000000000001,0.04630690850404832
33.204,-107.40700000000001,0.05259975913888265
33.215,-107.263,0.052631548386396915
33.226,-107.12,0.05263154731545893
33.236,-106.976,0.05259925260166997
33.247,-106.833,0.04627318311829274
33.257,-106.689,0.006316955632373025
33.268,-106.54599999999999,0.0008143420020607778
33.278,-106.40199999999999,0.010453411472759107
33.288,-106.25800000000001,0.04220243337862287
33.298,-106.11500000000001,0.051790829521475894
33.308,-105.971,0.051776266749802985
33.317,-105.827,0.042164562644084184
33.327,-105.68299999999999,0.010423850030534353
33.336,-105.53999999999999,0.0008217955564264988
33.346,-105.39599999999999,3.1684549150741982e-6
33.355,-105.25200000000001,3.406365450063744e-6
33.364,-105.108,0.00010647956840873987
33.373,-104.964,0.02079036870200667
33.381,-104.82,0.16813957603208768
33.39,-104.67699999999999,0.30814527154593385
33.399,-104.53299999999999,0.3909770332638613
33.407,-104.38900000000001,0.39663655529811664
33.415,-104.245,0.3484627245343049
33.423,-104.101,0.20935192269153227
33.431,-103.957,0.061423216865299855
33.439,-103.81299999999999,0.01617942032909919
33.447,-103.66899999999998,0.047583964755385885
33.455,-103.524,0.09339722006945472
33.462,-103.38,0.10446140651491072
33.47,-103.23599999999999,0.11086366920984325
33.477,-103.09199999999998,0.14268150241488595
33.484,-102.94799999999998,0.14400953576805386
33.491,-102.80399999999997,0.2542540358448539
33.498,-102.66000000000003,0.3750162750912375
33.505,-102.51499999999999,0.5295791650159231
33.511,-102.37099999999998,0.642637939617477
33.518,-102.22699999999998,0.8401598883340226
33.524,-102.08300000000003,0.9464703253318505
33.53,-101.93799999999999,0.9724863413456893
33.536,-101.79399999999998,0.8747802908309322
33.542,-101.64999999999998,0.833724132738869
33.548,-101.50599999999997,0.7414745442265521
33.554,-101.36099999999999,0.5485828183232083
33.559,-101.21699999999998,0.380653594445119
33.565,-101.072,0.3319198342480552
33.57,-100.928,0.32872383055203847
33.575,-100.78399999999999,0.37997761391765694
33.58,-100.63900000000001,0.48949729191669766
33.585,-100.495,0.44816776641742134
33.59,-100.35000000000002,0.3198197007664189
33.595,-100.20600000000002,0.28204773005516975
33.599,-100.06200000000001,0.1941007888076521
33.604,-99.91699999999997,0.19205652447729166
33.608,-99.77300000000002,0.19918115315173932
33.612,-99.62799999999999,0.36157323011963227
33.616,-99.48399999999998,0.4216345671645533
33.62,-99.339,0.4170542111127668
33.624,-99.195,0.34532923663557785
33.628,-99.05000000000001,0.30204054142390035
33.631,-98.906,0.3570432769862319
33.635,-98.76100000000002,0.3003104743698233
33.638,-98.61700000000002,0.3296394116475032
33.641,-98.47199999999998,0.37505818838410243
33.644,-98.327,0.3802816037935635
33.647,-98.18299999999999,0.38049654106433156
33.65,-98.03800000000001,0.40729692283043717
33.652,-97.894,0.4180734882313988
33.655,-97.74900000000002,0.5350433932831857
33.657,-97.60399999999998,0.5325547998701591
33.66,-97.45999999999998,0.5806898302143312
33.662,-97.315,0.6522672239369776
33.664,-97.17099999999999,0.7014269719925035
33.666,-97.02600000000001,0.7803175876139323
33.667,-96.88099999999997,0.8642658116897958
33.669,-96.73700000000002,0.8169613382979317
33.67,-96.59199999999998,0.8394363522195377
33.672,-96.447,0.8771601174909964
33.673,-96.303,0.7566330491546133
33.674,-96.15800000000002,0.5699569577088619
33.675,-96.01299999999998,0.4250608308590543
33.676,-95.86900000000003,0.43549644796959047
33.677,-95.72399999999999,0.47582065643917637
33.677,-95.57999999999998,0.5016760123442146
33.678,-95.435,0.6012262688694863
33.678,-95.29000000000002,0.6077221158048054
33.678,-95.14600000000002,0.6113452925228079
33.678,-95.00099999999998,0.6326831885418988
33.678,-94.856,0.7875211270047935
33.678,-94.71199999999999,0.924538025961663
33.678,-94.56700000000001,0.9334186791841965
33.677,-94.42200000000003,0.9927567617389207
33.677,-94.27800000000002,0.9861493634199268
33.676,-94.13299999999998,0.7921749674997942
33.675,-93.988,0.7885979181880929
33.674,-93.844,0.8125167839319191
33.673,-93.69900000000001,0.8394623252112642
33.672,-93.55399999999997,0.7505824869036332
33.67,-93.41000000000003,0.5517563007626789
33.669,-93.26499999999999,0.4915555776350704
33.667,-93.12,0.48167074941802474
33.666,-92.976,0.44875447003968055
33.664,-92.83100000000002,0.42499708474575415
33.662,-92.68700000000001,0.42746923275384885
33.66,-92.54199999999997,0.44187621115991654
33.657,-92.39699999999999,0.5111168414187962
33.655,-92.25299999999999,0.5990140546176332
33.652,-92.108,0.5944249653566489
33.65,-91.964,0.49794017061213836
33.647,-91.81900000000002,0.564626407449608
33.644,-91.67399999999998,0.5968408649817014
33.641,-91.52999999999997,0.563276291464952
33.638,-91.38499999999999,0.7562619992912968
33.635,-91.24099999999999,1.035234189401487
33.631,-91.096,1.1737082654873474
33.628,-90.952,1.2202075207464376
33.624,-90.80700000000002,1.2982239397424349
33.62,-90.66300000000001,1.4452504351364108
33.616,-90.51799999999997,1.4605530303239445
33.612,-90.37400000000002,1.401462082040492
33.608,-90.22899999999998,1.2783426232070165
33.604,-90.08499999999998,1.2865220669597417
33.6,-89.94,1.2647271827114555
33.595,-89.79599999999999,1.0385443912740653
33.59,-89.65100000000001,0.9610490607476899
33.585,-89.507,0.8702254180010761
33.581,-89.363,0.9651933048748269
33.575,-89.21800000000002,0.9777036949275777
33.57,-89.07400000000001,1.0685267788427075
33.565,-88.92899999999997,1.1621550098505515
33.559,-88.78500000000003,1.0549932453726012
33.554,-88.64100000000002,1.0191016590967092
33.548,-88.49599999999998,1.0113226494068284
33.542,-88.35199999999998,0.8361751069487702
33.536,-88.20800000000003,0.6495635140480405
33.53,-88.06299999999999,0.49649061789695426
33.524,-87.91899999999998,0.37163847542508666
33.518,-87.77499999999998,0.24774104870772234
33.511,-87.63099999999997,0.23795696565701607
33.505,-87.48599999999999,0.2953228937645774
33.498,-87.34199999999998,0.3497903609506498
33.491,-87.19799999999998,0.3952949903302855
33.484,-87.05399999999997,0.36991773417986423
33.477,-86.91000000000003,0.37826180953632393
33.47,-86.76600000000002,0.3748958397080887
33.462,-86.62099999999998,0.38127119147595206
33.455,-86.47699999999998,0.4448972070525956
33.447,-86.33300000000003,0.3861920605791617
33.439,-86.18900000000002,0.35000580048165114
33.432,-86.04500000000002,0.414751824167002
33.424,-85.90100000000001,0.4755835662582798
33.415,-85.757,0.4273429135232596
33.407,-85.613,0.3643356975172253
33.399,-85.469,0.32613735954140527
33.39,-85.32499999999999,0.34027546003392944
33.382,-85.18099999999998,0.27342809410717406
33.373,-85.03699999999998,0.2217581197173303
33.364,-84.894,0.21124449404430434
33.355,-84.75,0.24703084755445584
33.346,-84.606,0.2731395284444344
33.336,-84.46199999999999,0.3158316097308877
33.327,-84.31799999999998,0.3483872175048075
33.317,-84.17500000000001,0.3037422929449653
33.308,-84.031,0.2812234551359793
33.298,-83.887,0.22417167117218
33.288,-83.74400000000003,0.24286610594886754
33.278,-83.60000000000002,0.2664862221398497
33.268,-83.45600000000002,0.26803240677192847
33.257,-83.31299999999999,0.25431276103339906
33.247,-83.16899999999998,0.22581698901150696
33.236,-83.02600000000001,0.21364023411163752
33.226,-82.882,0.22438243904799987
33.215,-82.73899999999998,0.2508138581430759
33.204,-82.59500000000003,0.3289166034065045
33.193,-82.452,0.46384951391028456
33.182,-82.30799999999999,0.6858313713807804
33.17,-82.16500000000002,0.9316945223618518
33.159,-82.02100000000002,0.9526238479169253
33.147,-81.87799999999999,0.8368264938669008
33.136,-81.73500000000001,0.6966931865362119
33.124,-81.59199999999998,0.6932759452569899
33.112,-81.44799999999998,0.8148729068041337
33.1,-81.305,0.7522400865567822
33.087,-81.16199999999998,0.7451334148749932
33.075,-81.019,0.7144908376609865
33.063,-80.87599999999998,0.6631941890234909
33.05,-80.733,0.6373987698856615
33.037,-80.58999999999997,0.5811551905039406
33.024,-80.447,0.5783717824355225
33.011,-80.30399999999997,0.6150273321695324
32.998,-80.161,0.5842499327290769
32.985,-80.01799999999997,0.47725481864369207
32.972,-79.875,0.48591632880048063
32.958,-79.73200000000003,0.42220458371274916
32.945,-79.589,0.2976368870323537
32.931,-79.44600000000003,0.22488082246558755
32.917,-79.30399999999997,0.23222281340486223
32.903,-79.161,0.24659551111175695
32.889,-79.01799999999997,0.2602040559999641
32.875,-78.87599999999998,0.2608682935294575
32.86,-78.733,0.0
32.846,-78.59100000000001,0.0
32.831,-78.44799999999998,0.0
32.816,-78.305,0.0
32.801,-78.16300000000001,0.0
32.786,-78.02100000000002,0.0
32.771,-77.87799999999999,0.0
32.756,-77.73599999999999,0.0
32.741,-77.594,0.0
32.725,-77.45100000000002,0.0
32.71,-77.30900000000003,0.0
32.694,-77.16699999999997,0.0
32.678,-77.02499999999998,0.0
32.662,-76.88299999999998,0.0
32.646,-76.74099999999999,0.0
32.629,-76.59899999999999,0.0
32.613,-76.457,0.0
32.597,-76.315,0.0
32.58,-76.173,0.0
32.563,-76.031,0.0
32.546,-75.88900000000001,0.0
32.529,-75.74700000000001,0.0
32.512,-75.60500000000002,0.0
32.495,-75.464,0.0
32.477,-75.322,0.0
32.46,-75.18099999999998,0.0
32.442,-75.03899999999999,0.0
32.424,-74.89699999999999,0.0
32.406,-74.75599999999997,0.0
32.388,-74.61500000000001,0.0
32.37,-74.47300000000001,0.0
32.352,-74.332,0.0
32.334,-74.19,0.0
32.315,-74.04899999999998,0.0
