lat,lon,measured_report_days_per_year_grid_130_cropped_blurred
27.889,-116.006,0.0
27.907,-115.87,0.0
27.926,-115.73400000000001,0.0
27.944,-115.59800000000001,0.0
27.963,-115.46199999999999,0.0
27.981,-115.32499999999999,0.0
27.999,-115.189,0.0
28.017,-115.053,0.0
28.035,-114.917,0.0
28.053,-114.78,0.0
28.07,-114.644,0.0
28.088,-114.507,0.0
28.105,-114.37100000000001,0.0
28.122,-114.23400000000001,0.0
28.139,-114.09800000000001,0.0
28.156,-113.96100000000001,0.0
28.173,-113.82499999999999,0.0
28.19,-113.68799999999999,0.0
28.207,-113.55099999999999,0.0
28.223,-113.41499999999999,0.0
28.24,-113.27799999999999,0.0
28.256,-113.14099999999999,0.0
28.272,-113.00399999999999,0.0
28.288,-112.86699999999999,0.0
28.304,-112.72999999999999,0.0
28.32,-112.59299999999999,0.0
28.336,-112.45599999999999,0.0
28.351,-112.31899999999999,0.0
28.367,-112.18199999999999,0.0
28.382,-112.04499999999999,0.0
28.397,-111.90799999999999,0.0
28.412,-111.77099999999999,0.0
28.427,-111.63399999999999,0.0
28.442,-111.49600000000001,0.0
28.457,-111.35900000000001,0.0
28.471,-111.22200000000001,0.0
28.486,-111.08500000000001,0.0
28.5,-110.947,0.0
28.514,-110.81,0.0
28.528,-110.672,0.0
28.542,-110.535,0.0
28.556,-110.39699999999999,0.0
28.57,-110.25999999999999,0.0
28.583,-110.12200000000001,0.0
28.597,-109.98500000000001,0.0
28.61,-109.84700000000001,0.0
28.623,-109.709,0.0
28.637,-109.572,0.0
28.65,-109.434,0.0
28.662,-109.29599999999999,0.0
28.675,-109.15799999999999,0.0
28.688,-109.02099999999999,0.0
28.7,-108.88300000000001,0.0
28.713,-108.745,0.0
28.725,-108.607,0.0
28.737,-108.469,0.0
28.749,-108.33099999999999,0.0
28.761,-108.19300000000001,0.0
28.773,-108.055,0.0
28.784,-107.917,0.0
28.796,-107.779,0.0
28.807,-107.64099999999999,0.0
28.818,-107.50299999999999,0.0
28.829,-107.36500000000001,0.0
28.84,-107.227,0.0
28.851,-107.088,0.0
28.862,-106.94999999999999,0.0
28.873,-106.81200000000001,0.0
28.883,-106.674,0.0
28.894,-106.535,0.0
28.904,-106.39699999999999,0.0
28.914,-106.25899999999999,0.0
28.924,-106.12,0.0
28.934,-105.982,0.0
28.944,-105.844,0.0
28.953,-105.70500000000001,0.0
28.963,-105.56700000000001,0.0
28.972,-105.428,0.0
28.982,-105.28999999999999,0.0
28.991,-105.15100000000001,0.0
29.0,-105.013,0.0
29.009,-104.874,0.0
29.017,-104.73599999999999,0.0
29.026,-104.59700000000001,0.0
29.035,-104.458,7.854788139083737e-14
29.043,-104.32,7.085491903792389e-6
29.051,-104.18100000000001,0.09959564647669404
29.059,-104.042,0.09942348573493578
29.067,-103.904,0.12721498512682455
29.075,-103.76499999999999,0.8328322860541255
29.083,-103.62599999999998,0.8325431803961463
29.091,-103.48700000000002,0.8520212828038618
29.098,-103.34899999999999,0.8904304370149079
29.106,-103.20999999999998,0.8753380727980348
29.113,-103.07100000000003,0.3611149077661357
29.12,-102.93200000000002,0.34891573095051126
29.127,-102.793,0.35011428512830584
29.134,-102.65499999999997,0.3501158012914447
29.141,-102.51600000000002,0.13425319127221833
29.148,-102.37700000000001,0.0
29.154,-102.238,0.0
29.161,-102.09899999999999,0.0
29.167,-101.95999999999998,0.0
29.173,-101.82100000000003,0.0
29.179,-101.68200000000002,0.0
29.185,-101.543,9.499882462607216e-14
29.191,-101.404,2.7241827625530174e-5
29.197,-101.26499999999999,1.6427470395112167
29.202,-101.12599999999998,1.6451581393097594
29.208,-100.98700000000002,1.6451403874752693
29.213,-100.84800000000001,1.6336812883151957
29.218,-100.709,1.6138227701892893
29.223,-100.57,1.3015745617826997
29.228,-100.43099999999998,0.8831558223826455
29.233,-100.29199999999997,0.1232766512667844
29.237,-100.15300000000002,0.052635884034998165
29.242,-100.01400000000001,0.0025170209824597833
29.246,-99.875,0.04884339275940044
29.251,-99.73500000000001,0.05390229010725166
29.255,-99.596,0.07084654981096135
29.259,-99.457,0.7213934846782941
29.263,-99.31799999999998,0.7420462058098535
29.267,-99.17899999999997,0.8896493082639199
29.27,-99.04000000000002,0.8519856390407182
29.274,-98.89999999999998,1.0938503088872567
29.277,-98.76100000000002,0.943083422857144
29.281,-98.62200000000001,0.8470924854284039
29.284,-98.483,1.0284630575178628
29.287,-98.344,0.8863561585416849
29.29,-98.20400000000001,0.8214824445410724
29.293,-98.065,0.41488000603147923
29.295,-97.92599999999999,0.11524815725963147
29.298,-97.78699999999998,0.0540830586139754
29.3,-97.64699999999999,0.003831675623638822
29.303,-97.50799999999998,0.0013199728425151514
29.305,-97.36900000000003,0.001255508493909626
29.307,-97.23000000000002,0.0002181071367581102
29.309,-97.08999999999997,0.007824724669656346
29.311,-96.95100000000002,0.015324741118230217
29.312,-96.81200000000001,0.015983770211281428
29.314,-96.67200000000003,0.05666315375931482
29.315,-96.53300000000002,0.101464916480445
29.317,-96.394,0.10263882036673759
29.318,-96.255,0.1038945750518532
29.319,-96.11500000000001,0.10540768969501903
29.32,-95.976,0.1131207036105756
29.321,-95.83699999999999,0.2643907894207151
29.321,-95.697,0.4135342049984598
29.322,-95.55799999999999,0.47454345960242106
29.322,-95.41899999999998,0.5529463765049375
29.323,-95.279,0.8677736054589535
29.323,-95.13999999999999,1.4424103292409332
29.323,-95.00099999999998,1.2127965221026071
29.323,-94.86200000000002,1.5643513696168738
29.323,-94.72199999999998,1.9521522738678487
29.322,-94.58300000000003,1.9521517624777576
29.322,-94.44400000000002,0.9948474312661169
29.321,-94.30399999999997,0.10736947225969831
29.321,-94.16500000000002,0.13635378012695973
29.32,-94.02600000000001,1.0613278554511627
29.319,-93.88600000000002,1.1447523051370077
29.318,-93.74700000000001,0.5406504573288621
29.317,-93.608,1.7983045832478685e-5
29.315,-93.469,1.8886011284160606e-13
29.314,-93.32900000000001,3.531799916983696e-14
29.312,-93.19,2.7802601620090688e-6
29.311,-93.05099999999999,0.09856558281084656
29.309,-92.911,0.20583437970932167
29.307,-92.77199999999999,0.10646150855128945
29.305,-92.63299999999998,0.15571086831431447
29.303,-92.49400000000003,0.1578947275798419
29.3,-92.35399999999998,0.15789473101155652
29.298,-92.21499999999997,0.15789234173897806
29.295,-92.07600000000002,3.0250601790781597e-6
29.293,-91.93700000000001,2.2445176404321692e-15
29.29,-91.79700000000003,2.9096206171227312e-15
29.287,-91.65800000000002,4.654156996937324e-6
29.284,-91.519,0.14484772859726983
29.281,-91.38,0.14127785371793739
29.277,-91.24099999999999,0.1427510780899478
29.274,-91.101,0.19705002026845922
29.27,-90.96199999999999,0.08891948819302281
29.267,-90.82299999999998,0.08714066420996094
29.263,-90.68400000000003,0.09178869056901912
29.259,-90.54500000000002,0.08127136987275953
29.255,-90.406,0.1941388700973206
29.251,-90.26600000000002,0.23188285061303873
29.247,-90.12700000000001,0.23637412578408948
29.242,-89.988,0.20930202514845084
29.238,-89.84899999999999,0.12125129016261982
29.233,-89.70999999999998,0.22806912265639526
29.228,-89.57100000000003,0.1357553437307815
29.223,-89.43200000000002,0.14220974462238034
29.218,-89.293,0.1786985048667484
29.213,-89.154,0.205786543389623
29.208,-89.01499999999999,0.20647726136223096
29.202,-88.87599999999998,0.20647773105386885
29.197,-88.73700000000002,0.19771876878790978
29.191,-88.59800000000001,0.0
29.185,-88.459,0.0
29.179,-88.32,0.0
29.173,-88.18099999999998,0.0
29.167,-88.04199999999997,0.0
29.161,-87.90300000000002,0.0
29.154,-87.76400000000001,0.0
29.148,-87.625,0.0
29.141,-87.48599999999999,0.0
29.134,-87.34699999999998,0.0
29.127,-87.20800000000003,0.0
29.12,-87.06900000000002,0.0
29.113,-86.93099999999998,0.0
29.106,-86.79199999999997,0.0
29.098,-86.65300000000002,0.0
29.091,-86.51400000000001,0.0
29.083,-86.37599999999998,0.0
29.075,-86.23700000000002,0.0
29.068,-86.09800000000001,0.0
29.06,-85.959,0.0
29.051,-85.82100000000003,0.0
29.043,-85.68200000000002,0.0
29.035,-85.543,0.0
29.026,-85.40499999999997,0.0
29.018,-85.26600000000002,0.0
29.009,-85.12799999999999,0.0
29.0,-84.98899999999998,0.0
28.991,-84.85000000000002,0.0
28.982,-84.71199999999999,0.0
28.972,-84.57299999999998,0.0
28.963,-84.435,0.0
28.953,-84.29700000000003,0.0
28.944,-84.15800000000002,0.0
28.934,-84.01999999999998,0.0
28.924,-83.88099999999997,0.0
28.914,-83.743,0.0
28.904,-83.60500000000002,0.0
28.894,-83.46600000000001,3.213859640416578e-14
28.883,-83.32799999999997,2.519584787983124e-6
28.873,-83.19,0.08918039786064524
28.862,-83.05200000000002,0.30193680251560795
28.851,-82.91300000000001,0.2773056445716835
28.841,-82.77499999999998,0.2764814868313883
28.83,-82.637,0.2849893976854349
28.818,-82.49900000000002,0.5998334457895209
28.807,-82.36099999999999,0.49996220646027656
28.796,-82.22300000000001,0.17143481594191354
28.784,-82.08499999999998,0.10674249858098932
28.773,-81.947,0.1090157064253501
28.761,-81.80900000000003,0.21930714062305964
28.749,-81.67099999999999,0.7930454137424513
28.737,-81.53300000000002,1.8610188900216063
28.725,-81.39499999999998,2.078156412279887
28.713,-81.257,2.025053699971786
28.7,-81.11900000000003,3.4623278214916886
28.688,-80.981,4.2663657880653485
28.675,-80.84300000000002,5.852588173353717
28.663,-80.70499999999998,7.9905694960505445
28.65,-80.56799999999998,8.045092378390306
28.637,-80.43,8.045361207847032
28.624,-80.29199999999997,7.692885260448585
28.61,-80.15499999999997,9.593095520485546e-13
28.597,-80.017,0.0
28.584,-79.87900000000002,0.0
28.57,-79.74200000000002,0.0
28.556,-79.60399999999998,0.0
28.542,-79.46699999999998,0.0
28.528,-79.32900000000001,0.0
28.514,-79.19200000000001,0.0
28.5,-79.055,0.0
28.486,-78.91699999999997,0.0
28.471,-78.77999999999997,0.0
28.457,-78.64299999999997,0.0
28.442,-78.505,0.0
28.427,-78.368,0.0
28.412,-78.231,0.0
28.397,-78.094,0.0
28.382,-77.95600000000002,0.0
28.367,-77.81900000000002,0.0
28.351,-77.68200000000002,0.0
28.336,-77.54500000000002,0.0
28.32,-77.40800000000002,0.0
28.304,-77.27100000000002,0.0
28.288,-77.13400000000001,0.0
28.272,-76.99799999999999,0.0
28.256,-76.86099999999999,0.0
28.24,-76.72399999999999,0.0
28.224,-76.58699999999999,0.0
28.207,-76.44999999999999,0.0
28.19,-76.31400000000002,0.0
28.174,-76.17700000000002,0.0
28.157,-76.04000000000002,0.0
28.14,-75.904,0.0
28.123,-75.767,0.0
28.105,-75.63099999999997,0.0
28.088,-75.49400000000003,0.0
28.07,-75.358,0.0
28.053,-75.22199999999998,0.0
28.035,-75.08499999999998,0.0
28.017,-74.94900000000001,0.0
27.999,-74.81299999999999,0.0
27.981,-74.67599999999999,0.0
27.963,-74.54000000000002,0.0
27.945,-74.404,0.0
27.926,-74.26799999999997,0.0
27.907,-74.132,0.0
27.889,-73.99599999999998,0.0
27.87,-73.86000000000001,0.0
27.851,-73.72399999999999,0.0
27.832,-73.58800000000002,0.0
27.813,-73.452,0.0
27.793,-73.31599999999997,0.0
27.774,-73.18099999999998,0.0
27.754,-73.04500000000002,0.0
27.735,-72.90899999999999,0.0
27.715,-72.774,0.0
27.695,-72.63799999999998,0.0
27.675,-72.50299999999999,0.0
27.655,-72.36700000000002,0.0
27.635,-72.23200000000003,0.0
27.614,-72.096,0.0
27.594,-71.96100000000001,0.0
27.573,-71.82600000000002,0.0
27.552,-71.69,0.0
27.531,-71.555,0.0
27.51,-71.42000000000002,0.0
27.489,-71.28500000000003,0.0
27.468,-71.14999999999998,0.0
27.447,-71.01499999999999,0.0
27.425,-70.88,0.0
27.404,-70.745,0.0
27.382,-70.61000000000001,0.0
27.36,-70.47500000000002,0.0
27.338,-70.34100000000001,0.0
27.316,-70.20600000000002,0.0
27.294,-70.07100000000003,0.0
27.271,-69.93700000000001,0.0
27.249,-69.80200000000002,0.0
27.226,-69.66699999999997,0.0
27.204,-69.53300000000002,0.0
27.181,-69.399,0.0
27.158,-69.26400000000001,0.0
27.135,-69.13,0.0
27.112,-68.99599999999998,0.0
27.089,-68.86099999999999,0.0
27.065,-68.72699999999998,0.0
27.042,-68.59300000000002,0.0
27.018,-68.459,0.0
26.994,-68.32499999999999,0.0
26.971,-68.19099999999997,0.0
26.947,-68.05700000000002,0.0
26.922,-67.923,0.0
26.898,-67.78899999999999,0.0
26.874,-67.656,0.0
26.849,-67.52199999999999,0.0
26.825,-67.38799999999998,0.0
26.8,-67.255,0.0
26.775,-67.12099999999998,0.0
26.751,-66.988,0.0
26.123,-126.75899999999999,0.0
26.152,-126.62700000000001,0.0
26.18,-126.495,0.0
26.208,-126.363,0.0
26.236,-126.231,0.0
26.263,-126.09899999999999,0.0
26.291,-125.96700000000001,0.0
26.318,-125.834,0.0
26.346,-125.702,0.0
26.373,-125.56899999999999,0.0
26.4,-125.43700000000001,0.0
26.427,-125.304,0.0
26.454,-125.172,0.0
26.481,-125.03899999999999,0.0
26.508,-124.906,0.0
26.534,-124.774,0.0
26.561,-124.64099999999999,0.0
26.587,-124.50800000000001,0.0
26.613,-124.375,0.0
26.64,-124.24199999999999,0.0
26.666,-124.10900000000001,0.0
26.691,-123.975,0.0
26.717,-123.84200000000001,0.0
26.743,-123.709,0.0
26.768,-123.576,0.0
26.794,-123.44200000000001,0.0
26.819,-123.309,0.0
26.844,-123.17500000000001,0.0
26.869,-123.042,0.0
26.894,-122.90799999999999,0.0
26.919,-122.775,0.0
26.944,-122.64099999999999,0.0
26.968,-122.507,0.0
26.993,-122.37299999999999,0.0
27.017,-122.239,0.0
27.041,-122.106,0.0
27.066,-121.97200000000001,0.0
27.09,-121.838,0.0
27.113,-121.703,0.0
27.137,-121.56899999999999,0.0
27.161,-121.435,0.0
27.184,-121.30099999999999,0.0
27.208,-121.167,0.0
27.231,-121.03200000000001,0.0
27.254,-120.898,0.0
27.277,-120.763,0.0
27.3,-120.62899999999999,0.0
27.323,-120.494,0.0
27.346,-120.36000000000001,0.0
27.368,-120.225,0.0
27.391,-120.09,0.0
27.413,-119.95599999999999,0.0
27.435,-119.821,0.0
27.457,-119.686,0.0
27.479,-119.55099999999999,0.0
27.501,-119.416,0.0
27.523,-119.281,0.0
27.545,-119.14599999999999,0.0
27.566,-119.011,0.0
27.588,-118.876,0.0
27.609,-118.74100000000001,0.0
27.63,-118.60499999999999,0.0
27.651,-118.47,0.0
27.672,-118.33500000000001,0.0
27.693,-118.19900000000001,0.0
27.713,-118.064,0.0
27.734,-117.928,0.0
27.754,-117.793,0.0
27.775,-117.65700000000001,0.0
27.795,-117.52199999999999,0.0
27.815,-117.386,0.0
27.835,-117.25,0.0
27.855,-117.11500000000001,0.0
27.874,-116.97900000000001,0.0
27.894,-116.84299999999999,0.0
27.913,-116.707,0.0
27.933,-116.571,0.0
27.952,-116.435,0.0
27.971,-116.299,0.0
27.99,-116.16300000000001,0.0
28.009,-116.02699999999999,0.0
28.027,-115.89099999999999,0.0
28.046,-115.755,0.0
28.065,-115.619,0.0
28.083,-115.482,0.0
28.101,-115.346,0.0
28.119,-115.21000000000001,0.0
28.137,-115.07300000000001,0.0
28.155,-114.93700000000001,0.0
28.173,-114.80000000000001,0.0
28.191,-114.66399999999999,0.0
28.208,-114.52699999999999,0.0
28.225,-114.39099999999999,0.0
28.243,-114.25399999999999,0.0
28.26,-114.11699999999999,0.0
28.277,-113.981,0.0
28.294,-113.844,0.0
28.311,-113.707,0.0
28.327,-113.57,0.0
28.344,-113.43299999999999,0.0
28.36,-113.29599999999999,0.0
28.377,-113.15899999999999,0.0
28.393,-113.02199999999999,0.0
28.409,-112.88499999999999,0.0
28.425,-112.74799999999999,0.0
28.441,-112.61099999999999,0.0
28.456,-112.47399999999999,0.0
28.472,-112.33699999999999,0.0
28.487,-112.19999999999999,0.0
28.503,-112.06299999999999,0.0
28.518,-111.92500000000001,0.0
28.533,-111.78800000000001,0.0
28.548,-111.65100000000001,0.0
28.563,-111.513,0.0
28.577,-111.376,0.0
28.592,-111.238,0.0
28.606,-111.101,0.0
28.621,-110.963,0.0
28.635,-110.826,0.0
28.649,-110.68799999999999,0.0
28.663,-110.55099999999999,0.0
28.677,-110.41300000000001,0.0
28.691,-110.275,0.0
28.704,-110.138,0.0
28.718,-110.0,0.0
28.731,-109.862,0.0
28.744,-109.72399999999999,0.0
28.757,-109.58699999999999,0.0
28.77,-109.44900000000001,0.0
28.783,-109.311,0.0
28.796,-109.173,0.0
28.809,-109.035,0.0
28.821,-108.89699999999999,0.0
28.833,-108.75899999999999,0.0
28.846,-108.62100000000001,0.0
28.858,-108.483,0.0
28.87,-108.345,0.0
28.882,-108.207,0.0
28.893,-108.06899999999999,0.0
28.905,-107.93,0.0
28.917,-107.792,0.0
28.928,-107.654,0.0
28.939,-107.51599999999999,0.0
28.95,-107.37700000000001,0.0
28.961,-107.239,0.0
28.972,-107.101,0.0
28.983,-106.96199999999999,0.0
28.994,-106.82400000000001,0.0
29.004,-106.686,0.0
29.015,-106.547,0.0
29.025,-106.40899999999999,0.0
29.035,-106.27000000000001,0.0
29.045,-106.132,0.0
29.055,-105.993,0.0
29.065,-105.85499999999999,0.0
29.074,-105.71600000000001,0.0
29.084,-105.578,0.0
29.093,-105.439,0.0
29.103,-105.30000000000001,0.0
29.112,-105.162,0.0
29.121,-105.023,0.0
29.13,-104.88399999999999,0.0
29.139,-104.74600000000001,0.0
29.147,-104.607,6.061969472354856e-14
29.156,-104.46799999999999,1.1230699816406484e-5
29.164,-104.32900000000001,0.4620620248683803
29.173,-104.19,0.2912751479031271
29.181,-104.05199999999999,0.09970251860185435
29.189,-103.91300000000001,0.11110610199411637
29.197,-103.774,0.6889489873966085
29.204,-103.63499999999999,0.8271353389397799
29.212,-103.49599999999998,0.8085066624000715
29.22,-103.35700000000003,0.7303347285988276
29.227,-103.21800000000002,0.6577334677578839
29.234,-103.07900000000001,0.2816375011834994
29.242,-102.94,0.3501953046219595
29.249,-102.80099999999999,0.3521821435074201
29.256,-102.66199999999998,0.35209828100918455
29.262,-102.52300000000002,0.33686312642948096
29.269,-102.38400000000001,4.3386593152913845e-14
29.276,-102.245,0.0
29.282,-102.106,0.0
29.288,-101.96699999999998,0.0
29.294,-101.82799999999997,0.0
29.3,-101.68900000000002,1.202191399016233e-14
29.306,-101.55000000000001,7.50988893537237e-6
29.312,-101.411,0.6056585445271087
29.318,-101.27199999999999,1.078961446029351
29.323,-101.13299999999998,1.6443662990468464
29.329,-100.993,1.6409069011515458
29.334,-100.85399999999998,1.631724613318337
29.339,-100.71499999999997,1.443786608414566
29.344,-100.57600000000002,1.247105112234884
29.349,-100.43700000000001,0.8677307037565026
29.354,-100.29700000000003,0.12086635540548273
29.359,-100.15800000000002,0.05262835580131319
29.363,-100.019,0.002589697348219665
29.368,-99.88,0.004999727462972257
29.372,-99.74000000000001,0.101549990342633
29.376,-99.601,0.12206682962161951
29.38,-99.46199999999999,0.7711501336526899
29.384,-99.322,0.790787735549627
29.388,-99.18299999999999,0.8944923451542065
29.392,-99.04399999999998,0.944777799548181
29.395,-98.904,1.1023532161817449
29.399,-98.76499999999999,1.1373208928631509
29.402,-98.62599999999998,0.9508348270884499
29.405,-98.48599999999999,0.9936631649344905
29.408,-98.34699999999998,0.896004674464447
29.411,-98.20800000000003,0.8810646963046207
29.414,-98.06799999999998,0.4318467659311808
29.417,-97.92899999999997,0.2585247210307176
29.419,-97.78899999999999,0.05749148602029785
29.422,-97.64999999999998,0.05009678501750831
29.424,-97.51100000000002,0.0012812387800354508
29.426,-97.37099999999998,3.191099343320691e-5
29.428,-97.23200000000003,0.0024426381288588065
29.43,-97.09199999999998,0.050110775158346416
29.432,-96.95299999999997,0.052522380766913915
29.434,-96.81400000000002,0.052739244752745024
29.435,-96.67399999999998,0.05392327849449903
29.437,-96.53500000000003,0.05525715877632314
29.438,-96.39499999999998,0.05529078107568949
29.439,-96.25599999999997,0.05775931264646393
29.44,-96.11599999999999,0.15926794286367793
29.441,-95.97699999999998,0.2654260014636832
29.442,-95.83800000000002,0.4133936196911009
29.443,-95.69799999999998,0.3876776945609964
29.443,-95.55900000000003,0.7743987951447516
29.444,-95.41899999999998,0.9136202854823537
29.444,-95.27999999999997,0.8319772306451497
29.444,-95.13999999999999,1.4405682563330728
29.444,-95.00099999999998,1.6708469232752885
29.444,-94.86099999999999,1.6662455994311154
29.444,-94.72199999999998,1.4739793649972006
29.444,-94.58300000000003,1.022464280074718
29.443,-94.44299999999998,0.10736943994122673
29.443,-94.30399999999997,0.1077811373565668
29.442,-94.16399999999999,0.9321792896097875
29.441,-94.02499999999998,1.0921841991007217
29.44,-93.88499999999999,1.178933364091804
29.439,-93.74599999999998,1.1810510944726722
29.438,-93.606,1.1670423757366815
29.437,-93.46699999999998,0.8902899034558599
29.435,-93.32799999999997,1.8817879984755772
29.434,-93.18799999999999,0.256968272537901
29.432,-93.04899999999998,0.214735557598659
29.43,-92.90899999999999,0.2120295879251021
29.428,-92.76999999999998,0.10963323306797289
29.426,-92.63,0.09445182804928684
29.424,-92.49099999999999,0.15789424462011906
29.422,-92.35199999999998,0.1578955021206811
29.419,-92.21199999999999,0.1579350669127912
29.417,-92.07299999999998,7.296425121573689e-6
29.414,-91.93299999999999,1.6594011895479613e-12
29.411,-91.79399999999998,2.1900061227466135e-12
29.408,-91.65499999999997,9.194387393423223e-6
29.405,-91.51499999999999,0.2776542837693863
29.402,-91.37599999999998,0.27265813184825566
29.399,-91.23700000000002,0.21618509089019028
29.395,-91.09699999999998,0.2811395255621323
29.392,-90.95800000000003,0.07408082308394395
29.388,-90.81900000000002,0.06590876506958387
29.384,-90.67899999999997,0.0690607409602527
29.38,-90.54000000000002,0.07088355754777576
29.376,-90.40100000000001,0.15835726620296522
29.372,-90.262,0.17202411856488972
29.368,-90.12200000000001,0.19776465625532402
29.363,-89.983,0.18449729254609978
29.359,-89.844,0.12052911264536575
29.354,-89.70400000000001,0.22694773978973332
29.349,-89.565,0.13080067872067158
29.344,-89.42599999999999,0.14188154686465912
29.339,-89.28699999999998,0.17801368725696345
29.334,-89.14800000000002,0.1928565773905887
29.329,-89.00799999999998,0.20646009947418378
29.324,-88.86900000000003,0.20647771486172706
29.318,-88.73000000000002,0.07182117023482912
29.312,-88.59100000000001,0.0
29.306,-88.452,0.0
29.301,-88.31299999999999,0.0
29.295,-88.17399999999998,0.0
29.288,-88.03500000000003,0.0
29.282,-87.89499999999998,0.0
29.276,-87.75599999999997,0.0
29.269,-87.61700000000002,0.0
29.262,-87.47800000000001,0.0
29.256,-87.339,0.0
29.249,-87.19999999999999,0.0
29.242,-87.06099999999998,0.0
29.234,-86.92200000000003,0.0
29.227,-86.78300000000002,0.0
29.22,-86.644,0.0
29.212,-86.50599999999997,0.0
29.205,-86.36700000000002,0.0
29.197,-86.22800000000001,0.0
29.189,-86.089,0.0
29.181,-85.94999999999999,0.0
29.173,-85.81099999999998,0.0
29.164,-85.67200000000003,0.0
29.156,-85.53399999999999,0.0
29.147,-85.39499999999998,0.0
29.139,-85.25599999999997,0.0
29.13,-85.11700000000002,0.0
29.121,-84.97899999999998,0.0
29.112,-84.83999999999997,0.0
29.103,-84.70100000000002,0.0
29.094,-84.56299999999999,0.0
29.084,-84.42399999999998,0.0
29.075,-84.286,0.0
29.065,-84.14699999999999,0.0
29.055,-84.00799999999998,0.0
29.045,-83.87,0.0
29.035,-83.731,0.0
29.025,-83.59300000000002,5.072600087766663e-14
29.015,-83.45499999999998,6.763919822324741e-6
29.004,-83.31599999999997,0.19876767315551244
28.994,-83.178,0.1988309651300534
28.983,-83.03899999999999,0.20181256564436897
28.972,-82.90100000000001,0.3066570990788897
28.962,-82.76299999999998,0.26897243339912524
28.951,-82.62400000000002,0.22963813659292043
28.939,-82.48599999999999,0.19796014464709238
28.928,-82.34800000000001,0.17316096999573485
28.917,-82.20999999999998,0.15452000945920163
28.905,-82.07100000000003,0.10642705633223157
28.894,-81.93299999999999,0.10410548687122616
28.882,-81.79500000000002,0.06555442499897221
28.87,-81.65699999999998,0.33784312124291777
28.858,-81.519,1.1991808486905464
28.846,-81.38099999999997,1.3238347001621384
28.834,-81.243,1.3602590577549507
28.821,-81.10500000000002,2.519096690734188
28.809,-80.96699999999998,3.5121285632476016
28.796,-80.82900000000001,4.517370999365383
28.783,-80.69099999999997,7.908826387672422
28.771,-80.553,8.052520091420725
28.758,-80.41500000000002,8.052626013985375
28.744,-80.27699999999999,2.943336673428728
28.731,-80.13999999999999,0.0
28.718,-80.00200000000001,0.0
28.704,-79.86399999999998,0.0
28.691,-79.726,0.0
28.677,-79.589,0.0
28.663,-79.45100000000002,0.0
28.649,-79.31299999999999,0.0
28.635,-79.17599999999999,0.0
28.621,-79.03800000000001,0.0
28.607,-78.90100000000001,0.0
28.592,-78.76299999999998,0.0
28.578,-78.62599999999998,0.0
28.563,-78.488,0.0
28.548,-78.351,0.0
28.533,-78.214,0.0
28.518,-78.07600000000002,0.0
28.503,-77.93900000000002,0.0
28.487,-77.80200000000002,0.0
28.472,-77.66500000000002,0.0
28.456,-77.52800000000002,0.0
28.441,-77.38999999999999,0.0
28.425,-77.25299999999999,0.0
28.409,-77.11599999999999,0.0
28.393,-76.97899999999998,0.0
28.377,-76.84199999999998,0.0
28.36,-76.70499999999998,0.0
28.344,-76.56799999999998,0.0
28.327,-76.43200000000002,0.0
28.311,-76.29500000000002,0.0
28.294,-76.15800000000002,0.0
28.277,-76.02100000000002,0.0
28.26,-75.88400000000001,0.0
28.243,-75.74799999999999,0.0
28.226,-75.61099999999999,0.0
28.208,-75.47500000000002,0.0
28.191,-75.33800000000002,0.0
28.173,-75.20100000000002,0.0
28.155,-75.065,0.0
28.137,-74.92899999999997,0.0
28.119,-74.79199999999997,0.0
28.101,-74.656,0.0
28.083,-74.519,0.0
28.065,-74.38299999999998,0.0
28.046,-74.24700000000001,0.0
28.028,-74.11099999999999,0.0
28.009,-73.97500000000002,0.0
27.99,-73.839,0.0
27.971,-73.702,0.0
27.952,-73.56599999999997,0.0
27.933,-73.43,0.0
27.913,-73.29500000000002,0.0
27.894,-73.15899999999999,0.0
27.874,-73.02300000000002,0.0
27.855,-72.887,0.0
27.835,-72.75099999999998,0.0
27.815,-72.61599999999999,0.0
27.795,-72.48000000000002,0.0
27.775,-72.344,0.0
27.754,-72.209,0.0
27.734,-72.07299999999998,0.0
27.714,-71.93799999999999,0.0
27.693,-71.80200000000002,0.0
27.672,-71.66699999999997,0.0
27.651,-71.53199999999998,0.0
27.63,-71.39600000000002,0.0
27.609,-71.26100000000002,0.0
27.588,-71.12599999999998,0.0
27.566,-70.99099999999999,0.0
27.545,-70.856,0.0
27.523,-70.721,0.0
27.502,-70.58600000000001,0.0
27.48,-70.45100000000002,0.0
27.458,-70.31599999999997,0.0
27.436,-70.18099999999998,0.0
27.413,-70.04599999999999,0.0
27.391,-69.911,0.0
27.369,-69.77699999999999,0.0
27.346,-69.642,0.0
27.323,-69.507,0.0
27.301,-69.37299999999999,0.0
27.278,-69.238,0.0
27.255,-69.10399999999998,0.0
27.231,-68.969,0.0
27.208,-68.83499999999998,0.0
27.185,-68.70100000000002,0.0
27.161,-68.56700000000001,0.0
27.138,-68.43200000000002,0.0
27.114,-68.298,0.0
27.09,-68.16399999999999,0.0
27.066,-68.02999999999997,0.0
27.042,-67.89600000000002,0.0
27.018,-67.762,0.0
26.993,-67.62799999999999,0.0
26.969,-67.495,0.0
26.944,-67.36099999999999,0.0
26.919,-67.22699999999998,0.0
26.895,-67.09300000000002,0.0
26.87,-66.95999999999998,0.0
26.242,-126.791,0.0
